,target,RAPL_ENERGY_DRAM_0,RAPL_ENERGY_DRAM_1,RAPL_ENERGY_PKG_0,RAPL_ENERGY_PKG_1,begin,end,entryNumber,RAPL_ENERGY_PKG_all,RAPL_ENERGY_DRAM_all,Machine,time,powers_av_all,type,methode,bench,class,Nbprocess,y_ax
1326,normal_test_Stress_B_1_1,81.70728302001953,143.29014587402344,1046.7396240234375,1175.8964233398438,2019-08-05 13:32:44.618,2019-08-05 13:33:03.629,1,2447.633476257324,4895.266952514648,optxDahu9xng,19.011,122.38167381286621,normal,test,Stress,B,1,normal test
1390,normal_test_Stress_B_1_2,81.43222045898438,143.1015396118164,973.8242492675781,1146.10693359375,2019-08-05 13:33:06.634,2019-08-05 13:33:25.648,2,2344.464942932129,4688.929885864258,optxDahu9xng,19.014,117.22324714660644,normal,test,Stress,B,1,normal test
1454,normal_test_Stress_B_1_3,81.32427978515625,142.5279541015625,964.0677185058594,1115.979248046875,2019-08-05 13:33:28.652,2019-08-05 13:33:47.666,3,2303.899200439453,4607.798400878906,optxDahu9xng,19.014,115.19496002197266,normal,test,Stress,B,1,normal test
1518,normal_test_Stress_B_1_4,76.83039855957031,134.88880920410156,891.4167175292969,1073.0799865722656,2019-08-05 13:33:50.672,2019-08-05 13:34:08.685,4,2176.2159118652344,4352.431823730469,optxDahu9xng,18.013,114.53767957185444,normal,test,Stress,B,1,normal test
1581,normal_test_Stress_B_1_5,76.64586639404297,135.0655059814453,900.4281005859375,1055.4236145019531,2019-08-05 13:34:12.690,2019-08-05 13:34:30.703,5,2167.563087463379,4335.126174926758,optxDahu9xng,18.013,114.08226776123047,normal,test,Stress,B,1,normal test
1644,normal_test_Stress_B_1_6,76.74624633789062,134.85479736328125,892.3987426757812,1054.943359375,2019-08-05 13:34:34.709,2019-08-05 13:34:52.722,6,2158.943145751953,4317.886291503906,optxDahu9xng,18.013,113.62858661852385,normal,test,Stress,B,1,normal test
1706,normal_test_Stress_B_1_7,81.69723510742188,134.948486328125,925.1412353515625,1073.8825988769531,2019-08-05 13:34:56.728,2019-08-05 13:35:14.740,7,2215.6695556640625,4431.339111328125,optxDahu9xng,18.012,116.61418714021382,normal,test,Stress,B,1,normal test
1767,normal_test_Stress_B_1_8,144.13397979736328,79.1489486694336,1118.0479736328125,921.6283569335938,2019-08-05 13:35:17.744,2019-08-05 13:35:36.759,8,2262.959259033203,4525.918518066406,optxDahu9xng,19.015,113.14796295166016,normal,test,Stress,B,1,normal test
1832,normal_test_Stress_B_1_9,144.16681671142578,78.94145202636719,1124.3533935546875,946.8998413085938,2019-08-05 13:35:39.763,2019-08-05 13:35:58.774,9,2294.361503601074,4588.723007202148,optxDahu9xng,19.011,114.71807518005372,normal,test,Stress,B,1,normal test
1896,normal_test_Stress_B_1_10,80.72555541992188,141.90741729736328,940.6263122558594,1105.8016967773438,2019-08-05 13:36:01.778,2019-08-05 13:36:20.789,10,2269.0609817504883,4538.121963500977,optxDahu9xng,19.011,113.45304908752442,normal,test,Stress,B,1,normal test
1960,normal_test_Stress_B_1_11,80.87885284423828,142.30213165283203,970.2831115722656,1136.0822448730469,2019-08-05 13:36:23.793,2019-08-05 13:36:42.806,11,2329.546340942383,4659.092681884766,optxDahu9xng,19.013,116.47731704711914,normal,test,Stress,B,1,normal test
2026,normal_test_Stress_B_1_12,76.16697692871094,134.8563995361328,884.8871765136719,1055.1118774414062,2019-08-05 13:36:46.812,2019-08-05 13:37:04.825,12,2151.022430419922,4302.044860839844,optxDahu9xng,18.013,113.21170686420642,normal,test,Stress,B,1,normal test
2089,normal_test_Stress_B_1_13,80.25253295898438,142.14828491210938,933.1011657714844,1111.6767578125,2019-08-05 13:37:08.830,2019-08-05 13:37:27.844,13,2267.178741455078,4534.357482910156,optxDahu9xng,19.014,113.3589370727539,normal,test,Stress,B,1,normal test
2153,normal_test_Stress_B_1_14,143.88040161132812,78.93621826171875,1132.2245483398438,954.0810546875,2019-08-05 13:37:30.849,2019-08-05 13:37:49.862,14,2309.1222229003906,4618.244445800781,optxDahu9xng,19.013,115.45611114501953,normal,test,Stress,B,1,normal test
2217,normal_test_Stress_B_1_15,80.43506622314453,141.82962799072266,959.4415588378906,1114.2473449707031,2019-08-05 13:37:52.867,2019-08-05 13:38:11.881,15,2295.953598022461,4591.907196044922,optxDahu9xng,19.014,114.79767990112305,normal,test,Stress,B,1,normal test
2283,normal_test_Stress_B_1_16,80.0528335571289,142.23381805419922,1000.8432922363281,1146.606201171875,2019-08-05 13:38:15.886,2019-08-05 13:38:34.897,16,2369.7361450195312,4739.4722900390625,optxDahu9xng,19.011,118.48680725097657,normal,test,Stress,B,1,normal test
2346,normal_test_Stress_B_1_17,79.87578582763672,142.37500762939453,982.420166015625,1125.14013671875,2019-08-05 13:38:37.902,2019-08-05 13:38:56.912,17,2329.8110961914062,4659.6221923828125,optxDahu9xng,19.01,116.49055480957031,normal,test,Stress,B,1,normal test
2413,normal_test_Stress_B_1_18,136.24053955078125,74.87810516357422,1080.3964538574219,922.7688903808594,2019-08-05 13:39:00.917,2019-08-05 13:39:18.929,18,2214.2839889526367,4428.567977905273,optxDahu9xng,18.012,116.54126257645457,normal,test,Stress,B,1,normal test
2475,normal_test_Stress_B_1_19,143.35550689697266,78.9383544921875,1124.2605285644531,963.4932861328125,2019-08-05 13:39:22.934,2019-08-05 13:39:41.948,19,2310.047676086426,4620.095352172852,optxDahu9xng,19.014,115.50238380432128,normal,test,Stress,B,1,normal test
2542,normal_test_Stress_B_1_20,75.48121643066406,135.12104034423828,887.7999267578125,1054.6974792480469,2019-08-05 13:39:45.953,2019-08-05 13:40:03.966,20,2153.0996627807617,4306.199325561523,optxDahu9xng,18.013,113.32103488319798,normal,test,Stress,B,1,normal test
2630,optimized_test_Stress_C_32_1,135.65287017822266,76.13661193847656,2100.5040588378906,948.4818725585938,2019-08-05 13:45:31.603,2019-08-05 13:45:49.614,1,3260.7754135131836,6521.550827026367,optxDahu9xng,18.011,171.61975860595703,optimized,test,Stress,C,32,optimized test
2692,optimized_test_Stress_C_32_2,135.610107421875,75.63238525390625,2111.1517944335938,964.4098815917969,2019-08-05 13:45:53.619,2019-08-05 13:46:11.631,2,3286.804168701172,6573.608337402344,optxDahu9xng,18.012,172.98969308953536,optimized,test,Stress,C,32,optimized test
2755,optimized_test_Stress_C_32_3,135.68185424804688,75.80294036865234,2125.671356201172,963.703369140625,2019-08-05 13:46:15.635,2019-08-05 13:46:33.646,3,3300.859519958496,6601.719039916992,optxDahu9xng,18.011,173.7294484188682,optimized,test,Stress,C,32,optimized test
2816,optimized_test_Stress_C_32_4,143.16228485107422,80.09274291992188,2241.8692321777344,999.9722900390625,2019-08-05 13:46:36.650,2019-08-05 13:46:55.661,4,3465.096549987793,6930.193099975586,optxDahu9xng,19.011,173.25482749938965,optimized,test,Stress,C,32,optimized test
2880,optimized_test_Stress_C_32_5,143.2787857055664,79.99886322021484,2266.06103515625,1008.2088928222656,2019-08-05 13:46:58.666,2019-08-05 13:47:17.678,5,3497.547576904297,6995.095153808594,optxDahu9xng,19.012,174.87737884521485,optimized,test,Stress,C,32,optimized test
2944,optimized_test_Stress_C_32_6,143.41034698486328,79.9995346069336,2282.1851196289062,1015.1031799316406,2019-08-05 13:47:20.682,2019-08-05 13:47:39.692,6,3520.6981811523438,7041.3963623046875,optxDahu9xng,19.01,176.0349090576172,optimized,test,Stress,C,32,optimized test
3008,optimized_test_Stress_C_32_7,143.43951416015625,79.96311950683594,2282.7667541503906,1015.2745056152344,2019-08-05 13:47:42.697,2019-08-05 13:48:01.709,7,3521.443893432617,7042.887786865234,optxDahu9xng,19.012,176.07219467163085,optimized,test,Stress,C,32,optimized test
3072,optimized_test_Stress_C_32_8,136.24576568603516,75.47808074951172,2181.9078979492188,963.7531433105469,2019-08-05 13:48:04.713,2019-08-05 13:48:22.724,8,3357.3848876953125,6714.769775390625,optxDahu9xng,18.011,176.7044677734375,optimized,test,Stress,C,32,optimized test
3135,optimized_test_Stress_C_32_9,136.53514099121094,75.48052978515625,2192.0791931152344,964.2247009277344,2019-08-05 13:48:26.729,2019-08-05 13:48:44.740,9,3368.319564819336,6736.639129638672,optxDahu9xng,18.011,177.27997709575453,optimized,test,Stress,C,32,optimized test
3198,optimized_test_Stress_C_32_10,136.6644058227539,75.7051010131836,2194.5186462402344,964.0050354003906,2019-08-05 13:48:48.745,2019-08-05 13:49:06.756,10,3370.8931884765625,6741.786376953125,optxDahu9xng,18.011,177.41543097245065,optimized,test,Stress,C,32,optimized test
3259,optimized_test_Stress_C_32_11,143.79783630371094,80.09175872802734,2298.5469970703125,1014.0444946289062,2019-08-05 13:49:09.761,2019-08-05 13:49:28.773,11,3536.481086730957,7072.962173461914,optxDahu9xng,19.012,176.82405433654785,optimized,test,Stress,C,32,optimized test
3323,optimized_test_Stress_C_32_12,143.9307403564453,79.86502075195312,2304.3833923339844,1014.5184326171875,2019-08-05 13:49:31.777,2019-08-05 13:49:50.789,12,3542.6975860595703,7085.395172119141,optxDahu9xng,19.012,177.1348793029785,optimized,test,Stress,C,32,optimized test
3387,optimized_test_Stress_C_32_13,144.19266510009766,80.17251586914062,2318.2801513671875,1014.9557800292969,2019-08-05 13:49:53.793,2019-08-05 13:50:12.806,13,3557.6011123657227,7115.202224731445,optxDahu9xng,19.013,177.88005561828612,optimized,test,Stress,C,32,optimized test
3451,optimized_test_Stress_C_32_14,144.35822296142578,79.97615051269531,2329.9662170410156,1016.9761352539062,2019-08-05 13:50:15.810,2019-08-05 13:50:34.823,14,3571.276725769043,7142.553451538086,optxDahu9xng,19.013,178.56383628845214,optimized,test,Stress,C,32,optimized test
3515,optimized_test_Stress_C_32_15,144.29735565185547,80.26293182373047,2330.9515991210938,1017.6708984375,2019-08-05 13:50:37.827,2019-08-05 13:50:56.840,15,3573.1827850341797,7146.365570068359,optxDahu9xng,19.013,178.65913925170898,optimized,test,Stress,C,32,optimized test
3579,optimized_test_Stress_C_32_16,137.0157470703125,75.78500366210938,2218.0466918945312,964.202392578125,2019-08-05 13:50:59.844,2019-08-05 13:51:17.855,16,3395.049835205078,6790.099670410156,optxDahu9xng,18.011,178.68683343184622,optimized,test,Stress,C,32,optimized test
3640,optimized_test_Stress_C_32_17,144.0597686767578,80.11346435546875,2356.8748474121094,959.9095153808594,2019-08-05 13:51:20.860,2019-08-05 13:51:39.872,17,3540.9575958251953,7081.915191650391,optxDahu9xng,19.012,177.04787979125976,optimized,test,Stress,C,32,optimized test
3704,optimized_test_Stress_C_32_18,144.2063980102539,79.87652587890625,2333.5723266601562,1014.9798889160156,2019-08-05 13:51:42.876,2019-08-05 13:52:01.886,18,3572.635139465332,7145.270278930664,optxDahu9xng,19.01,178.6317569732666,optimized,test,Stress,C,32,optimized test
3768,optimized_test_Stress_C_32_19,144.59293365478516,79.84038543701172,2339.913055419922,1015.9607238769531,2019-08-05 13:52:04.891,2019-08-05 13:52:23.904,19,3580.307098388672,7160.614196777344,optxDahu9xng,19.013,179.0153549194336,optimized,test,Stress,C,32,optimized test
3832,optimized_test_Stress_C_32_20,144.76158905029297,79.7594223022461,2347.0265502929688,1017.2470397949219,2019-08-05 13:52:26.908,2019-08-05 13:52:45.920,20,3588.7946014404297,7177.589202880859,optxDahu9xng,19.012,179.4397300720215,optimized,test,Stress,C,32,optimized test
3896,optimized_test_Stress_B_1_1,144.9253158569336,79.86531829833984,1252.3460693359375,1018.1158752441406,2019-08-05 13:52:48.924,2019-08-05 13:53:07.937,1,2495.2525787353516,4990.505157470703,optxDahu9xng,19.013,124.76262893676758,optimized,test,Stress,B,1,optimized test
3960,optimized_test_Stress_B_1_2,137.46016693115234,75.53672790527344,1159.3104553222656,964.9472961425781,2019-08-05 13:53:10.941,2019-08-05 13:53:28.953,2,2337.2546463012695,4674.509292602539,optxDahu9xng,18.012,123.01340243690892,optimized,test,Stress,B,1,optimized test
4011,optimized_test_Stress_B_1_3,137.51201629638672,75.64156341552734,1154.99609375,964.822509765625,2019-08-05 13:53:32.957,2019-08-05 13:53:50.969,3,2332.972183227539,4665.944366455078,optxDahu9xng,18.012,122.78800964355469,optimized,test,Stress,B,1,optimized test
4084,optimized_test_Stress_B_1_4,144.64484405517578,80.05701446533203,1195.5209655761719,1015.1332702636719,2019-08-05 13:53:53.974,2019-08-05 13:54:12.986,4,2435.3560943603516,4870.712188720703,optxDahu9xng,19.012,121.76780471801757,optimized,test,Stress,B,1,optimized test
4149,optimized_test_Stress_B_1_5,144.53099060058594,80.09227752685547,1186.4091186523438,1015.1295776367188,2019-08-05 13:54:15.990,2019-08-05 13:54:34.999,5,2426.161964416504,4852.323928833008,optxDahu9xng,19.009,121.3080982208252,optimized,test,Stress,B,1,optimized test
4213,optimized_test_Stress_B_1_6,144.75247955322266,80.225830078125,1183.5968627929688,1016.567138671875,2019-08-05 13:54:38.004,2019-08-05 13:54:57.016,6,2425.1423110961914,4850.284622192383,optxDahu9xng,19.012,121.25711555480957,optimized,test,Stress,B,1,optimized test
4277,optimized_test_Stress_B_1_7,137.2268295288086,75.635498046875,1123.5694580078125,964.8394775390625,2019-08-05 13:55:00.020,2019-08-05 13:55:18.031,7,2301.2712631225586,4602.542526245117,optxDahu9xng,18.011,121.1195401643452,optimized,test,Stress,B,1,optimized test
4340,optimized_test_Stress_B_1_8,137.07742309570312,75.50425720214844,1116.3988342285156,964.6034240722656,2019-08-05 13:55:22.035,2019-08-05 13:55:40.046,8,2293.583938598633,4587.167877197266,optxDahu9xng,18.011,120.71494413677014,optimized,test,Stress,B,1,optimized test
4403,optimized_test_Stress_B_1_9,136.8611831665039,75.41590881347656,1092.8536682128906,962.0104675292969,2019-08-05 13:55:44.051,2019-08-05 13:56:02.062,9,2267.141227722168,4534.282455444336,optxDahu9xng,18.011,119.32322251169305,optimized,test,Stress,B,1,optimized test
4464,optimized_test_Stress_B_1_10,143.84075164794922,79.69805145263672,1147.924560546875,998.9959411621094,2019-08-05 13:56:05.066,2019-08-05 13:56:24.075,10,2370.4593048095703,4740.918609619141,optxDahu9xng,19.009,118.52296524047851,optimized,test,Stress,B,1,optimized test
4528,optimized_test_Stress_B_1_11,143.8038101196289,79.91192626953125,1149.1785583496094,1013.9897155761719,2019-08-05 13:56:27.080,2019-08-05 13:56:46.092,11,2386.8840103149414,4773.768020629883,optxDahu9xng,19.012,119.34420051574708,optimized,test,Stress,B,1,optimized test
4592,optimized_test_Stress_B_1_12,144.0900115966797,79.7567367553711,1151.74853515625,1012.2986755371094,2019-08-05 13:56:49.096,2019-08-05 13:57:08.109,12,2387.89395904541,4775.78791809082,optxDahu9xng,19.013,119.3946979522705,optimized,test,Stress,B,1,optimized test
4656,optimized_test_Stress_B_1_13,143.72933197021484,79.86698150634766,1151.8406066894531,1016.9212341308594,2019-08-05 13:57:11.112,2019-08-05 13:57:30.124,13,2392.358154296875,4784.71630859375,optxDahu9xng,19.012,119.61790771484375,optimized,test,Stress,B,1,optimized test
4720,optimized_test_Stress_B_1_14,136.1481704711914,75.70975494384766,1091.7980041503906,964.3253173828125,2019-08-05 13:57:33.128,2019-08-05 13:57:51.139,14,2267.981246948242,4535.962493896484,optxDahu9xng,18.011,119.36743404990749,optimized,test,Stress,B,1,optimized test
4783,optimized_test_Stress_B_1_15,136.13279724121094,75.93087768554688,1091.7946472167969,964.7809143066406,2019-08-05 13:57:55.143,2019-08-05 13:58:13.155,15,2268.6392364501953,4537.278472900391,optxDahu9xng,18.012,119.40206507632607,optimized,test,Stress,B,1,optimized test
4846,optimized_test_Stress_B_1_16,135.89835357666016,76.16739654541016,1092.2793579101562,964.8005981445312,2019-08-05 13:58:17.159,2019-08-05 13:58:35.171,16,2269.145706176758,4538.291412353516,optxDahu9xng,18.012,119.4287213777241,optimized,test,Stress,B,1,optimized test
4907,optimized_test_Stress_B_1_17,142.94011688232422,80.19793701171875,1148.0441589355469,1014.1494445800781,2019-08-05 13:58:38.175,2019-08-05 13:58:57.185,17,2385.331657409668,4770.663314819336,optxDahu9xng,19.01,119.2665828704834,optimized,test,Stress,B,1,optimized test
4971,optimized_test_Stress_B_1_18,142.92444610595703,80.37228393554688,1149.2401123046875,1015.2335510253906,2019-08-05 13:59:00.189,2019-08-05 13:59:19.201,18,2387.770393371582,4775.540786743164,optxDahu9xng,19.012,119.38851966857911,optimized,test,Stress,B,1,optimized test
5035,optimized_test_Stress_B_1_19,143.21395874023438,80.43517303466797,1150.6442565917969,1016.9186096191406,2019-08-05 13:59:22.206,2019-08-05 13:59:41.215,19,2391.21199798584,4782.42399597168,optxDahu9xng,19.009,119.56059989929199,optimized,test,Stress,B,1,optimized test
5099,optimized_test_Stress_B_1_20,143.38026428222656,80.16119384765625,1152.3787536621094,1018.5099182128906,2019-08-05 13:59:44.219,2019-08-05 14:00:03.232,20,2394.430130004883,4788.860260009766,optxDahu9xng,19.013,119.72150650024415,optimized,test,Stress,B,1,optimized test
41,normal_test_Stress_C_32_1,137.86942291259766,137.9380111694336,2101.4989318847656,1984.6979675292969,2019-08-05 13:26:09.720,2019-08-05 13:26:28.728,1,4362.004333496094,8724.008666992188,optxDahu29xng,19.008,218.1002166748047,normal,test,Stress,C,32,normal test
104,normal_test_Stress_C_32_2,137.65968322753906,138.45536041259766,1991.6780090332031,2100.441131591797,2019-08-05 13:26:31.733,2019-08-05 13:26:50.740,2,4368.234184265137,8736.468368530273,optxDahu29xng,19.007,218.41170921325684,normal,test,Stress,C,32,normal test
169,normal_test_Stress_C_32_3,137.99649810791016,138.63360595703125,2118.5436401367188,2090.9666442871094,2019-08-05 13:26:53.745,2019-08-05 13:27:12.753,3,4486.1403884887695,8972.280776977539,optxDahu29xng,19.008,224.30701942443847,normal,test,Stress,C,32,normal test
232,normal_test_Stress_C_32_4,131.02594757080078,131.2353973388672,2038.9725646972656,2002.67626953125,2019-08-05 13:27:15.759,2019-08-05 13:27:33.766,4,4303.910179138184,8607.820358276367,optxDahu29xng,18.007,226.52158837569388,normal,test,Stress,C,32,normal test
296,normal_test_Stress_C_32_5,130.91876220703125,131.63711547851562,1943.8215026855469,2033.0909729003906,2019-08-05 13:27:37.771,2019-08-05 13:27:55.779,5,4239.468353271484,8478.936706542969,optxDahu29xng,18.008,223.12991333007812,normal,test,Stress,C,32,normal test
358,normal_test_Stress_C_32_6,131.22314453125,131.6420669555664,2062.067138671875,1945.9294128417969,2019-08-05 13:27:59.784,2019-08-05 13:28:17.793,6,4270.861763000488,8541.723526000977,optxDahu29xng,18.009,224.78219805265726,normal,test,Stress,C,32,normal test
420,normal_test_Stress_C_32_7,138.10787963867188,138.4176788330078,2163.1146850585938,2035.961181640625,2019-08-05 13:28:20.799,2019-08-05 13:28:39.807,7,4475.601425170898,8951.202850341797,optxDahu29xng,19.008,223.78007125854492,normal,test,Stress,C,32,normal test
483,normal_test_Stress_C_32_8,138.06195068359375,138.63206481933594,2162.883575439453,2060.9386596679688,2019-08-05 13:28:42.812,2019-08-05 13:29:01.821,8,4500.516250610352,9001.032501220703,optxDahu29xng,19.009,225.02581253051758,normal,test,Stress,C,32,normal test
547,normal_test_Stress_C_32_9,138.30899047851562,137.3412857055664,2171.4121704101562,1977.9087829589844,2019-08-05 13:29:04.826,2019-08-05 13:29:23.835,9,4424.971229553223,8849.942459106445,optxDahu29xng,19.009,221.24856147766113,normal,test,Stress,C,32,normal test
611,normal_test_Stress_C_32_10,137.95919036865234,138.5198516845703,2030.9047241210938,2128.7611694335938,2019-08-05 13:29:26.840,2019-08-05 13:29:45.849,10,4436.14493560791,8872.28987121582,optxDahu29xng,19.009,221.8072467803955,normal,test,Stress,C,32,normal test
675,normal_test_Stress_C_32_11,138.49154663085938,138.56888580322266,2174.46826171875,2142.9849853515625,2019-08-05 13:29:48.855,2019-08-05 13:30:07.863,11,4594.5136795043945,9189.027359008789,optxDahu29xng,19.008,229.72568397521974,normal,test,Stress,C,32,normal test
740,normal_test_Stress_C_32_12,138.78973388671875,138.87752532958984,2185.7158813476562,2054.9867553710938,2019-08-05 13:30:10.868,2019-08-05 13:30:29.877,12,4518.369895935059,9036.739791870117,optxDahu29xng,19.009,225.91849479675292,normal,test,Stress,C,32,normal test
804,normal_test_Stress_C_32_13,138.84650421142578,138.51451873779297,2208.6734313964844,2020.9086608886719,2019-08-05 13:30:32.881,2019-08-05 13:30:51.890,13,4506.943115234375,9013.88623046875,optxDahu29xng,19.009,225.34715576171874,normal,test,Stress,C,32,normal test
867,normal_test_Stress_C_32_14,138.6886444091797,138.92015838623047,2203.5626220703125,2069.6543579101562,2019-08-05 13:30:54.895,2019-08-05 13:31:13.904,14,4550.825782775879,9101.651565551758,optxDahu29xng,19.009,227.54128913879396,normal,test,Stress,C,32,normal test
932,normal_test_Stress_C_32_15,138.80547332763672,138.9610137939453,2171.2468872070312,2133.9707946777344,2019-08-05 13:31:16.909,2019-08-05 13:31:35.918,15,4582.984169006348,9165.968338012695,optxDahu29xng,19.009,229.1492084503174,normal,test,Stress,C,32,normal test
996,normal_test_Stress_C_32_16,131.73516082763672,131.42579650878906,2000.1116943359375,2055.8930053710938,2019-08-05 13:31:38.925,2019-08-05 13:31:56.933,16,4319.165657043457,8638.331314086914,optxDahu29xng,18.008,227.3245082654451,normal,test,Stress,C,32,normal test
1058,normal_test_Stress_C_32_17,131.8269271850586,131.56253051757812,2021.9328308105469,2061.188446044922,2019-08-05 13:32:00.938,2019-08-05 13:32:18.947,17,4346.5107345581055,8693.021469116211,optxDahu29xng,18.009,228.76372287147925,normal,test,Stress,C,32,normal test
1121,normal_test_Stress_C_32_18,131.62444305419922,131.78831481933594,1988.6566772460938,2061.871856689453,2019-08-05 13:32:22.951,2019-08-05 13:32:40.960,18,4313.941291809082,8627.882583618164,optxDahu29xng,18.009,227.0495416741622,normal,test,Stress,C,32,normal test
1184,normal_test_Stress_C_32_19,131.92902374267578,131.77159118652344,2110.6351318359375,1951.9202880859375,2019-08-05 13:32:44.966,2019-08-05 13:33:02.975,19,4326.256034851074,8652.512069702148,optxDahu29xng,18.009,227.6976860447934,normal,test,Stress,C,32,normal test
1248,normal_test_Stress_C_32_20,131.9327621459961,131.6622314453125,2103.920867919922,1937.5198364257812,2019-08-05 13:33:06.979,2019-08-05 13:33:24.988,20,4305.035697937012,8610.071395874023,optxDahu29xng,18.009,226.58082620721115,normal,test,Stress,C,32,normal test
1311,normal_test_Stress_B_1_1,131.9693603515625,70.5450439453125,1137.6224060058594,906.2042236328125,2019-08-05 13:33:28.992,2019-08-05 13:33:47.007,1,2246.341033935547,4492.682067871094,optxDahu29xng,18.015,118.22847547029194,normal,test,Stress,B,1,normal test
1374,normal_test_Stress_B_1_2,71.56262969970703,130.80056762695312,929.2969360351562,1104.9471740722656,2019-08-05 13:33:51.017,2019-08-05 13:34:09.032,2,2236.607307434082,4473.214614868164,optxDahu29xng,18.015,117.71617407547801,normal,test,Stress,B,1,normal test
1437,normal_test_Stress_B_1_3,71.45893096923828,130.80171966552734,913.6889953613281,1100.8369445800781,2019-08-05 13:34:13.037,2019-08-05 13:34:31.052,3,2216.786590576172,4433.573181152344,optxDahu29xng,18.015,116.67297845137746,normal,test,Stress,B,1,normal test
1500,normal_test_Stress_B_1_4,131.96067810058594,69.9609603881836,1097.3674621582031,897.888916015625,2019-08-05 13:34:35.057,2019-08-05 13:34:53.072,4,2197.1780166625977,4394.356033325195,optxDahu29xng,18.015,115.64094824539988,normal,test,Stress,B,1,normal test
1563,normal_test_Stress_B_1_5,71.54304504394531,130.3722915649414,920.0402221679688,1114.480712890625,2019-08-05 13:34:57.077,2019-08-05 13:35:15.090,5,2236.4362716674805,4472.872543334961,optxDahu29xng,18.013,117.70717219302529,normal,test,Stress,B,1,normal test
1624,normal_test_Stress_B_1_6,138.72774505615234,74.27013397216797,1174.9534606933594,1034.1818237304688,2019-08-05 13:35:18.095,2019-08-05 13:35:37.109,6,2422.1331634521484,4844.266326904297,optxDahu29xng,19.014,121.10665817260742,normal,test,Stress,B,1,normal test
1688,normal_test_Stress_B_1_7,75.39714050292969,137.59529876708984,973.8396606445312,1163.6668395996094,2019-08-05 13:35:40.114,2019-08-05 13:35:59.128,7,2350.49893951416,4700.99787902832,optxDahu29xng,19.014,117.524946975708,normal,test,Stress,B,1,normal test
1752,normal_test_Stress_B_1_8,138.8526840209961,74.00548553466797,1160.1959838867188,945.2854919433594,2019-08-05 13:36:02.133,2019-08-05 13:36:21.146,8,2318.339645385742,4636.679290771484,optxDahu29xng,19.013,115.9169822692871,normal,test,Stress,B,1,normal test
1815,normal_test_Stress_B_1_9,75.16141510009766,137.38270568847656,953.6700439453125,1131.7333068847656,2019-08-05 13:36:24.150,2019-08-05 13:36:43.165,9,2297.9474716186523,4595.894943237305,optxDahu29xng,19.015,114.89737358093262,normal,test,Stress,B,1,normal test
1880,normal_test_Stress_B_1_10,138.38257598876953,73.84255981445312,1160.454833984375,960.58447265625,2019-08-05 13:36:46.170,2019-08-05 13:37:05.186,10,2333.2644424438477,4666.528884887695,optxDahu29xng,19.016,116.66322212219238,normal,test,Stress,B,1,normal test
1946,normal_test_Stress_B_1_11,131.61280059814453,70.01158142089844,1079.1676635742188,919.8016967773438,2019-08-05 13:37:09.191,2019-08-05 13:37:27.204,11,2200.5937423706055,4401.187484741211,optxDahu29xng,18.013,115.82072328266345,normal,test,Stress,B,1,normal test
2009,normal_test_Stress_B_1_12,70.8143539428711,130.23192596435547,897.3251342773438,1074.2059326171875,2019-08-05 13:37:31.209,2019-08-05 13:37:49.224,12,2172.577346801758,4345.154693603516,optxDahu29xng,18.015,114.34617614746094,normal,test,Stress,B,1,normal test
2072,normal_test_Stress_B_1_13,138.7851104736328,73.74700927734375,1141.301513671875,956.4682922363281,2019-08-05 13:37:53.230,2019-08-05 13:38:12.244,13,2310.3019256591797,4620.603851318359,optxDahu29xng,19.014,115.51509628295898,normal,test,Stress,B,1,normal test
2136,normal_test_Stress_B_1_14,138.18073272705078,73.47129821777344,1104.36328125,918.81640625,2019-08-05 13:38:15.249,2019-08-05 13:38:34.262,14,2234.831718444824,4469.663436889648,optxDahu29xng,19.013,111.74158592224121,normal,test,Stress,B,1,normal test
2202,normal_test_Stress_B_1_15,138.74314880371094,73.77134704589844,1153.7126159667969,913.1648559570312,2019-08-05 13:38:38.267,2019-08-05 13:38:57.283,15,2279.3919677734375,4558.783935546875,optxDahu29xng,19.016,113.96959838867187,normal,test,Stress,B,1,normal test
2266,normal_test_Stress_B_1_16,138.4127960205078,74.14737701416016,1156.8347473144531,953.0611267089844,2019-08-05 13:39:00.288,2019-08-05 13:39:19.303,16,2322.4560470581055,4644.912094116211,optxDahu29xng,19.015,116.12280235290527,normal,test,Stress,B,1,normal test
2332,normal_test_Stress_B_1_17,74.80525207519531,137.9902114868164,953.4838256835938,1141.7679748535156,2019-08-05 13:39:23.308,2019-08-05 13:39:42.325,17,2308.047264099121,4616.094528198242,optxDahu29xng,19.017,115.40236320495606,normal,test,Stress,B,1,normal test
2396,normal_test_Stress_B_1_18,74.644287109375,137.54253387451172,938.3507690429688,1127.63671875,2019-08-05 13:39:45.329,2019-08-05 13:40:04.342,18,2278.1743087768555,4556.348617553711,optxDahu29xng,19.013,113.90871543884278,normal,test,Stress,B,1,normal test
2459,normal_test_Stress_B_1_19,74.8783950805664,137.2834014892578,940.6667175292969,1126.6856079101562,2019-08-05 13:40:07.348,2019-08-05 13:40:26.361,19,2279.5141220092773,4559.028244018555,optxDahu29xng,19.013,113.97570610046387,normal,test,Stress,B,1,normal test
2526,normal_test_Stress_B_1_20,70.61341857910156,130.349853515625,897.9210205078125,1076.2082824707031,2019-08-05 13:40:30.367,2019-08-05 13:40:48.381,20,2175.092575073242,4350.185150146484,optxDahu29xng,18.014,114.47855658280223,normal,test,Stress,B,1,normal test
