,benchmark,cpu,mode1,mode2,target
1391,EP,9348.143585205078,C-states On,cacheclean,normal_cacheclean_EP_B_1_92
1390,EP,8420.525573730469,C-states On,cacheclean,normal_cacheclean_EP_B_1_91
1389,EP,8507.927124023438,C-states On,cacheclean,normal_cacheclean_EP_B_1_90
1388,EP,7790.7354736328125,C-states On,cacheclean,normal_cacheclean_EP_B_1_89
1387,EP,8013.681640625,C-states On,cacheclean,normal_cacheclean_EP_B_1_88
1386,EP,8611.862121582031,C-states On,cacheclean,normal_cacheclean_EP_B_1_87
1385,EP,7871.5811767578125,C-states On,cacheclean,normal_cacheclean_EP_B_1_86
1384,EP,7978.991638183594,C-states On,cacheclean,normal_cacheclean_EP_B_1_85
1383,EP,7974.558288574219,C-states On,cacheclean,normal_cacheclean_EP_B_1_84
1382,EP,7410.096893310547,C-states On,cacheclean,normal_cacheclean_EP_B_1_83
1381,EP,8865.983703613281,C-states On,cacheclean,normal_cacheclean_EP_B_1_82
1380,EP,8029.691009521484,C-states On,cacheclean,normal_cacheclean_EP_B_1_81
1379,EP,7792.8990478515625,C-states On,cacheclean,normal_cacheclean_EP_B_1_80
1378,EP,7365.197113037109,C-states On,cacheclean,normal_cacheclean_EP_B_1_79
1377,EP,7814.427276611328,C-states On,cacheclean,normal_cacheclean_EP_B_1_78
1375,EP,8544.39389038086,C-states On,cacheclean,normal_cacheclean_EP_B_1_76
1398,EP,7885.5169677734375,C-states On,cacheclean,normal_cacheclean_EP_B_1_99
1350,EP,8036.129486083984,C-states On,cacheclean,normal_cacheclean_EP_B_1_51
1348,EP,8011.031921386719,C-states On,cacheclean,normal_cacheclean_EP_B_1_49
1322,EP,8610.130126953125,C-states On,cacheclean,normal_cacheclean_EP_B_1_23
1321,EP,8140.028533935547,C-states On,cacheclean,normal_cacheclean_EP_B_1_22
1320,EP,8255.508728027344,C-states On,cacheclean,normal_cacheclean_EP_B_1_21
1319,EP,7472.5115966796875,C-states On,cacheclean,normal_cacheclean_EP_B_1_20
1318,EP,8099.556884765625,C-states On,cacheclean,normal_cacheclean_EP_B_1_19
1317,EP,8092.471710205078,C-states On,cacheclean,normal_cacheclean_EP_B_1_18
1316,EP,8239.808685302734,C-states On,cacheclean,normal_cacheclean_EP_B_1_17
1315,EP,8222.721893310547,C-states On,cacheclean,normal_cacheclean_EP_B_1_16
1314,EP,8186.387420654297,C-states On,cacheclean,normal_cacheclean_EP_B_1_15
1313,EP,7581.2431640625,C-states On,cacheclean,normal_cacheclean_EP_B_1_14
1312,EP,7581.56689453125,C-states On,cacheclean,normal_cacheclean_EP_B_1_13
1311,EP,7984.821502685547,C-states On,cacheclean,normal_cacheclean_EP_B_1_12
1310,EP,8791.415649414062,C-states On,cacheclean,normal_cacheclean_EP_B_1_11
1309,EP,7769.085235595703,C-states On,cacheclean,normal_cacheclean_EP_B_1_10
1308,EP,8364.493041992188,C-states On,cacheclean,normal_cacheclean_EP_B_1_9
1307,EP,8140.851989746094,C-states On,cacheclean,normal_cacheclean_EP_B_1_8
1306,EP,8410.2080078125,C-states On,cacheclean,normal_cacheclean_EP_B_1_7
1305,EP,7559.72705078125,C-states On,cacheclean,normal_cacheclean_EP_B_1_6
1304,EP,8010.520050048828,C-states On,cacheclean,normal_cacheclean_EP_B_1_5
1303,EP,7707.878875732422,C-states On,cacheclean,normal_cacheclean_EP_B_1_4
1302,EP,7422.692199707031,C-states On,cacheclean,normal_cacheclean_EP_B_1_3
1323,EP,8163.247039794922,C-states On,cacheclean,normal_cacheclean_EP_B_1_24
1349,EP,8896.197784423828,C-states On,cacheclean,normal_cacheclean_EP_B_1_50
1324,EP,7410.417938232422,C-states On,cacheclean,normal_cacheclean_EP_B_1_25
1326,EP,7793.677886962891,C-states On,cacheclean,normal_cacheclean_EP_B_1_27
1347,EP,8013.557189941406,C-states On,cacheclean,normal_cacheclean_EP_B_1_48
1346,EP,8117.512420654297,C-states On,cacheclean,normal_cacheclean_EP_B_1_47
1345,EP,8024.255065917969,C-states On,cacheclean,normal_cacheclean_EP_B_1_46
1344,EP,8259.9384765625,C-states On,cacheclean,normal_cacheclean_EP_B_1_45
1343,EP,8029.909942626953,C-states On,cacheclean,normal_cacheclean_EP_B_1_44
1342,EP,7422.632354736328,C-states On,cacheclean,normal_cacheclean_EP_B_1_43
1341,EP,7406.9984130859375,C-states On,cacheclean,normal_cacheclean_EP_B_1_42
1340,EP,8164.095886230469,C-states On,cacheclean,normal_cacheclean_EP_B_1_41
1339,EP,8706.482513427734,C-states On,cacheclean,normal_cacheclean_EP_B_1_40
1338,EP,7844.130584716797,C-states On,cacheclean,normal_cacheclean_EP_B_1_39
1337,EP,8282.023071289062,C-states On,cacheclean,normal_cacheclean_EP_B_1_38
1336,EP,7783.889953613281,C-states On,cacheclean,normal_cacheclean_EP_B_1_37
1335,EP,7433.430633544922,C-states On,cacheclean,normal_cacheclean_EP_B_1_36
1334,EP,8598.983795166016,C-states On,cacheclean,normal_cacheclean_EP_B_1_35
1333,EP,8615.495697021484,C-states On,cacheclean,normal_cacheclean_EP_B_1_34
1332,EP,8675.95639038086,C-states On,cacheclean,normal_cacheclean_EP_B_1_33
1331,EP,7366.980926513672,C-states On,cacheclean,normal_cacheclean_EP_B_1_32
1330,EP,8379.740234375,C-states On,cacheclean,normal_cacheclean_EP_B_1_31
1329,EP,8388.928955078125,C-states On,cacheclean,normal_cacheclean_EP_B_1_30
1328,EP,7797.128845214844,C-states On,cacheclean,normal_cacheclean_EP_B_1_29
1327,EP,8444.051940917969,C-states On,cacheclean,normal_cacheclean_EP_B_1_28
1325,EP,7800.3812255859375,C-states On,cacheclean,normal_cacheclean_EP_B_1_26
1301,EP,7433.551116943359,C-states On,cacheclean,normal_cacheclean_EP_B_1_2
1399,EP,7875.012756347656,C-states On,cacheclean,normal_cacheclean_EP_B_1_100
1701,EP,7805.944915771484,C-states On,reboot,normal_reboot_EP_B_1_2
1772,EP,7714.7015380859375,C-states On,reboot,normal_reboot_EP_B_1_73
1771,EP,7811.461578369141,C-states On,reboot,normal_reboot_EP_B_1_72
1770,EP,7884.499267578125,C-states On,reboot,normal_reboot_EP_B_1_71
1769,EP,8056.728179931641,C-states On,reboot,normal_reboot_EP_B_1_70
1768,EP,7821.9593505859375,C-states On,reboot,normal_reboot_EP_B_1_69
1767,EP,7699.4384765625,C-states On,reboot,normal_reboot_EP_B_1_68
1766,EP,7749.752136230469,C-states On,reboot,normal_reboot_EP_B_1_67
1765,EP,7636.2672119140625,C-states On,reboot,normal_reboot_EP_B_1_66
1764,EP,7757.406005859375,C-states On,reboot,normal_reboot_EP_B_1_65
1763,EP,7598.108947753906,C-states On,reboot,normal_reboot_EP_B_1_64
1762,EP,7856.162048339844,C-states On,reboot,normal_reboot_EP_B_1_63
1761,EP,7823.474700927734,C-states On,reboot,normal_reboot_EP_B_1_62
1760,EP,7738.155700683594,C-states On,reboot,normal_reboot_EP_B_1_61
1759,EP,7645.7843017578125,C-states On,reboot,normal_reboot_EP_B_1_60
1758,EP,7665.049743652344,C-states On,reboot,normal_reboot_EP_B_1_59
1757,EP,7830.795623779297,C-states On,reboot,normal_reboot_EP_B_1_58
1756,EP,7780.243988037109,C-states On,reboot,normal_reboot_EP_B_1_57
1755,EP,7423.040130615234,C-states On,reboot,normal_reboot_EP_B_1_56
1754,EP,7744.558563232422,C-states On,reboot,normal_reboot_EP_B_1_55
1753,EP,7854.723388671875,C-states On,reboot,normal_reboot_EP_B_1_54
1752,EP,7378.901763916016,C-states On,reboot,normal_reboot_EP_B_1_53
1773,EP,7798.333068847656,C-states On,reboot,normal_reboot_EP_B_1_74
1751,EP,7763.473663330078,C-states On,reboot,normal_reboot_EP_B_1_52
1774,EP,7644.718902587891,C-states On,reboot,normal_reboot_EP_B_1_75
1776,EP,8240.813110351562,C-states On,reboot,normal_reboot_EP_B_1_77
1797,EP,7361.272064208984,C-states On,reboot,normal_reboot_EP_B_1_98
1796,EP,7781.043304443359,C-states On,reboot,normal_reboot_EP_B_1_97
1795,EP,7830.815704345703,C-states On,reboot,normal_reboot_EP_B_1_96
1794,EP,7405.354156494141,C-states On,reboot,normal_reboot_EP_B_1_95
1793,EP,7936.233581542969,C-states On,reboot,normal_reboot_EP_B_1_94
1792,EP,7613.723602294922,C-states On,reboot,normal_reboot_EP_B_1_93
1791,EP,7752.409118652344,C-states On,reboot,normal_reboot_EP_B_1_92
1790,EP,7667.7857666015625,C-states On,reboot,normal_reboot_EP_B_1_91
1789,EP,7564.226287841797,C-states On,reboot,normal_reboot_EP_B_1_90
1788,EP,7924.011413574219,C-states On,reboot,normal_reboot_EP_B_1_89
1787,EP,7849.712921142578,C-states On,reboot,normal_reboot_EP_B_1_88
1786,EP,7631.020843505859,C-states On,reboot,normal_reboot_EP_B_1_87
1785,EP,7892.675750732422,C-states On,reboot,normal_reboot_EP_B_1_86
1784,EP,7286.802703857422,C-states On,reboot,normal_reboot_EP_B_1_85
1783,EP,7283.492004394531,C-states On,reboot,normal_reboot_EP_B_1_84
1782,EP,7756.399139404297,C-states On,reboot,normal_reboot_EP_B_1_83
1781,EP,7539.56884765625,C-states On,reboot,normal_reboot_EP_B_1_82
1780,EP,7831.289611816406,C-states On,reboot,normal_reboot_EP_B_1_81
1779,EP,7767.746002197266,C-states On,reboot,normal_reboot_EP_B_1_80
1778,EP,7892.301208496094,C-states On,reboot,normal_reboot_EP_B_1_79
1777,EP,7836.425201416016,C-states On,reboot,normal_reboot_EP_B_1_78
1775,EP,7723.6834716796875,C-states On,reboot,normal_reboot_EP_B_1_76
1700,EP,7771.411071777344,C-states On,reboot,normal_reboot_EP_B_1_1
1750,EP,7957.927307128906,C-states On,reboot,normal_reboot_EP_B_1_51
1748,EP,7695.647247314453,C-states On,reboot,normal_reboot_EP_B_1_49
1722,EP,7633.856628417969,C-states On,reboot,normal_reboot_EP_B_1_23
1721,EP,7288.864776611328,C-states On,reboot,normal_reboot_EP_B_1_22
1720,EP,7728.102569580078,C-states On,reboot,normal_reboot_EP_B_1_21
1719,EP,7619.371826171875,C-states On,reboot,normal_reboot_EP_B_1_20
1718,EP,7738.582244873047,C-states On,reboot,normal_reboot_EP_B_1_19
1717,EP,7644.228698730469,C-states On,reboot,normal_reboot_EP_B_1_18
1716,EP,7748.776306152344,C-states On,reboot,normal_reboot_EP_B_1_17
1715,EP,7704.446075439453,C-states On,reboot,normal_reboot_EP_B_1_16
1714,EP,7647.844665527344,C-states On,reboot,normal_reboot_EP_B_1_15
1713,EP,7928.954498291016,C-states On,reboot,normal_reboot_EP_B_1_14
1712,EP,7964.599761962891,C-states On,reboot,normal_reboot_EP_B_1_13
1711,EP,7812.034606933594,C-states On,reboot,normal_reboot_EP_B_1_12
1710,EP,7831.329833984375,C-states On,reboot,normal_reboot_EP_B_1_11
1709,EP,7702.7166748046875,C-states On,reboot,normal_reboot_EP_B_1_10
1708,EP,7626.3875732421875,C-states On,reboot,normal_reboot_EP_B_1_9
1707,EP,7545.129364013672,C-states On,reboot,normal_reboot_EP_B_1_8
1706,EP,7805.612213134766,C-states On,reboot,normal_reboot_EP_B_1_7
1705,EP,7818.328460693359,C-states On,reboot,normal_reboot_EP_B_1_6
1704,EP,7723.95458984375,C-states On,reboot,normal_reboot_EP_B_1_5
1703,EP,7613.573669433594,C-states On,reboot,normal_reboot_EP_B_1_4
1702,EP,7634.042327880859,C-states On,reboot,normal_reboot_EP_B_1_3
1723,EP,7716.6915283203125,C-states On,reboot,normal_reboot_EP_B_1_24
1749,EP,7732.376983642578,C-states On,reboot,normal_reboot_EP_B_1_50
1724,EP,7808.953948974609,C-states On,reboot,normal_reboot_EP_B_1_25
1726,EP,7668.454254150391,C-states On,reboot,normal_reboot_EP_B_1_27
1747,EP,7857.170989990234,C-states On,reboot,normal_reboot_EP_B_1_48
1746,EP,7653.4605712890625,C-states On,reboot,normal_reboot_EP_B_1_47
1745,EP,7867.231994628906,C-states On,reboot,normal_reboot_EP_B_1_46
1744,EP,8121.386077880859,C-states On,reboot,normal_reboot_EP_B_1_45
1743,EP,7542.032318115234,C-states On,reboot,normal_reboot_EP_B_1_44
1742,EP,7614.399322509766,C-states On,reboot,normal_reboot_EP_B_1_43
1741,EP,7639.834533691406,C-states On,reboot,normal_reboot_EP_B_1_42
1740,EP,7818.370300292969,C-states On,reboot,normal_reboot_EP_B_1_41
1739,EP,7759.824188232422,C-states On,reboot,normal_reboot_EP_B_1_40
1738,EP,7659.3406982421875,C-states On,reboot,normal_reboot_EP_B_1_39
1737,EP,7739.255187988281,C-states On,reboot,normal_reboot_EP_B_1_38
1736,EP,7556.893249511719,C-states On,reboot,normal_reboot_EP_B_1_37
1735,EP,7629.252838134766,C-states On,reboot,normal_reboot_EP_B_1_36
1734,EP,7778.009307861328,C-states On,reboot,normal_reboot_EP_B_1_35
1733,EP,7742.195220947266,C-states On,reboot,normal_reboot_EP_B_1_34
1732,EP,7736.636535644531,C-states On,reboot,normal_reboot_EP_B_1_33
1731,EP,7572.277374267578,C-states On,reboot,normal_reboot_EP_B_1_32
1730,EP,7919.550476074219,C-states On,reboot,normal_reboot_EP_B_1_31
1729,EP,7829.247283935547,C-states On,reboot,normal_reboot_EP_B_1_30
1728,EP,7664.274383544922,C-states On,reboot,normal_reboot_EP_B_1_29
1727,EP,7723.773040771484,C-states On,reboot,normal_reboot_EP_B_1_28
1725,EP,7822.688720703125,C-states On,reboot,normal_reboot_EP_B_1_26
1100,CG,1923.875427246093,C-states On,reboot,normal_reboot_CG_C_32_1
1300,EP,8818.19497680664,C-states On,cacheclean,normal_cacheclean_EP_B_1_1
1298,EP,7609.5263671875,C-states On,normal,normal_normal_EP_B_1_99
1172,CG,1908.4808654785159,C-states On,reboot,normal_reboot_CG_C_32_73
1171,CG,2081.3792419433594,C-states On,reboot,normal_reboot_CG_C_32_72
1170,CG,1760.4687805175781,C-states On,reboot,normal_reboot_CG_C_32_71
1169,CG,2067.517364501953,C-states On,reboot,normal_reboot_CG_C_32_70
1168,CG,1898.3809509277344,C-states On,reboot,normal_reboot_CG_C_32_69
1167,CG,1930.7656555175781,C-states On,reboot,normal_reboot_CG_C_32_68
1166,CG,1900.7247009277344,C-states On,reboot,normal_reboot_CG_C_32_67
1165,CG,1907.3006286621094,C-states On,reboot,normal_reboot_CG_C_32_66
1164,CG,2000.4848327636719,C-states On,reboot,normal_reboot_CG_C_32_65
1163,CG,1922.7498779296875,C-states On,reboot,normal_reboot_CG_C_32_64
1162,CG,2066.9849243164067,C-states On,reboot,normal_reboot_CG_C_32_63
1161,CG,1931.0813293457031,C-states On,reboot,normal_reboot_CG_C_32_62
1160,CG,1901.6539611816406,C-states On,reboot,normal_reboot_CG_C_32_61
1159,CG,1933.5823364257806,C-states On,reboot,normal_reboot_CG_C_32_60
1158,CG,1906.8962707519531,C-states On,reboot,normal_reboot_CG_C_32_59
1157,CG,1902.7212524414065,C-states On,reboot,normal_reboot_CG_C_32_58
1156,CG,1894.9975891113281,C-states On,reboot,normal_reboot_CG_C_32_57
1155,CG,1899.4920043945312,C-states On,reboot,normal_reboot_CG_C_32_56
1154,CG,1930.646728515625,C-states On,reboot,normal_reboot_CG_C_32_55
1153,CG,1912.8325805664065,C-states On,reboot,normal_reboot_CG_C_32_54
1152,CG,1900.2640380859373,C-states On,reboot,normal_reboot_CG_C_32_53
1173,CG,2087.402130126953,C-states On,reboot,normal_reboot_CG_C_32_74
1151,CG,1917.4141845703125,C-states On,reboot,normal_reboot_CG_C_32_52
1174,CG,1920.3302307128906,C-states On,reboot,normal_reboot_CG_C_32_75
1176,CG,1904.6692810058594,C-states On,reboot,normal_reboot_CG_C_32_77
1197,CG,1933.101013183593,C-states On,reboot,normal_reboot_CG_C_32_98
1196,CG,1935.5188903808594,C-states On,reboot,normal_reboot_CG_C_32_97
1195,CG,1929.2428283691406,C-states On,reboot,normal_reboot_CG_C_32_96
1194,CG,1753.7975158691406,C-states On,reboot,normal_reboot_CG_C_32_95
1193,CG,2083.9215698242188,C-states On,reboot,normal_reboot_CG_C_32_94
1192,CG,1756.1011657714844,C-states On,reboot,normal_reboot_CG_C_32_93
1191,CG,1924.6308898925781,C-states On,reboot,normal_reboot_CG_C_32_92
1190,CG,2080.380920410156,C-states On,reboot,normal_reboot_CG_C_32_91
1189,CG,1885.1177673339844,C-states On,reboot,normal_reboot_CG_C_32_90
1188,CG,1930.98779296875,C-states On,reboot,normal_reboot_CG_C_32_89
1187,CG,1926.81884765625,C-states On,reboot,normal_reboot_CG_C_32_88
1186,CG,1910.551513671875,C-states On,reboot,normal_reboot_CG_C_32_87
1185,CG,1879.6984252929688,C-states On,reboot,normal_reboot_CG_C_32_86
1184,CG,1904.9733276367188,C-states On,reboot,normal_reboot_CG_C_32_85
1183,CG,1910.8846740722656,C-states On,reboot,normal_reboot_CG_C_32_84
1182,CG,1931.4306335449216,C-states On,reboot,normal_reboot_CG_C_32_83
1181,CG,1938.929931640625,C-states On,reboot,normal_reboot_CG_C_32_82
1180,CG,2081.734344482422,C-states On,reboot,normal_reboot_CG_C_32_81
1179,CG,1905.4653015136719,C-states On,reboot,normal_reboot_CG_C_32_80
1178,CG,1907.831298828125,C-states On,reboot,normal_reboot_CG_C_32_79
1177,CG,1926.8791809082031,C-states On,reboot,normal_reboot_CG_C_32_78
1175,CG,1901.777770996093,C-states On,reboot,normal_reboot_CG_C_32_76
1198,CG,1902.4667663574216,C-states On,reboot,normal_reboot_CG_C_32_99
1150,CG,1879.4486999511719,C-states On,reboot,normal_reboot_CG_C_32_51
1148,CG,1914.7559509277344,C-states On,reboot,normal_reboot_CG_C_32_49
1122,CG,1912.7606506347656,C-states On,reboot,normal_reboot_CG_C_32_23
1121,CG,1905.1654052734373,C-states On,reboot,normal_reboot_CG_C_32_22
1120,CG,1752.2406616210938,C-states On,reboot,normal_reboot_CG_C_32_21
1119,CG,1935.0589294433594,C-states On,reboot,normal_reboot_CG_C_32_20
1118,CG,1910.2942199707031,C-states On,reboot,normal_reboot_CG_C_32_19
1117,CG,1928.3843078613281,C-states On,reboot,normal_reboot_CG_C_32_18
1116,CG,1901.7447509765625,C-states On,reboot,normal_reboot_CG_C_32_17
1115,CG,1923.9314575195312,C-states On,reboot,normal_reboot_CG_C_32_16
1114,CG,1913.1878051757806,C-states On,reboot,normal_reboot_CG_C_32_15
1113,CG,1921.8250122070312,C-states On,reboot,normal_reboot_CG_C_32_14
1112,CG,1907.4234619140625,C-states On,reboot,normal_reboot_CG_C_32_13
1111,CG,1890.902770996093,C-states On,reboot,normal_reboot_CG_C_32_12
1110,CG,2071.906616210937,C-states On,reboot,normal_reboot_CG_C_32_11
1109,CG,1908.1614074707031,C-states On,reboot,normal_reboot_CG_C_32_10
1108,CG,1905.343017578125,C-states On,reboot,normal_reboot_CG_C_32_9
1107,CG,1890.0863952636719,C-states On,reboot,normal_reboot_CG_C_32_8
1106,CG,1904.3030395507806,C-states On,reboot,normal_reboot_CG_C_32_7
1105,CG,1928.4013366699216,C-states On,reboot,normal_reboot_CG_C_32_6
1104,CG,2069.867492675781,C-states On,reboot,normal_reboot_CG_C_32_5
1103,CG,1926.2201843261719,C-states On,reboot,normal_reboot_CG_C_32_4
1102,CG,1924.484619140625,C-states On,reboot,normal_reboot_CG_C_32_3
1123,CG,1757.5977783203125,C-states On,reboot,normal_reboot_CG_C_32_24
1149,CG,1912.1691589355469,C-states On,reboot,normal_reboot_CG_C_32_50
1124,CG,1900.6647338867188,C-states On,reboot,normal_reboot_CG_C_32_25
1126,CG,1901.501037597656,C-states On,reboot,normal_reboot_CG_C_32_27
1147,CG,1935.0018615722656,C-states On,reboot,normal_reboot_CG_C_32_48
1146,CG,1899.5505065917969,C-states On,reboot,normal_reboot_CG_C_32_47
1145,CG,1926.3304748535159,C-states On,reboot,normal_reboot_CG_C_32_46
1144,CG,1904.8469543457031,C-states On,reboot,normal_reboot_CG_C_32_45
1143,CG,1901.398498535156,C-states On,reboot,normal_reboot_CG_C_32_44
1142,CG,1912.9222106933594,C-states On,reboot,normal_reboot_CG_C_32_43
1141,CG,1931.030029296875,C-states On,reboot,normal_reboot_CG_C_32_42
1140,CG,1910.0802001953125,C-states On,reboot,normal_reboot_CG_C_32_41
1139,CG,1894.6180419921875,C-states On,reboot,normal_reboot_CG_C_32_40
1138,CG,1936.4676513671875,C-states On,reboot,normal_reboot_CG_C_32_39
1137,CG,1910.8428039550781,C-states On,reboot,normal_reboot_CG_C_32_38
1136,CG,1902.5029296875,C-states On,reboot,normal_reboot_CG_C_32_37
1135,CG,1892.624755859375,C-states On,reboot,normal_reboot_CG_C_32_36
1134,CG,1900.3604736328125,C-states On,reboot,normal_reboot_CG_C_32_35
1133,CG,2072.0836181640625,C-states On,reboot,normal_reboot_CG_C_32_34
1132,CG,1918.7291564941406,C-states On,reboot,normal_reboot_CG_C_32_33
1131,CG,1895.80859375,C-states On,reboot,normal_reboot_CG_C_32_32
1130,CG,2034.329162597656,C-states On,reboot,normal_reboot_CG_C_32_31
1129,CG,1750.1310119628906,C-states On,reboot,normal_reboot_CG_C_32_30
1128,CG,1750.0673522949219,C-states On,reboot,normal_reboot_CG_C_32_29
1127,CG,1900.3191223144531,C-states On,reboot,normal_reboot_CG_C_32_28
1125,CG,2086.268829345703,C-states On,reboot,normal_reboot_CG_C_32_26
1299,EP,7595.143280029297,C-states On,normal,normal_normal_EP_B_1_100
1199,CG,1929.8476257324216,C-states On,reboot,normal_reboot_CG_C_32_100
1201,EP,7567.793731689453,C-states On,normal,normal_normal_EP_B_1_2
1272,EP,7951.061859130859,C-states On,normal,normal_normal_EP_B_1_73
1271,EP,7808.637298583984,C-states On,normal,normal_normal_EP_B_1_72
1270,EP,7681.6181640625,C-states On,normal,normal_normal_EP_B_1_71
1269,EP,7753.789947509766,C-states On,normal,normal_normal_EP_B_1_70
1268,EP,7313.372131347656,C-states On,normal,normal_normal_EP_B_1_69
1267,EP,7600.726837158203,C-states On,normal,normal_normal_EP_B_1_68
1266,EP,8112.327911376953,C-states On,normal,normal_normal_EP_B_1_67
1265,EP,7603.576171875,C-states On,normal,normal_normal_EP_B_1_66
1264,EP,7585.193328857422,C-states On,normal,normal_normal_EP_B_1_65
1263,EP,8164.582275390625,C-states On,normal,normal_normal_EP_B_1_64
1262,EP,7787.756439208984,C-states On,normal,normal_normal_EP_B_1_63
1261,EP,7645.511688232422,C-states On,normal,normal_normal_EP_B_1_62
1260,EP,7272.778106689453,C-states On,normal,normal_normal_EP_B_1_61
1259,EP,7734.095886230469,C-states On,normal,normal_normal_EP_B_1_60
1258,EP,7292.436981201172,C-states On,normal,normal_normal_EP_B_1_59
1257,EP,7284.911315917969,C-states On,normal,normal_normal_EP_B_1_58
1256,EP,7768.922760009766,C-states On,normal,normal_normal_EP_B_1_57
1255,EP,7690.021087646484,C-states On,normal,normal_normal_EP_B_1_56
1254,EP,7279.088775634766,C-states On,normal,normal_normal_EP_B_1_55
1253,EP,7419.091125488281,C-states On,normal,normal_normal_EP_B_1_54
1252,EP,8125.066955566406,C-states On,normal,normal_normal_EP_B_1_53
1273,EP,8244.091552734375,C-states On,normal,normal_normal_EP_B_1_74
1251,EP,7400.811431884766,C-states On,normal,normal_normal_EP_B_1_52
1274,EP,7602.860595703125,C-states On,normal,normal_normal_EP_B_1_75
1276,EP,7344.139007568359,C-states On,normal,normal_normal_EP_B_1_77
1297,EP,7842.019927978516,C-states On,normal,normal_normal_EP_B_1_98
1296,EP,7501.196563720703,C-states On,normal,normal_normal_EP_B_1_97
1295,EP,7501.879455566406,C-states On,normal,normal_normal_EP_B_1_96
1294,EP,8065.147979736328,C-states On,normal,normal_normal_EP_B_1_95
1293,EP,7608.8511962890625,C-states On,normal,normal_normal_EP_B_1_94
1292,EP,7616.968658447266,C-states On,normal,normal_normal_EP_B_1_93
1291,EP,7499.4642333984375,C-states On,normal,normal_normal_EP_B_1_92
1290,EP,8111.718109130859,C-states On,normal,normal_normal_EP_B_1_91
1289,EP,7510.676666259766,C-states On,normal,normal_normal_EP_B_1_90
1288,EP,7611.476226806641,C-states On,normal,normal_normal_EP_B_1_89
1287,EP,8316.557800292969,C-states On,normal,normal_normal_EP_B_1_88
1286,EP,7509.518615722656,C-states On,normal,normal_normal_EP_B_1_87
1285,EP,7441.643218994141,C-states On,normal,normal_normal_EP_B_1_86
1284,EP,7885.481048583984,C-states On,normal,normal_normal_EP_B_1_85
1283,EP,7502.8843994140625,C-states On,normal,normal_normal_EP_B_1_84
1282,EP,7876.074188232422,C-states On,normal,normal_normal_EP_B_1_83
1281,EP,7699.068084716797,C-states On,normal,normal_normal_EP_B_1_82
1280,EP,7891.017913818359,C-states On,normal,normal_normal_EP_B_1_81
1279,EP,7999.0340576171875,C-states On,normal,normal_normal_EP_B_1_80
1278,EP,7509.9893798828125,C-states On,normal,normal_normal_EP_B_1_79
1277,EP,7400.535095214844,C-states On,normal,normal_normal_EP_B_1_78
1275,EP,7811.845977783203,C-states On,normal,normal_normal_EP_B_1_76
1200,EP,7838.601165771484,C-states On,normal,normal_normal_EP_B_1_1
1250,EP,7672.773223876953,C-states On,normal,normal_normal_EP_B_1_51
1248,EP,7889.170623779297,C-states On,normal,normal_normal_EP_B_1_49
1222,EP,7838.720916748047,C-states On,normal,normal_normal_EP_B_1_23
1221,EP,7621.373687744141,C-states On,normal,normal_normal_EP_B_1_22
1220,EP,7730.306091308594,C-states On,normal,normal_normal_EP_B_1_21
1219,EP,7436.883850097656,C-states On,normal,normal_normal_EP_B_1_20
1218,EP,7389.4295654296875,C-states On,normal,normal_normal_EP_B_1_19
1217,EP,7439.296417236328,C-states On,normal,normal_normal_EP_B_1_18
1216,EP,7402.449005126953,C-states On,normal,normal_normal_EP_B_1_17
1215,EP,7777.824737548828,C-states On,normal,normal_normal_EP_B_1_16
1214,EP,7785.953430175781,C-states On,normal,normal_normal_EP_B_1_15
1213,EP,7281.790435791016,C-states On,normal,normal_normal_EP_B_1_14
1212,EP,7901.577911376953,C-states On,normal,normal_normal_EP_B_1_13
1211,EP,7583.050872802734,C-states On,normal,normal_normal_EP_B_1_12
1210,EP,7761.212554931641,C-states On,normal,normal_normal_EP_B_1_11
1209,EP,7856.567108154297,C-states On,normal,normal_normal_EP_B_1_10
1208,EP,7797.102630615234,C-states On,normal,normal_normal_EP_B_1_9
1207,EP,7264.749664306641,C-states On,normal,normal_normal_EP_B_1_8
1206,EP,7226.549041748047,C-states On,normal,normal_normal_EP_B_1_7
1205,EP,7880.249664306641,C-states On,normal,normal_normal_EP_B_1_6
1204,EP,7597.8421630859375,C-states On,normal,normal_normal_EP_B_1_5
1203,EP,7795.768707275391,C-states On,normal,normal_normal_EP_B_1_4
1202,EP,7459.4537353515625,C-states On,normal,normal_normal_EP_B_1_3
1223,EP,7336.561676025391,C-states On,normal,normal_normal_EP_B_1_24
101,LU,6510.047698974609,C-states On,cacheclean,normal_cacheclean_LU_C_64_2
1224,EP,8645.570129394531,C-states On,normal,normal_normal_EP_B_1_25
1226,EP,7797.076812744141,C-states On,normal,normal_normal_EP_B_1_27
1247,EP,8262.124633789062,C-states On,normal,normal_normal_EP_B_1_48
1246,EP,7585.923797607422,C-states On,normal,normal_normal_EP_B_1_47
1245,EP,7655.772735595703,C-states On,normal,normal_normal_EP_B_1_46
1244,EP,7886.455261230469,C-states On,normal,normal_normal_EP_B_1_45
1243,EP,7599.847259521484,C-states On,normal,normal_normal_EP_B_1_44
1242,EP,7889.644958496094,C-states On,normal,normal_normal_EP_B_1_43
1241,EP,7994.215850830078,C-states On,normal,normal_normal_EP_B_1_42
1240,EP,7588.657653808594,C-states On,normal,normal_normal_EP_B_1_41
1239,EP,7580.410888671875,C-states On,normal,normal_normal_EP_B_1_40
