,benchmark,cpu,mode1,mode2,target
814,CG,1969.778259277344,C-states Off,normal,cstates_normal_CG_C_32_15
813,CG,1985.1231994628906,C-states Off,normal,cstates_normal_CG_C_32_14
812,CG,1989.0672912597656,C-states Off,normal,cstates_normal_CG_C_32_13
820,CG,1967.669860839844,C-states Off,normal,cstates_normal_CG_C_32_21
811,CG,1966.8711242675781,C-states Off,normal,cstates_normal_CG_C_32_12
809,CG,1986.0169372558594,C-states Off,normal,cstates_normal_CG_C_32_10
808,CG,1960.5214538574216,C-states Off,normal,cstates_normal_CG_C_32_9
807,CG,1977.16064453125,C-states Off,normal,cstates_normal_CG_C_32_8
806,CG,1982.4764404296875,C-states Off,normal,cstates_normal_CG_C_32_7
805,CG,1969.1106567382806,C-states Off,normal,cstates_normal_CG_C_32_6
804,CG,1984.0081787109373,C-states Off,normal,cstates_normal_CG_C_32_5
803,CG,1987.9673767089844,C-states Off,normal,cstates_normal_CG_C_32_4
802,CG,1960.2166442871094,C-states Off,normal,cstates_normal_CG_C_32_3
810,CG,1982.4187316894531,C-states Off,normal,cstates_normal_CG_C_32_11
885,CG,2150.1329040527344,C-states Off,normal,cstates_normal_CG_C_32_86
821,CG,1988.7629089355469,C-states Off,normal,cstates_normal_CG_C_32_22
823,CG,1987.9197692871094,C-states Off,normal,cstates_normal_CG_C_32_24
841,CG,1990.6099853515625,C-states Off,normal,cstates_normal_CG_C_32_42
840,CG,1989.6407775878906,C-states Off,normal,cstates_normal_CG_C_32_41
839,CG,1974.8356323242188,C-states Off,normal,cstates_normal_CG_C_32_40
838,CG,1986.3609313964844,C-states Off,normal,cstates_normal_CG_C_32_39
837,CG,1976.3811950683594,C-states Off,normal,cstates_normal_CG_C_32_38
836,CG,1987.6819458007806,C-states Off,normal,cstates_normal_CG_C_32_37
835,CG,1980.3837890625,C-states Off,normal,cstates_normal_CG_C_32_36
834,CG,1987.9705505371094,C-states Off,normal,cstates_normal_CG_C_32_35
822,CG,1976.1683044433594,C-states Off,normal,cstates_normal_CG_C_32_23
833,CG,1970.2068176269531,C-states Off,normal,cstates_normal_CG_C_32_34
831,CG,1991.4649963378906,C-states Off,normal,cstates_normal_CG_C_32_32
830,CG,1970.6874084472656,C-states Off,normal,cstates_normal_CG_C_32_31
829,CG,1988.4387512207031,C-states Off,normal,cstates_normal_CG_C_32_30
828,CG,1987.920837402344,C-states Off,normal,cstates_normal_CG_C_32_29
827,CG,1981.0841674804688,C-states Off,normal,cstates_normal_CG_C_32_28
826,CG,1988.270446777344,C-states Off,normal,cstates_normal_CG_C_32_27
825,CG,1966.818420410156,C-states Off,normal,cstates_normal_CG_C_32_26
824,CG,1984.8332824707031,C-states Off,normal,cstates_normal_CG_C_32_25
832,CG,1987.5122375488281,C-states Off,normal,cstates_normal_CG_C_32_33
886,CG,1995.2077941894531,C-states Off,normal,cstates_normal_CG_C_32_87
887,CG,1989.4371337890625,C-states Off,normal,cstates_normal_CG_C_32_88
888,CG,1996.128356933593,C-states Off,normal,cstates_normal_CG_C_32_89
249,LU,6746.8414306640625,C-states Off,normal,cstates_normal_LU_C_64_50
250,LU,6516.085632324219,C-states Off,normal,cstates_normal_LU_C_64_51
251,LU,6727.366607666016,C-states Off,normal,cstates_normal_LU_C_64_52
252,LU,6734.455841064453,C-states Off,normal,cstates_normal_LU_C_64_53
253,LU,6752.412750244141,C-states Off,normal,cstates_normal_LU_C_64_54
254,LU,6760.710632324219,C-states Off,normal,cstates_normal_LU_C_64_55
255,LU,6505.6614990234375,C-states Off,normal,cstates_normal_LU_C_64_56
256,LU,6519.590026855469,C-states Off,normal,cstates_normal_LU_C_64_57
248,LU,6760.6580810546875,C-states Off,normal,cstates_normal_LU_C_64_49
257,LU,6736.826324462891,C-states Off,normal,cstates_normal_LU_C_64_58
259,LU,6516.414337158203,C-states Off,normal,cstates_normal_LU_C_64_60
260,LU,6517.9100341796875,C-states Off,normal,cstates_normal_LU_C_64_61
261,LU,6515.422180175781,C-states Off,normal,cstates_normal_LU_C_64_62
262,LU,6518.1480712890625,C-states Off,normal,cstates_normal_LU_C_64_63
263,LU,6733.03271484375,C-states Off,normal,cstates_normal_LU_C_64_64
264,LU,6514.835845947266,C-states Off,normal,cstates_normal_LU_C_64_65
265,LU,6723.577911376953,C-states Off,normal,cstates_normal_LU_C_64_66
266,LU,6733.968292236328,C-states Off,normal,cstates_normal_LU_C_64_67
258,LU,6732.8621826171875,C-states Off,normal,cstates_normal_LU_C_64_59
267,LU,6733.850616455078,C-states Off,normal,cstates_normal_LU_C_64_68
247,LU,6514.511199951172,C-states Off,normal,cstates_normal_LU_C_64_48
245,LU,6928.683624267578,C-states Off,normal,cstates_normal_LU_C_64_46
227,LU,6509.396789550781,C-states Off,normal,cstates_normal_LU_C_64_28
228,LU,6512.964385986328,C-states Off,normal,cstates_normal_LU_C_64_29
229,LU,6513.009307861328,C-states Off,normal,cstates_normal_LU_C_64_30
230,LU,6514.1116943359375,C-states Off,normal,cstates_normal_LU_C_64_31
231,LU,6737.807800292969,C-states Off,normal,cstates_normal_LU_C_64_32
232,LU,6757.948822021484,C-states Off,normal,cstates_normal_LU_C_64_33
233,LU,6759.120513916016,C-states Off,normal,cstates_normal_LU_C_64_34
234,LU,6762.543975830078,C-states Off,normal,cstates_normal_LU_C_64_35
246,LU,6511.527008056641,C-states Off,normal,cstates_normal_LU_C_64_47
235,LU,6734.9422607421875,C-states Off,normal,cstates_normal_LU_C_64_36
237,LU,6510.270080566406,C-states Off,normal,cstates_normal_LU_C_64_38
238,LU,6725.280456542969,C-states Off,normal,cstates_normal_LU_C_64_39
239,LU,6516.996337890625,C-states Off,normal,cstates_normal_LU_C_64_40
240,LU,6517.112396240234,C-states Off,normal,cstates_normal_LU_C_64_41
241,LU,6511.720916748047,C-states Off,normal,cstates_normal_LU_C_64_42
242,LU,6518.974395751953,C-states Off,normal,cstates_normal_LU_C_64_43
243,LU,6738.4398193359375,C-states Off,normal,cstates_normal_LU_C_64_44
244,LU,6751.303955078125,C-states Off,normal,cstates_normal_LU_C_64_45
236,LU,6732.321960449219,C-states Off,normal,cstates_normal_LU_C_64_37
225,LU,6514.3226318359375,C-states Off,normal,cstates_normal_LU_C_64_26
268,LU,6515.881927490234,C-states Off,normal,cstates_normal_LU_C_64_69
270,LU,6516.7926025390625,C-states Off,normal,cstates_normal_LU_C_64_71
293,LU,6729.26708984375,C-states Off,normal,cstates_normal_LU_C_64_94
294,LU,6737.51611328125,C-states Off,normal,cstates_normal_LU_C_64_95
295,LU,6511.782165527344,C-states Off,normal,cstates_normal_LU_C_64_96
296,LU,6513.581451416016,C-states Off,normal,cstates_normal_LU_C_64_97
297,LU,6724.6519775390625,C-states Off,normal,cstates_normal_LU_C_64_98
298,LU,6735.171478271484,C-states Off,normal,cstates_normal_LU_C_64_99
299,LU,6516.135314941406,C-states Off,normal,cstates_normal_LU_C_64_100
899,CG,1980.4351806640625,C-states Off,normal,cstates_normal_CG_C_32_100
292,LU,6519.244812011719,C-states Off,normal,cstates_normal_LU_C_64_93
898,CG,1996.7445983886719,C-states Off,normal,cstates_normal_CG_C_32_99
896,CG,1995.5586242675781,C-states Off,normal,cstates_normal_CG_C_32_97
895,CG,1996.824462890625,C-states Off,normal,cstates_normal_CG_C_32_96
894,CG,1992.8470153808594,C-states Off,normal,cstates_normal_CG_C_32_95
893,CG,1997.1827087402344,C-states Off,normal,cstates_normal_CG_C_32_94
892,CG,1986.1557922363281,C-states Off,normal,cstates_normal_CG_C_32_93
891,CG,1997.518310546875,C-states Off,normal,cstates_normal_CG_C_32_92
890,CG,2155.4396057128906,C-states Off,normal,cstates_normal_CG_C_32_91
889,CG,1994.8590393066406,C-states Off,normal,cstates_normal_CG_C_32_90
897,CG,2149.7872924804688,C-states Off,normal,cstates_normal_CG_C_32_98
269,LU,6725.303039550781,C-states Off,normal,cstates_normal_LU_C_64_70
291,LU,6752.913360595703,C-states Off,normal,cstates_normal_LU_C_64_92
289,LU,6513.389312744141,C-states Off,normal,cstates_normal_LU_C_64_90
271,LU,6743.927307128906,C-states Off,normal,cstates_normal_LU_C_64_72
272,LU,6519.214813232422,C-states Off,normal,cstates_normal_LU_C_64_73
273,LU,6518.071380615234,C-states Off,normal,cstates_normal_LU_C_64_74
274,LU,6721.496887207031,C-states Off,normal,cstates_normal_LU_C_64_75
275,LU,6734.0103759765625,C-states Off,normal,cstates_normal_LU_C_64_76
276,LU,6499.573822021484,C-states Off,normal,cstates_normal_LU_C_64_77
277,LU,6762.105010986328,C-states Off,normal,cstates_normal_LU_C_64_78
278,LU,6747.385192871094,C-states Off,normal,cstates_normal_LU_C_64_79
290,LU,6747.098846435547,C-states Off,normal,cstates_normal_LU_C_64_91
279,LU,6756.725616455078,C-states Off,normal,cstates_normal_LU_C_64_80
281,LU,6723.875549316406,C-states Off,normal,cstates_normal_LU_C_64_82
282,LU,6718.603363037109,C-states Off,normal,cstates_normal_LU_C_64_83
283,LU,6757.556945800781,C-states Off,normal,cstates_normal_LU_C_64_84
284,LU,6760.739593505859,C-states Off,normal,cstates_normal_LU_C_64_85
285,LU,6510.896331787109,C-states Off,normal,cstates_normal_LU_C_64_86
286,LU,6514.886383056641,C-states Off,normal,cstates_normal_LU_C_64_87
287,LU,6726.59716796875,C-states Off,normal,cstates_normal_LU_C_64_88
288,LU,6763.640350341797,C-states Off,normal,cstates_normal_LU_C_64_89
280,LU,6512.595062255859,C-states Off,normal,cstates_normal_LU_C_64_81
349,LU,6756.552307128906,C-states Off,normal,cstates_normal_LU_C_64_50p_53
800,CG,1976.4275817871094,C-states Off,normal,cstates_normal_CG_C_32_1
347,LU,6761.143646240234,C-states Off,normal,cstates_normal_LU_C_64_50p_51
188,CG,2082.7418823242188,C-states Off,normal,cstates_normal_CG_C_32_89
187,CG,1926.3590698242188,C-states Off,normal,cstates_normal_CG_C_32_88
186,CG,2085.124481201172,C-states Off,normal,cstates_normal_CG_C_32_87
185,CG,1926.1507263183594,C-states Off,normal,cstates_normal_CG_C_32_86
184,CG,1927.1721801757806,C-states Off,normal,cstates_normal_CG_C_32_85
183,CG,2082.0945739746094,C-states Off,normal,cstates_normal_CG_C_32_84
182,CG,1927.3119812011719,C-states Off,normal,cstates_normal_CG_C_32_83
181,CG,2082.4810791015625,C-states Off,normal,cstates_normal_CG_C_32_82
180,CG,1927.1396179199216,C-states Off,normal,cstates_normal_CG_C_32_81
179,CG,2082.972717285156,C-states Off,normal,cstates_normal_CG_C_32_80
178,CG,1909.1389770507806,C-states Off,normal,cstates_normal_CG_C_32_8
177,CG,1926.4734802246094,C-states Off,normal,cstates_normal_CG_C_32_79
176,CG,1916.3734741210935,C-states Off,normal,cstates_normal_CG_C_32_78
175,CG,1927.08935546875,C-states Off,normal,cstates_normal_CG_C_32_77
174,CG,2081.2723693847656,C-states Off,normal,cstates_normal_CG_C_32_76
173,CG,1927.2727355957031,C-states Off,normal,cstates_normal_CG_C_32_75
172,CG,2082.8696899414067,C-states Off,normal,cstates_normal_CG_C_32_74
171,CG,1927.5078125,C-states Off,normal,cstates_normal_CG_C_32_73
170,CG,2085.607360839844,C-states Off,normal,cstates_normal_CG_C_32_72
169,CG,1927.2873840332031,C-states Off,normal,cstates_normal_CG_C_32_71
168,CG,2082.502227783203,C-states Off,normal,cstates_normal_CG_C_32_70
167,CG,1915.0832824707031,C-states Off,normal,cstates_normal_CG_C_32_7
166,CG,1927.5416564941406,C-states Off,normal,cstates_normal_CG_C_32_69
165,CG,1921.7933959960935,C-states Off,normal,cstates_normal_CG_C_32_68
164,CG,1926.6966857910159,C-states Off,normal,cstates_normal_CG_C_32_67
163,CG,1918.2186279296875,C-states Off,normal,cstates_normal_CG_C_32_66
162,CG,1927.2550964355469,C-states Off,normal,cstates_normal_CG_C_32_65
189,CG,2064.0073852539067,C-states Off,normal,cstates_normal_CG_C_32_9
190,CG,1925.6801452636719,C-states Off,normal,cstates_normal_CG_C_32_90
191,CG,1926.4948425292969,C-states Off,normal,cstates_normal_CG_C_32_91
192,CG,1924.7534484863281,C-states Off,normal,cstates_normal_CG_C_32_92
220,EP,11676.996673583984,C-states Off,normal,cstates_normal_EP_B_1_50p_27
219,EP,11684.0654296875,C-states Off,normal,cstates_normal_EP_B_1_50p_26
218,EP,11564.963745117188,C-states Off,normal,cstates_normal_EP_B_1_50p_25
217,EP,11564.230834960938,C-states Off,normal,cstates_normal_EP_B_1_50p_24
216,EP,11563.917541503906,C-states Off,normal,cstates_normal_EP_B_1_50p_23
215,EP,11566.00146484375,C-states Off,normal,cstates_normal_EP_B_1_50p_22
214,EP,11568.11489868164,C-states Off,normal,cstates_normal_EP_B_1_50p_21
213,EP,11569.236419677734,C-states Off,normal,cstates_normal_EP_B_1_50p_20
212,EP,11564.495727539062,C-states Off,normal,cstates_normal_EP_B_1_50p_2
211,EP,11565.321228027344,C-states Off,normal,cstates_normal_EP_B_1_50p_19
210,EP,11566.325317382812,C-states Off,normal,cstates_normal_EP_B_1_50p_18
209,EP,11567.43032836914,C-states Off,normal,cstates_normal_EP_B_1_50p_17
208,EP,11567.502960205078,C-states Off,normal,cstates_normal_EP_B_1_50p_16
161,CG,1914.6381530761719,C-states Off,normal,cstates_normal_CG_C_32_64
207,EP,11567.298278808594,C-states Off,normal,cstates_normal_EP_B_1_50p_15
205,EP,11673.490264892578,C-states Off,normal,cstates_normal_EP_B_1_50p_13
204,EP,11676.148651123047,C-states Off,normal,cstates_normal_EP_B_1_50p_12
203,EP,11675.25946044922,C-states Off,normal,cstates_normal_EP_B_1_50p_11
202,EP,11672.609649658203,C-states Off,normal,cstates_normal_EP_B_1_50p_100
201,EP,11673.846435546875,C-states Off,normal,cstates_normal_EP_B_1_50p_10
200,EP,11665.669464111328,C-states Off,normal,cstates_normal_EP_B_1_50p_1
199,CG,2081.8543090820312,C-states Off,normal,cstates_normal_CG_C_32_99
198,CG,1927.2820739746094,C-states Off,normal,cstates_normal_CG_C_32_98
197,CG,2079.5941772460933,C-states Off,normal,cstates_normal_CG_C_32_97
196,CG,1926.259552001953,C-states Off,normal,cstates_normal_CG_C_32_96
195,CG,1925.5303039550781,C-states Off,normal,cstates_normal_CG_C_32_95
194,CG,1926.0796203613281,C-states Off,normal,cstates_normal_CG_C_32_94
193,CG,1926.020294189453,C-states Off,normal,cstates_normal_CG_C_32_93
206,EP,11566.2734375,C-states Off,normal,cstates_normal_EP_B_1_50p_14
221,EP,11677.82534790039,C-states Off,normal,cstates_normal_EP_B_1_50p_28
160,CG,1927.093994140625,C-states Off,normal,cstates_normal_CG_C_32_63
158,CG,1925.3606567382806,C-states Off,normal,cstates_normal_CG_C_32_61
124,CG,2067.525909423828,C-states Off,normal,cstates_normal_CG_C_32_30
123,CG,1919.6849670410159,C-states Off,normal,cstates_normal_CG_C_32_3
122,CG,1914.331787109375,C-states Off,normal,cstates_normal_CG_C_32_29
121,CG,2066.5647888183594,C-states Off,normal,cstates_normal_CG_C_32_28
120,CG,1911.5451049804688,C-states Off,normal,cstates_normal_CG_C_32_27
119,CG,1914.3623046875,C-states Off,normal,cstates_normal_CG_C_32_26
118,CG,1905.1505737304688,C-states Off,normal,cstates_normal_CG_C_32_25
117,CG,1914.2768249511719,C-states Off,normal,cstates_normal_CG_C_32_24
116,CG,2065.824737548828,C-states Off,normal,cstates_normal_CG_C_32_23
115,CG,1914.1805114746094,C-states Off,normal,cstates_normal_CG_C_32_22
114,CG,2066.7959899902344,C-states Off,normal,cstates_normal_CG_C_32_21
113,CG,1914.1997375488281,C-states Off,normal,cstates_normal_CG_C_32_20
112,CG,1926.2759094238281,C-states Off,normal,cstates_normal_CG_C_32_2
111,CG,2067.721893310547,C-states Off,normal,cstates_normal_CG_C_32_19
110,CG,1911.753967285156,C-states Off,normal,cstates_normal_CG_C_32_18
109,CG,1914.3092956542969,C-states Off,normal,cstates_normal_CG_C_32_17
108,CG,1905.6981201171875,C-states Off,normal,cstates_normal_CG_C_32_16
107,CG,1914.809326171875,C-states Off,normal,cstates_normal_CG_C_32_15
106,CG,1914.646484375,C-states Off,normal,cstates_normal_CG_C_32_14
105,CG,1906.0969848632806,C-states Off,normal,cstates_normal_CG_C_32_13
104,CG,1914.865020751953,C-states Off,normal,cstates_normal_CG_C_32_12
103,CG,2068.175720214844,C-states Off,normal,cstates_normal_CG_C_32_11
102,CG,1925.960998535156,C-states Off,normal,cstates_normal_CG_C_32_100
101,CG,1914.7695617675781,C-states Off,normal,cstates_normal_CG_C_32_10
100,CG,1897.3296813964844,C-states Off,normal,cstates_normal_CG_C_32_1
1499,EP,11592.915222167969,C-states Off,normal,cstates_normal_EP_B_1_100
348,LU,6748.020782470703,C-states Off,normal,cstates_normal_LU_C_64_50p_52
125,CG,1914.3794555664065,C-states Off,normal,cstates_normal_CG_C_32_31
126,CG,2072.905578613281,C-states Off,normal,cstates_normal_CG_C_32_32
127,CG,1914.7697143554688,C-states Off,normal,cstates_normal_CG_C_32_33
128,CG,1914.2021179199216,C-states Off,normal,cstates_normal_CG_C_32_34
157,CG,1925.4759826660159,C-states Off,normal,cstates_normal_CG_C_32_60
156,CG,1908.6614379882806,C-states Off,normal,cstates_normal_CG_C_32_6
155,CG,1922.7046813964844,C-states Off,normal,cstates_normal_CG_C_32_59
154,CG,1925.00537109375,C-states Off,normal,cstates_normal_CG_C_32_58
153,CG,1926.434509277344,C-states Off,normal,cstates_normal_CG_C_32_57
152,CG,2082.15087890625,C-states Off,normal,cstates_normal_CG_C_32_56
151,CG,1926.6274108886719,C-states Off,normal,cstates_normal_CG_C_32_55
150,CG,1926.9879455566406,C-states Off,normal,cstates_normal_CG_C_32_54
148,CG,1927.1866149902344,C-states Off,normal,cstates_normal_CG_C_32_52
147,CG,2082.1927185058594,C-states Off,normal,cstates_normal_CG_C_32_51
146,CG,1927.1151123046875,C-states Off,normal,cstates_normal_CG_C_32_50
145,CG,1915.8553771972656,C-states Off,normal,cstates_normal_CG_C_32_5
144,CG,2079.712127685547,C-states Off,normal,cstates_normal_CG_C_32_49
159,CG,2079.317108154297,C-states Off,normal,cstates_normal_CG_C_32_62
143,CG,1926.877990722656,C-states Off,normal,cstates_normal_CG_C_32_48
141,CG,1926.202911376953,C-states Off,normal,cstates_normal_CG_C_32_46
140,CG,1926.0935668945312,C-states Off,normal,cstates_normal_CG_C_32_45
139,CG,1922.7232360839844,C-states Off,normal,cstates_normal_CG_C_32_44
138,CG,1927.0819396972656,C-states Off,normal,cstates_normal_CG_C_32_43
137,CG,2079.557983398437,C-states Off,normal,cstates_normal_CG_C_32_42
136,CG,1914.2457580566406,C-states Off,normal,cstates_normal_CG_C_32_41
135,CG,2070.1949157714844,C-states Off,normal,cstates_normal_CG_C_32_40
134,CG,1903.329162597656,C-states Off,normal,cstates_normal_CG_C_32_4
133,CG,1913.6259460449216,C-states Off,normal,cstates_normal_CG_C_32_39
132,CG,1914.190490722656,C-states Off,normal,cstates_normal_CG_C_32_38
131,CG,1909.6317443847656,C-states Off,normal,cstates_normal_CG_C_32_37
130,CG,1914.5267639160159,C-states Off,normal,cstates_normal_CG_C_32_36
129,CG,2068.7818908691406,C-states Off,normal,cstates_normal_CG_C_32_35
142,CG,2078.917266845703,C-states Off,normal,cstates_normal_CG_C_32_47
222,EP,11673.717254638672,C-states Off,normal,cstates_normal_EP_B_1_50p_29
149,CG,1919.6987915039065,C-states Off,normal,cstates_normal_CG_C_32_53
224,EP,11672.566436767578,C-states Off,normal,cstates_normal_EP_B_1_50p_30
314,LU,6732.12744140625,C-states Off,normal,cstates_normal_LU_C_64_50p_21
313,LU,6745.980712890625,C-states Off,normal,cstates_normal_LU_C_64_50p_20
312,LU,6504.94921875,C-states Off,normal,cstates_normal_LU_C_64_50p_2
311,LU,6760.947784423828,C-states Off,normal,cstates_normal_LU_C_64_50p_19
310,LU,6727.89111328125,C-states Off,normal,cstates_normal_LU_C_64_50p_18
309,LU,6743.754302978516,C-states Off,normal,cstates_normal_LU_C_64_50p_17
308,LU,6756.057586669922,C-states Off,normal,cstates_normal_LU_C_64_50p_16
307,LU,6513.6358642578125,C-states Off,normal,cstates_normal_LU_C_64_50p_15
306,LU,6760.400604248047,C-states Off,normal,cstates_normal_LU_C_64_50p_14
305,LU,6757.177642822266,C-states Off,normal,cstates_normal_LU_C_64_50p_13
304,LU,7230.230010986328,C-states Off,normal,cstates_normal_LU_C_64_50p_12
303,LU,6513.624053955078,C-states Off,normal,cstates_normal_LU_C_64_50p_11
302,LU,6759.594757080078,C-states Off,normal,cstates_normal_LU_C_64_50p_100
301,LU,6738.328582763672,C-states Off,normal,cstates_normal_LU_C_64_50p_10
300,LU,6718.934844970703,C-states Off,normal,cstates_normal_LU_C_64_50p_1
299,EP,11566.325134277344,C-states Off,normal,cstates_normal_EP_B_1_50p_99
298,EP,11671.297821044922,C-states Off,normal,cstates_normal_EP_B_1_50p_98
297,EP,11570.199188232422,C-states Off,normal,cstates_normal_EP_B_1_50p_97
296,EP,11672.54360961914,C-states Off,normal,cstates_normal_EP_B_1_50p_96
295,EP,11672.909362792969,C-states Off,normal,cstates_normal_EP_B_1_50p_95
294,EP,11677.647918701172,C-states Off,normal,cstates_normal_EP_B_1_50p_94
293,EP,11690.886138916016,C-states Off,normal,cstates_normal_EP_B_1_50p_93
292,EP,11685.280090332031,C-states Off,normal,cstates_normal_EP_B_1_50p_92
291,EP,11686.2314453125,C-states Off,normal,cstates_normal_EP_B_1_50p_91
290,EP,11684.464111328125,C-states Off,normal,cstates_normal_EP_B_1_50p_90
289,EP,11683.731903076172,C-states Off,normal,cstates_normal_EP_B_1_50p_9
288,EP,11680.065948486328,C-states Off,normal,cstates_normal_EP_B_1_50p_89
315,LU,6739.558990478516,C-states Off,normal,cstates_normal_LU_C_64_50p_22
316,LU,6509.788818359375,C-states Off,normal,cstates_normal_LU_C_64_50p_23
317,LU,6741.963562011719,C-states Off,normal,cstates_normal_LU_C_64_50p_24
318,LU,6727.696624755859,C-states Off,normal,cstates_normal_LU_C_64_50p_25
346,LU,6502.155914306641,C-states Off,normal,cstates_normal_LU_C_64_50p_50
223,EP,11673.202697753906,C-states Off,normal,cstates_normal_EP_B_1_50p_3
345,LU,6693.707305908203,C-states Off,normal,cstates_normal_LU_C_64_50p_5
344,LU,6760.689910888672,C-states Off,normal,cstates_normal_LU_C_64_50p_49
343,LU,6732.221649169922,C-states Off,normal,cstates_normal_LU_C_64_50p_48
342,LU,6512.156890869141,C-states Off,normal,cstates_normal_LU_C_64_50p_47
341,LU,6512.4437255859375,C-states Off,normal,cstates_normal_LU_C_64_50p_46
340,LU,6757.215148925781,C-states Off,normal,cstates_normal_LU_C_64_50p_45
339,LU,6761.831359863281,C-states Off,normal,cstates_normal_LU_C_64_50p_44
338,LU,6731.507873535156,C-states Off,normal,cstates_normal_LU_C_64_50p_43
337,LU,6510.991363525391,C-states Off,normal,cstates_normal_LU_C_64_50p_42
336,LU,6511.569763183594,C-states Off,normal,cstates_normal_LU_C_64_50p_41
335,LU,6757.432098388672,C-states Off,normal,cstates_normal_LU_C_64_50p_40
287,EP,11683.56610107422,C-states Off,normal,cstates_normal_EP_B_1_50p_88
334,LU,6751.2982177734375,C-states Off,normal,cstates_normal_LU_C_64_50p_4
332,LU,6511.4188232421875,C-states Off,normal,cstates_normal_LU_C_64_50p_38
331,LU,6735.6036376953125,C-states Off,normal,cstates_normal_LU_C_64_50p_37
330,LU,6738.142303466797,C-states Off,normal,cstates_normal_LU_C_64_50p_36
329,LU,6754.869323730469,C-states Off,normal,cstates_normal_LU_C_64_50p_35
328,LU,6759.252044677734,C-states Off,normal,cstates_normal_LU_C_64_50p_34
327,LU,6513.143890380859,C-states Off,normal,cstates_normal_LU_C_64_50p_33
326,LU,6728.515686035156,C-states Off,normal,cstates_normal_LU_C_64_50p_32
325,LU,6743.674224853516,C-states Off,normal,cstates_normal_LU_C_64_50p_31
324,LU,6728.809906005859,C-states Off,normal,cstates_normal_LU_C_64_50p_30
323,LU,6511.529357910156,C-states Off,normal,cstates_normal_LU_C_64_50p_3
322,LU,6742.106292724609,C-states Off,normal,cstates_normal_LU_C_64_50p_29
320,LU,6754.178192138672,C-states Off,normal,cstates_normal_LU_C_64_50p_27
319,LU,6763.126037597656,C-states Off,normal,cstates_normal_LU_C_64_50p_26
333,LU,6762.097381591797,C-states Off,normal,cstates_normal_LU_C_64_50p_39
286,EP,11683.993286132812,C-states Off,normal,cstates_normal_EP_B_1_50p_87
321,LU,6752.1953125,C-states Off,normal,cstates_normal_LU_C_64_50p_28
284,EP,11681.027069091797,C-states Off,normal,cstates_normal_EP_B_1_50p_85
252,EP,11683.89761352539,C-states Off,normal,cstates_normal_EP_B_1_50p_56
251,EP,11681.016174316406,C-states Off,normal,cstates_normal_EP_B_1_50p_55
250,EP,11679.44921875,C-states Off,normal,cstates_normal_EP_B_1_50p_54
249,EP,11678.559997558594,C-states Off,normal,cstates_normal_EP_B_1_50p_53
248,EP,11677.797271728516,C-states Off,normal,cstates_normal_EP_B_1_50p_52
247,EP,11679.799377441406,C-states Off,normal,cstates_normal_EP_B_1_50p_51
246,EP,11680.26788330078,C-states Off,normal,cstates_normal_EP_B_1_50p_50
245,EP,11682.582275390625,C-states Off,normal,cstates_normal_EP_B_1_50p_5
244,EP,11570.778228759766,C-states Off,normal,cstates_normal_EP_B_1_50p_49
243,EP,11567.652130126953,C-states Off,normal,cstates_normal_EP_B_1_50p_48
242,EP,11569.44989013672,C-states Off,normal,cstates_normal_EP_B_1_50p_47
241,EP,11674.849884033203,C-states Off,normal,cstates_normal_EP_B_1_50p_46
240,EP,11566.884490966797,C-states Off,normal,cstates_normal_EP_B_1_50p_45
253,EP,11683.15234375,C-states Off,normal,cstates_normal_EP_B_1_50p_57
238,EP,11669.642852783203,C-states Off,normal,cstates_normal_EP_B_1_50p_43
236,EP,11674.688262939453,C-states Off,normal,cstates_normal_EP_B_1_50p_41
235,EP,11676.81576538086,C-states Off,normal,cstates_normal_EP_B_1_50p_40
234,EP,11672.591430664062,C-states Off,normal,cstates_normal_EP_B_1_50p_4
233,EP,11678.159790039062,C-states Off,normal,cstates_normal_EP_B_1_50p_39
232,EP,11684.41665649414,C-states Off,normal,cstates_normal_EP_B_1_50p_38
231,EP,11680.195861816406,C-states Off,normal,cstates_normal_EP_B_1_50p_37
230,EP,11682.366943359375,C-states Off,normal,cstates_normal_EP_B_1_50p_36
229,EP,11679.58819580078,C-states Off,normal,cstates_normal_EP_B_1_50p_35
228,EP,11679.883392333984,C-states Off,normal,cstates_normal_EP_B_1_50p_34
227,EP,11566.973022460938,C-states Off,normal,cstates_normal_EP_B_1_50p_33
285,EP,11676.604461669922,C-states Off,normal,cstates_normal_EP_B_1_50p_86
226,EP,11783.67803955078,C-states Off,normal,cstates_normal_EP_B_1_50p_32
225,EP,11784.678466796875,C-states Off,normal,cstates_normal_EP_B_1_50p_31
237,EP,11672.75228881836,C-states Off,normal,cstates_normal_EP_B_1_50p_42
254,EP,11684.16632080078,C-states Off,normal,cstates_normal_EP_B_1_50p_58
239,EP,11567.06219482422,C-states Off,normal,cstates_normal_EP_B_1_50p_44
256,EP,11679.62353515625,C-states Off,normal,cstates_normal_EP_B_1_50p_6
255,EP,11683.43423461914,C-states Off,normal,cstates_normal_EP_B_1_50p_59
280,EP,11673.536499023438,C-states Off,normal,cstates_normal_EP_B_1_50p_81
279,EP,11673.922332763672,C-states Off,normal,cstates_normal_EP_B_1_50p_80
278,EP,11682.58367919922,C-states Off,normal,cstates_normal_EP_B_1_50p_8
277,EP,11675.37664794922,C-states Off,normal,cstates_normal_EP_B_1_50p_79
276,EP,11676.60317993164,C-states Off,normal,cstates_normal_EP_B_1_50p_78
