,target,RAPL_ENERGY_DRAM_0,RAPL_ENERGY_DRAM_1,RAPL_ENERGY_PKG_0,RAPL_ENERGY_PKG_1,begin,end,entryNumber,RAPL_ENERGY_PKG_all,RAPL_ENERGY_DRAM_all,Machine,time,powers_av_all,type,bench,class,Nbprocess,y_ax,RAPL_ENERGY_PKG_BOTH
2679,normal_test_EP_B_1_9,527.6871948242188,245.371826171875,4070.6742248535156,3266.5213928222656,2019-08-01 08:46:38.286,2019-08-01 08:47:48.326,9,8110.254638671875,16220.50927734375,Dahu30,70.04,114.2289385728433,normal,EP,B,1,normal,7337.195617675781
2895,normal_test_EP_B_1_10,283.2366714477539,466.6238555908203,3220.276092529297,3901.9020385742188,2019-08-01 08:47:51.331,2019-08-01 08:48:59.369,10,7872.03865814209,15744.07731628418,Dahu30,68.038,114.08751678466797,normal,EP,B,1,normal,7122.178131103516
3108,normal_test_EP_B_1_11,506.2648696899414,233.2872314453125,3887.2571716308594,3085.7449951171875,2019-08-01 08:49:03.374,2019-08-01 08:50:10.424,11,7712.554267883301,15425.108535766602,Dahu30,67.05,113.41991570416619,normal,EP,B,1,normal,6973.002166748047
3318,normal_test_EP_B_1_12,551.1140899658203,254.13919067382812,4239.695251464844,3437.588409423828,2019-08-01 08:50:14.430,2019-08-01 08:51:27.481,12,8482.53694152832,16965.07388305664,Dahu30,73.051,114.62887758822055,normal,EP,B,1,normal,7677.283660888672
3545,normal_test_EP_B_1_13,534.8821487426758,247.27371215820312,4136.855377197266,3292.3345947265625,2019-08-01 08:51:30.485,2019-08-01 08:52:41.537,13,8211.345832824707,16422.691665649414,Dahu30,71.052,114.04646990034315,normal,EP,B,1,normal,7429.189971923828
3765,normal_test_EP_B_1_14,535.1812210083008,246.58360290527344,4124.262542724609,3307.945770263672,2019-08-01 08:52:44.542,2019-08-01 08:53:55.592,14,8213.973136901855,16427.94627380371,Dahu30,71.05,114.08296023474799,normal,EP,B,1,normal,7432.208312988281
3985,normal_test_EP_B_1_15,279.7047119140625,465.1862564086914,3171.7220764160156,3887.7045288085938,2019-08-01 08:53:58.598,2019-08-01 08:55:06.648,15,7804.317573547363,15608.635147094727,Dahu30,68.05,113.1060517905415,normal,EP,B,1,normal,7059.426605224609
4198,normal_test_EP_B_1_16,503.0994567871094,233.19432067871094,3812.3052368164062,3086.198944091797,2019-08-01 08:55:10.654,2019-08-01 08:56:17.703,16,7634.797958374023,15269.595916748047,Dahu30,67.049,112.27644056432388,normal,EP,B,1,normal,6898.504180908203
4405,normal_test_EP_B_1_17,292.7542724609375,486.6224136352539,3314.937255859375,4050.347869873047,2019-08-01 08:56:20.707,2019-08-01 08:57:31.748,17,8144.661811828613,16289.323623657227,Dahu30,71.041,113.12030294206407,normal,EP,B,1,normal,7365.285125732422
4626,normal_test_EP_B_1_18,294.7892837524414,493.9920196533203,3402.8580932617188,4096.4073486328125,2019-08-01 08:57:34.753,2019-08-01 08:58:46.805,18,8288.046745300293,16576.093490600586,Dahu30,72.052,113.53488692192182,normal,EP,B,1,normal,7499.265441894531
4851,normal_test_EP_B_1_19,503.43214416503906,233.4938735961914,3889.4559020996094,3086.099822998047,2019-08-01 08:58:50.811,2019-08-01 08:59:57.861,19,7712.481742858887,15424.963485717773,Dahu30,67.05,113.41884915968951,normal,EP,B,1,normal,6975.555725097656
5058,normal_test_EP_B_1_20,287.9693832397461,479.1830825805664,3230.3598022460938,3994.9847106933594,2019-08-01 09:00:00.866,2019-08-01 09:01:10.908,20,7992.496978759766,15984.993957519531,Dahu30,70.042,112.5703799825319,normal,EP,B,1,normal,7225.344512939453
5326,optimized_test_CG_C_32_1,195.5402069091797,39.08673858642578,1365.1466064453125,554.3813171386719,2019-08-01 09:06:50.721,2019-08-01 09:07:01.729,1,2154.15486907959,4308.30973815918,Dahu30,11.008,179.51290575663248,optimized,CG,C,32,optimized,1919.5279235839844
