,target,sensor,benchmark,mode,mode2,number,cpu
1062,cstates_normal_CG_C_32_65,allmodesxDahu11xn2,CG,cstates,normal,65,1993.4039611816406
1063,cstates_normal_CG_C_32_66,allmodesxDahu11xn2,CG,cstates,normal,66,2154.9078674316406
1064,cstates_normal_CG_C_32_67,allmodesxDahu11xn2,CG,cstates,normal,67,1993.785217285156
1065,cstates_normal_CG_C_32_68,allmodesxDahu11xn2,CG,cstates,normal,68,1979.1751098632806
1066,cstates_normal_CG_C_32_69,allmodesxDahu11xn2,CG,cstates,normal,69,1995.1186218261719
1067,cstates_normal_CG_C_32_7,allmodesxDahu11xn2,CG,cstates,normal,7,1982.4764404296875
1068,cstates_normal_CG_C_32_70,allmodesxDahu11xn2,CG,cstates,normal,70,1994.1282348632806
1069,cstates_normal_CG_C_32_71,allmodesxDahu11xn2,CG,cstates,normal,71,2149.6207885742188
1070,cstates_normal_CG_C_32_72,allmodesxDahu11xn2,CG,cstates,normal,72,1995.5761413574216
1071,cstates_normal_CG_C_32_73,allmodesxDahu11xn2,CG,cstates,normal,73,1993.3032531738281
1072,cstates_normal_CG_C_32_74,allmodesxDahu11xn2,CG,cstates,normal,74,2147.7706909179688
1073,cstates_normal_CG_C_32_75,allmodesxDahu11xn2,CG,cstates,normal,75,1992.3880004882806
1074,cstates_normal_CG_C_32_76,allmodesxDahu11xn2,CG,cstates,normal,76,1994.1932678222656
1075,cstates_normal_CG_C_32_77,allmodesxDahu11xn2,CG,cstates,normal,77,1994.3722534179688
1076,cstates_normal_CG_C_32_78,allmodesxDahu11xn2,CG,cstates,normal,78,1982.6207885742188
1077,cstates_normal_CG_C_32_79,allmodesxDahu11xn2,CG,cstates,normal,79,1996.1045837402344
1078,cstates_normal_CG_C_32_8,allmodesxDahu11xn2,CG,cstates,normal,8,1977.16064453125
1079,cstates_normal_CG_C_32_80,allmodesxDahu11xn2,CG,cstates,normal,80,1989.1114196777344
1080,cstates_normal_CG_C_32_81,allmodesxDahu11xn2,CG,cstates,normal,81,2150.4625549316406
1081,cstates_normal_CG_C_32_82,allmodesxDahu11xn2,CG,cstates,normal,82,1995.1753234863281
1082,cstates_normal_CG_C_32_83,allmodesxDahu11xn2,CG,cstates,normal,83,1989.7289428710935
1083,cstates_normal_CG_C_32_84,allmodesxDahu11xn2,CG,cstates,normal,84,2146.0357971191406
1084,cstates_normal_CG_C_32_85,allmodesxDahu11xn2,CG,cstates,normal,85,1995.0229797363281
1085,cstates_normal_CG_C_32_86,allmodesxDahu11xn2,CG,cstates,normal,86,2150.1329040527344
1086,cstates_normal_CG_C_32_87,allmodesxDahu11xn2,CG,cstates,normal,87,1995.207794189453
1087,cstates_normal_CG_C_32_88,allmodesxDahu11xn2,CG,cstates,normal,88,1989.4371337890625
1088,cstates_normal_CG_C_32_89,allmodesxDahu11xn2,CG,cstates,normal,89,1996.1283569335935
1089,cstates_normal_CG_C_32_9,allmodesxDahu11xn2,CG,cstates,normal,9,1960.5214538574216
1090,cstates_normal_CG_C_32_90,allmodesxDahu11xn2,CG,cstates,normal,90,1994.8590393066406
1091,cstates_normal_CG_C_32_91,allmodesxDahu11xn2,CG,cstates,normal,91,2155.4396057128906
1092,cstates_normal_CG_C_32_92,allmodesxDahu11xn2,CG,cstates,normal,92,1997.518310546875
1093,cstates_normal_CG_C_32_93,allmodesxDahu11xn2,CG,cstates,normal,93,1986.1557922363281
1094,cstates_normal_CG_C_32_94,allmodesxDahu11xn2,CG,cstates,normal,94,1997.1827087402344
1095,cstates_normal_CG_C_32_95,allmodesxDahu11xn2,CG,cstates,normal,95,1992.8470153808594
1096,cstates_normal_CG_C_32_96,allmodesxDahu11xn2,CG,cstates,normal,96,1996.824462890625
1097,cstates_normal_CG_C_32_97,allmodesxDahu11xn2,CG,cstates,normal,97,1995.5586242675781
1098,cstates_normal_CG_C_32_98,allmodesxDahu11xn2,CG,cstates,normal,98,2149.7872924804688
1099,cstates_normal_CG_C_32_99,allmodesxDahu11xn2,CG,cstates,normal,99,1996.7445983886719
1200,cstates_normal_LU_C_64_50p_1,allmodesxDahu11xn2,LU,cstates,normal,1,6510.789276123047
1201,cstates_normal_LU_C_64_50p_10,allmodesxDahu11xn2,LU,cstates,normal,10,6513.175689697266
1202,cstates_normal_LU_C_64_50p_100,allmodesxDahu11xn2,LU,cstates,normal,100,6516.135314941406
1203,cstates_normal_LU_C_64_50p_11,allmodesxDahu11xn2,LU,cstates,normal,11,6513.238067626953
1204,cstates_normal_LU_C_64_50p_12,allmodesxDahu11xn2,LU,cstates,normal,12,6495.347198486328
1205,cstates_normal_LU_C_64_50p_13,allmodesxDahu11xn2,LU,cstates,normal,13,6753.179748535156
1206,cstates_normal_LU_C_64_50p_14,allmodesxDahu11xn2,LU,cstates,normal,14,6754.524993896484
1207,cstates_normal_LU_C_64_50p_15,allmodesxDahu11xn2,LU,cstates,normal,15,6757.6595458984375
1208,cstates_normal_LU_C_64_50p_16,allmodesxDahu11xn2,LU,cstates,normal,16,6751.11767578125
1209,cstates_normal_LU_C_64_50p_17,allmodesxDahu11xn2,LU,cstates,normal,17,6517.621551513672
1210,cstates_normal_LU_C_64_50p_18,allmodesxDahu11xn2,LU,cstates,normal,18,6514.183868408203
1211,cstates_normal_LU_C_64_50p_19,allmodesxDahu11xn2,LU,cstates,normal,19,6517.896392822266
1212,cstates_normal_LU_C_64_50p_2,allmodesxDahu11xn2,LU,cstates,normal,2,6514.63916015625
1213,cstates_normal_LU_C_64_50p_20,allmodesxDahu11xn2,LU,cstates,normal,20,6730.952728271484
1214,cstates_normal_LU_C_64_50p_21,allmodesxDahu11xn2,LU,cstates,normal,21,6748.004455566406
1215,cstates_normal_LU_C_64_50p_22,allmodesxDahu11xn2,LU,cstates,normal,22,6517.122985839844
1216,cstates_normal_LU_C_64_50p_23,allmodesxDahu11xn2,LU,cstates,normal,23,6734.247650146484
1217,cstates_normal_LU_C_64_50p_24,allmodesxDahu11xn2,LU,cstates,normal,24,6744.269744873047
1218,cstates_normal_LU_C_64_50p_25,allmodesxDahu11xn2,LU,cstates,normal,25,6512.575775146484
1219,cstates_normal_LU_C_64_50p_26,allmodesxDahu11xn2,LU,cstates,normal,26,6514.3226318359375
1220,cstates_normal_LU_C_64_50p_27,allmodesxDahu11xn2,LU,cstates,normal,27,6727.7626953125
1221,cstates_normal_LU_C_64_50p_28,allmodesxDahu11xn2,LU,cstates,normal,28,6509.396789550781
1222,cstates_normal_LU_C_64_50p_29,allmodesxDahu11xn2,LU,cstates,normal,29,6512.964385986328
1223,cstates_normal_LU_C_64_50p_3,allmodesxDahu11xn2,LU,cstates,normal,3,6736.281311035156
1224,cstates_normal_LU_C_64_50p_30,allmodesxDahu11xn2,LU,cstates,normal,30,6513.009307861328
1225,cstates_normal_LU_C_64_50p_31,allmodesxDahu11xn2,LU,cstates,normal,31,6514.1116943359375
1226,cstates_normal_LU_C_64_50p_32,allmodesxDahu11xn2,LU,cstates,normal,32,6737.807800292969
1227,cstates_normal_LU_C_64_50p_33,allmodesxDahu11xn2,LU,cstates,normal,33,6757.948822021484
1228,cstates_normal_LU_C_64_50p_34,allmodesxDahu11xn2,LU,cstates,normal,34,6759.120513916016
1229,cstates_normal_LU_C_64_50p_35,allmodesxDahu11xn2,LU,cstates,normal,35,6762.543975830078
1230,cstates_normal_LU_C_64_50p_36,allmodesxDahu11xn2,LU,cstates,normal,36,6734.9422607421875
1231,cstates_normal_LU_C_64_50p_37,allmodesxDahu11xn2,LU,cstates,normal,37,6732.321960449219
1232,cstates_normal_LU_C_64_50p_38,allmodesxDahu11xn2,LU,cstates,normal,38,6510.270080566406
1233,cstates_normal_LU_C_64_50p_39,allmodesxDahu11xn2,LU,cstates,normal,39,6725.280456542969
1234,cstates_normal_LU_C_64_50p_4,allmodesxDahu11xn2,LU,cstates,normal,4,6509.7783203125
1235,cstates_normal_LU_C_64_50p_40,allmodesxDahu11xn2,LU,cstates,normal,40,6516.996337890625
1236,cstates_normal_LU_C_64_50p_41,allmodesxDahu11xn2,LU,cstates,normal,41,6517.112396240234
1237,cstates_normal_LU_C_64_50p_42,allmodesxDahu11xn2,LU,cstates,normal,42,6511.720916748047
1238,cstates_normal_LU_C_64_50p_43,allmodesxDahu11xn2,LU,cstates,normal,43,6518.974395751953
1239,cstates_normal_LU_C_64_50p_44,allmodesxDahu11xn2,LU,cstates,normal,44,6738.4398193359375
1240,cstates_normal_LU_C_64_50p_45,allmodesxDahu11xn2,LU,cstates,normal,45,6751.303955078125
1241,cstates_normal_LU_C_64_50p_46,allmodesxDahu11xn2,LU,cstates,normal,46,6928.683624267578
1242,cstates_normal_LU_C_64_50p_47,allmodesxDahu11xn2,LU,cstates,normal,47,6511.527008056641
1243,cstates_normal_LU_C_64_50p_48,allmodesxDahu11xn2,LU,cstates,normal,48,6514.511199951172
1244,cstates_normal_LU_C_64_50p_49,allmodesxDahu11xn2,LU,cstates,normal,49,6760.6580810546875
1245,cstates_normal_LU_C_64_50p_5,allmodesxDahu11xn2,LU,cstates,normal,5,6515.719390869141
1246,cstates_normal_LU_C_64_50p_50,allmodesxDahu11xn2,LU,cstates,normal,50,6746.8414306640625
1247,cstates_normal_LU_C_64_50p_51,allmodesxDahu11xn2,LU,cstates,normal,51,6516.085632324219
1248,cstates_normal_LU_C_64_50p_52,allmodesxDahu11xn2,LU,cstates,normal,52,6727.366607666016
1249,cstates_normal_LU_C_64_50p_53,allmodesxDahu11xn2,LU,cstates,normal,53,6734.455841064453
1250,cstates_normal_LU_C_64_50p_54,allmodesxDahu11xn2,LU,cstates,normal,54,6752.412750244141
1251,cstates_normal_LU_C_64_50p_55,allmodesxDahu11xn2,LU,cstates,normal,55,6760.710632324219
1252,cstates_normal_LU_C_64_50p_56,allmodesxDahu11xn2,LU,cstates,normal,56,6505.6614990234375
1253,cstates_normal_LU_C_64_50p_57,allmodesxDahu11xn2,LU,cstates,normal,57,6519.590026855469
1254,cstates_normal_LU_C_64_50p_58,allmodesxDahu11xn2,LU,cstates,normal,58,6736.826324462891
1255,cstates_normal_LU_C_64_50p_59,allmodesxDahu11xn2,LU,cstates,normal,59,6732.8621826171875
1256,cstates_normal_LU_C_64_50p_6,allmodesxDahu11xn2,LU,cstates,normal,6,6741.373321533203
1257,cstates_normal_LU_C_64_50p_60,allmodesxDahu11xn2,LU,cstates,normal,60,6516.414337158203
1258,cstates_normal_LU_C_64_50p_61,allmodesxDahu11xn2,LU,cstates,normal,61,6517.9100341796875
1259,cstates_normal_LU_C_64_50p_62,allmodesxDahu11xn2,LU,cstates,normal,62,6515.422180175781
1260,cstates_normal_LU_C_64_50p_63,allmodesxDahu11xn2,LU,cstates,normal,63,6518.1480712890625
1261,cstates_normal_LU_C_64_50p_64,allmodesxDahu11xn2,LU,cstates,normal,64,6733.03271484375
1262,cstates_normal_LU_C_64_50p_65,allmodesxDahu11xn2,LU,cstates,normal,65,6514.835845947266
1263,cstates_normal_LU_C_64_50p_66,allmodesxDahu11xn2,LU,cstates,normal,66,6723.577911376953
1264,cstates_normal_LU_C_64_50p_67,allmodesxDahu11xn2,LU,cstates,normal,67,6733.968292236328
1265,cstates_normal_LU_C_64_50p_68,allmodesxDahu11xn2,LU,cstates,normal,68,6733.850616455078
1266,cstates_normal_LU_C_64_50p_69,allmodesxDahu11xn2,LU,cstates,normal,69,6515.881927490234
1267,cstates_normal_LU_C_64_50p_7,allmodesxDahu11xn2,LU,cstates,normal,7,6502.8358154296875
1268,cstates_normal_LU_C_64_50p_70,allmodesxDahu11xn2,LU,cstates,normal,70,6725.303039550781
1269,cstates_normal_LU_C_64_50p_71,allmodesxDahu11xn2,LU,cstates,normal,71,6516.7926025390625
1270,cstates_normal_LU_C_64_50p_72,allmodesxDahu11xn2,LU,cstates,normal,72,6743.927307128906
1271,cstates_normal_LU_C_64_50p_73,allmodesxDahu11xn2,LU,cstates,normal,73,6519.214813232422
1272,cstates_normal_LU_C_64_50p_74,allmodesxDahu11xn2,LU,cstates,normal,74,6518.071380615234
1273,cstates_normal_LU_C_64_50p_75,allmodesxDahu11xn2,LU,cstates,normal,75,6721.496887207031
1274,cstates_normal_LU_C_64_50p_76,allmodesxDahu11xn2,LU,cstates,normal,76,6734.0103759765625
1275,cstates_normal_LU_C_64_50p_77,allmodesxDahu11xn2,LU,cstates,normal,77,6499.573822021484
1276,cstates_normal_LU_C_64_50p_78,allmodesxDahu11xn2,LU,cstates,normal,78,6762.105010986328
1277,cstates_normal_LU_C_64_50p_79,allmodesxDahu11xn2,LU,cstates,normal,79,6747.385192871094
1278,cstates_normal_LU_C_64_50p_8,allmodesxDahu11xn2,LU,cstates,normal,8,6512.596160888672
1279,cstates_normal_LU_C_64_50p_80,allmodesxDahu11xn2,LU,cstates,normal,80,6756.725616455078
1280,cstates_normal_LU_C_64_50p_81,allmodesxDahu11xn2,LU,cstates,normal,81,6512.595062255859
1281,cstates_normal_LU_C_64_50p_82,allmodesxDahu11xn2,LU,cstates,normal,82,6723.875549316406
1282,cstates_normal_LU_C_64_50p_83,allmodesxDahu11xn2,LU,cstates,normal,83,6718.603363037109
1283,cstates_normal_LU_C_64_50p_84,allmodesxDahu11xn2,LU,cstates,normal,84,6757.556945800781
1284,cstates_normal_LU_C_64_50p_85,allmodesxDahu11xn2,LU,cstates,normal,85,6760.739593505859
1285,cstates_normal_LU_C_64_50p_86,allmodesxDahu11xn2,LU,cstates,normal,86,6510.896331787109
1286,cstates_normal_LU_C_64_50p_87,allmodesxDahu11xn2,LU,cstates,normal,87,6514.886383056641
1287,cstates_normal_LU_C_64_50p_88,allmodesxDahu11xn2,LU,cstates,normal,88,6726.59716796875
1288,cstates_normal_LU_C_64_50p_89,allmodesxDahu11xn2,LU,cstates,normal,89,6763.640350341797
1289,cstates_normal_LU_C_64_50p_9,allmodesxDahu11xn2,LU,cstates,normal,9,6511.741485595703
1290,cstates_normal_LU_C_64_50p_90,allmodesxDahu11xn2,LU,cstates,normal,90,6513.389312744141
1291,cstates_normal_LU_C_64_50p_91,allmodesxDahu11xn2,LU,cstates,normal,91,6747.098846435547
1292,cstates_normal_LU_C_64_50p_92,allmodesxDahu11xn2,LU,cstates,normal,92,6752.913360595703
1293,cstates_normal_LU_C_64_50p_93,allmodesxDahu11xn2,LU,cstates,normal,93,6519.244812011719
1294,cstates_normal_LU_C_64_50p_94,allmodesxDahu11xn2,LU,cstates,normal,94,6729.26708984375
1295,cstates_normal_LU_C_64_50p_95,allmodesxDahu11xn2,LU,cstates,normal,95,6737.51611328125
1296,cstates_normal_LU_C_64_50p_96,allmodesxDahu11xn2,LU,cstates,normal,96,6511.782165527344
1297,cstates_normal_LU_C_64_50p_97,allmodesxDahu11xn2,LU,cstates,normal,97,6513.581451416016
1298,cstates_normal_LU_C_64_50p_98,allmodesxDahu11xn2,LU,cstates,normal,98,6724.6519775390625
1299,cstates_normal_LU_C_64_50p_99,allmodesxDahu11xn2,LU,cstates,normal,99,6735.171478271484
1500,normal_normal_CG_C_32_1,allmodesxDahu11xn2,CG,normal,normal,1,1931.8401794433594
1501,normal_normal_CG_C_32_10,allmodesxDahu11xn2,CG,normal,normal,10,1958.9184875488281
1502,normal_normal_CG_C_32_100,allmodesxDahu11xn2,CG,normal,normal,100,1942.5411376953125
1503,normal_normal_CG_C_32_11,allmodesxDahu11xn2,CG,normal,normal,11,2079.5382690429688
1504,normal_normal_CG_C_32_12,allmodesxDahu11xn2,CG,normal,normal,12,1933.6219787597656
1505,normal_normal_CG_C_32_13,allmodesxDahu11xn2,CG,normal,normal,13,1932.9560852050781
1506,normal_normal_CG_C_32_14,allmodesxDahu11xn2,CG,normal,normal,14,1973.1693725585935
1507,normal_normal_CG_C_32_15,allmodesxDahu11xn2,CG,normal,normal,15,1934.6329956054688
1508,normal_normal_CG_C_32_16,allmodesxDahu11xn2,CG,normal,normal,16,1931.7878112792969
1509,normal_normal_CG_C_32_17,allmodesxDahu11xn2,CG,normal,normal,17,1928.2424011230469
1510,normal_normal_CG_C_32_18,allmodesxDahu11xn2,CG,normal,normal,18,2081.74658203125
1511,normal_normal_CG_C_32_19,allmodesxDahu11xn2,CG,normal,normal,19,1958.807403564453
1512,normal_normal_CG_C_32_2,allmodesxDahu11xn2,CG,normal,normal,2,1929.9995727539065
1513,normal_normal_CG_C_32_20,allmodesxDahu11xn2,CG,normal,normal,20,1921.8718872070312
1514,normal_normal_CG_C_32_21,allmodesxDahu11xn2,CG,normal,normal,21,1934.4684753417969
1515,normal_normal_CG_C_32_22,allmodesxDahu11xn2,CG,normal,normal,22,1933.508544921875
1516,normal_normal_CG_C_32_23,allmodesxDahu11xn2,CG,normal,normal,23,1934.3630065917969
1517,normal_normal_CG_C_32_24,allmodesxDahu11xn2,CG,normal,normal,24,1934.5957336425781
1518,normal_normal_CG_C_32_25,allmodesxDahu11xn2,CG,normal,normal,25,1945.952209472656
1519,normal_normal_CG_C_32_26,allmodesxDahu11xn2,CG,normal,normal,26,1929.8273620605469
1520,normal_normal_CG_C_32_27,allmodesxDahu11xn2,CG,normal,normal,27,1932.247314453125
1521,normal_normal_CG_C_32_28,allmodesxDahu11xn2,CG,normal,normal,28,1937.6437683105469
1522,normal_normal_CG_C_32_29,allmodesxDahu11xn2,CG,normal,normal,29,1968.5824890136719
1523,normal_normal_CG_C_32_3,allmodesxDahu11xn2,CG,normal,normal,3,1917.7479553222656
1524,normal_normal_CG_C_32_30,allmodesxDahu11xn2,CG,normal,normal,30,1929.7919006347656
1525,normal_normal_CG_C_32_31,allmodesxDahu11xn2,CG,normal,normal,31,2106.975128173828
1526,normal_normal_CG_C_32_32,allmodesxDahu11xn2,CG,normal,normal,32,1933.2086181640625
1527,normal_normal_CG_C_32_33,allmodesxDahu11xn2,CG,normal,normal,33,1930.5306701660159
1528,normal_normal_CG_C_32_34,allmodesxDahu11xn2,CG,normal,normal,34,1955.1830444335935
1529,normal_normal_CG_C_32_35,allmodesxDahu11xn2,CG,normal,normal,35,2079.8417053222656
1530,normal_normal_CG_C_32_36,allmodesxDahu11xn2,CG,normal,normal,36,1931.7442321777344
1531,normal_normal_CG_C_32_37,allmodesxDahu11xn2,CG,normal,normal,37,1932.6608276367188
1532,normal_normal_CG_C_32_38,allmodesxDahu11xn2,CG,normal,normal,38,2081.8532104492188
1533,normal_normal_CG_C_32_39,allmodesxDahu11xn2,CG,normal,normal,39,1929.049072265625
1534,normal_normal_CG_C_32_4,allmodesxDahu11xn2,CG,normal,normal,4,1926.1810302734373
1535,normal_normal_CG_C_32_40,allmodesxDahu11xn2,CG,normal,normal,40,1951.1961669921875
1536,normal_normal_CG_C_32_41,allmodesxDahu11xn2,CG,normal,normal,41,1957.3710021972656
1537,normal_normal_CG_C_32_42,allmodesxDahu11xn2,CG,normal,normal,42,2090.5138549804688
1538,normal_normal_CG_C_32_43,allmodesxDahu11xn2,CG,normal,normal,43,1935.9256591796875
1539,normal_normal_CG_C_32_44,allmodesxDahu11xn2,CG,normal,normal,44,1939.2544555664065
1540,normal_normal_CG_C_32_45,allmodesxDahu11xn2,CG,normal,normal,45,2090.956756591797
1541,normal_normal_CG_C_32_46,allmodesxDahu11xn2,CG,normal,normal,46,1950.6387023925781
1542,normal_normal_CG_C_32_47,allmodesxDahu11xn2,CG,normal,normal,47,1938.7328796386719
1543,normal_normal_CG_C_32_48,allmodesxDahu11xn2,CG,normal,normal,48,1916.1498107910159
1544,normal_normal_CG_C_32_49,allmodesxDahu11xn2,CG,normal,normal,49,1976.1363220214844
1545,normal_normal_CG_C_32_5,allmodesxDahu11xn2,CG,normal,normal,5,1937.1810913085935
1546,normal_normal_CG_C_32_50,allmodesxDahu11xn2,CG,normal,normal,50,1963.6672973632806
1547,normal_normal_CG_C_32_51,allmodesxDahu11xn2,CG,normal,normal,51,1924.0828552246094
1548,normal_normal_CG_C_32_52,allmodesxDahu11xn2,CG,normal,normal,52,1939.5536804199216
1549,normal_normal_CG_C_32_53,allmodesxDahu11xn2,CG,normal,normal,53,1932.9919128417969
1550,normal_normal_CG_C_32_54,allmodesxDahu11xn2,CG,normal,normal,54,1945.9897766113281
1551,normal_normal_CG_C_32_55,allmodesxDahu11xn2,CG,normal,normal,55,2122.586944580078
1552,normal_normal_CG_C_32_56,allmodesxDahu11xn2,CG,normal,normal,56,1938.3850402832031
1553,normal_normal_CG_C_32_57,allmodesxDahu11xn2,CG,normal,normal,57,1937.5738525390625
1554,normal_normal_CG_C_32_58,allmodesxDahu11xn2,CG,normal,normal,58,2109.6456298828125
1555,normal_normal_CG_C_32_59,allmodesxDahu11xn2,CG,normal,normal,59,1937.2588806152344
1556,normal_normal_CG_C_32_6,allmodesxDahu11xn2,CG,normal,normal,6,1932.3115234375
1557,normal_normal_CG_C_32_60,allmodesxDahu11xn2,CG,normal,normal,60,1927.5077209472656
1558,normal_normal_CG_C_32_61,allmodesxDahu11xn2,CG,normal,normal,61,1960.2466125488281
1559,normal_normal_CG_C_32_62,allmodesxDahu11xn2,CG,normal,normal,62,1938.3940124511719
1560,normal_normal_CG_C_32_63,allmodesxDahu11xn2,CG,normal,normal,63,1929.8323974609373
1561,normal_normal_CG_C_32_64,allmodesxDahu11xn2,CG,normal,normal,64,1947.2214965820312
1562,normal_normal_CG_C_32_65,allmodesxDahu11xn2,CG,normal,normal,65,1940.6187438964844
1563,normal_normal_CG_C_32_66,allmodesxDahu11xn2,CG,normal,normal,66,1936.658935546875
1564,normal_normal_CG_C_32_67,allmodesxDahu11xn2,CG,normal,normal,67,1924.8253173828125
1565,normal_normal_CG_C_32_68,allmodesxDahu11xn2,CG,normal,normal,68,1968.7866516113281
1566,normal_normal_CG_C_32_69,allmodesxDahu11xn2,CG,normal,normal,69,1952.1876525878906
1567,normal_normal_CG_C_32_7,allmodesxDahu11xn2,CG,normal,normal,7,2071.712432861328
1568,normal_normal_CG_C_32_70,allmodesxDahu11xn2,CG,normal,normal,70,1939.1032104492188
1569,normal_normal_CG_C_32_71,allmodesxDahu11xn2,CG,normal,normal,71,1937.4420166015625
1570,normal_normal_CG_C_32_72,allmodesxDahu11xn2,CG,normal,normal,72,1954.7008666992188
1571,normal_normal_CG_C_32_73,allmodesxDahu11xn2,CG,normal,normal,73,1945.4329833984373
1572,normal_normal_CG_C_32_74,allmodesxDahu11xn2,CG,normal,normal,74,2091.690826416016
1573,normal_normal_CG_C_32_75,allmodesxDahu11xn2,CG,normal,normal,75,1942.6314392089844
1574,normal_normal_CG_C_32_76,allmodesxDahu11xn2,CG,normal,normal,76,1961.3970336914065
1575,normal_normal_CG_C_32_77,allmodesxDahu11xn2,CG,normal,normal,77,2103.849395751953
1576,normal_normal_CG_C_32_78,allmodesxDahu11xn2,CG,normal,normal,78,1957.4399108886719
1577,normal_normal_CG_C_32_79,allmodesxDahu11xn2,CG,normal,normal,79,1933.4745178222656
1578,normal_normal_CG_C_32_8,allmodesxDahu11xn2,CG,normal,normal,8,1935.0415649414065
1579,normal_normal_CG_C_32_80,allmodesxDahu11xn2,CG,normal,normal,80,2095.487091064453
1580,normal_normal_CG_C_32_81,allmodesxDahu11xn2,CG,normal,normal,81,1954.4866027832031
1581,normal_normal_CG_C_32_82,allmodesxDahu11xn2,CG,normal,normal,82,1930.861267089844
1582,normal_normal_CG_C_32_83,allmodesxDahu11xn2,CG,normal,normal,83,2084.3951721191406
1583,normal_normal_CG_C_32_84,allmodesxDahu11xn2,CG,normal,normal,84,1940.1713562011719
1584,normal_normal_CG_C_32_85,allmodesxDahu11xn2,CG,normal,normal,85,1933.9264221191406
1585,normal_normal_CG_C_32_86,allmodesxDahu11xn2,CG,normal,normal,86,1937.6784362792969
1586,normal_normal_CG_C_32_87,allmodesxDahu11xn2,CG,normal,normal,87,1934.8629150390625
1587,normal_normal_CG_C_32_88,allmodesxDahu11xn2,CG,normal,normal,88,1942.3134460449216
1588,normal_normal_CG_C_32_89,allmodesxDahu11xn2,CG,normal,normal,89,1940.106689453125
1589,normal_normal_CG_C_32_9,allmodesxDahu11xn2,CG,normal,normal,9,1957.6935729980469
1590,normal_normal_CG_C_32_90,allmodesxDahu11xn2,CG,normal,normal,90,1937.3386840820312
1591,normal_normal_CG_C_32_91,allmodesxDahu11xn2,CG,normal,normal,91,1926.3136596679688
1592,normal_normal_CG_C_32_92,allmodesxDahu11xn2,CG,normal,normal,92,1938.4623107910159
1593,normal_normal_CG_C_32_93,allmodesxDahu11xn2,CG,normal,normal,93,1970.1546630859373
1594,normal_normal_CG_C_32_94,allmodesxDahu11xn2,CG,normal,normal,94,2086.233154296875
1595,normal_normal_CG_C_32_95,allmodesxDahu11xn2,CG,normal,normal,95,1938.071533203125
1596,normal_normal_CG_C_32_96,allmodesxDahu11xn2,CG,normal,normal,96,1930.0451965332031
1597,normal_normal_CG_C_32_97,allmodesxDahu11xn2,CG,normal,normal,97,1936.8778076171875
1598,normal_normal_CG_C_32_98,allmodesxDahu11xn2,CG,normal,normal,98,1949.5338134765625
1599,normal_normal_CG_C_32_99,allmodesxDahu11xn2,CG,normal,normal,99,2089.293365478516
1600,normal_normal_EP_B_1_50p_1,allmodesxDahu11xn2,EP,normal,normal,1,7838.601165771484
1601,normal_normal_EP_B_1_50p_10,allmodesxDahu11xn2,EP,normal,normal,10,7856.567108154297
1602,normal_normal_EP_B_1_50p_100,allmodesxDahu11xn2,EP,normal,normal,100,7595.143280029297
1603,normal_normal_EP_B_1_50p_11,allmodesxDahu11xn2,EP,normal,normal,11,7761.212554931641
1604,normal_normal_EP_B_1_50p_12,allmodesxDahu11xn2,EP,normal,normal,12,7583.050872802734
1605,normal_normal_EP_B_1_50p_13,allmodesxDahu11xn2,EP,normal,normal,13,7901.577911376953
1606,normal_normal_EP_B_1_50p_14,allmodesxDahu11xn2,EP,normal,normal,14,7281.790435791016
1607,normal_normal_EP_B_1_50p_15,allmodesxDahu11xn2,EP,normal,normal,15,7785.953430175781
1608,normal_normal_EP_B_1_50p_16,allmodesxDahu11xn2,EP,normal,normal,16,7777.824737548828
1609,normal_normal_EP_B_1_50p_17,allmodesxDahu11xn2,EP,normal,normal,17,7402.449005126953
1610,normal_normal_EP_B_1_50p_18,allmodesxDahu11xn2,EP,normal,normal,18,7439.296417236328
1611,normal_normal_EP_B_1_50p_19,allmodesxDahu11xn2,EP,normal,normal,19,7389.429565429687
1612,normal_normal_EP_B_1_50p_2,allmodesxDahu11xn2,EP,normal,normal,2,7567.793731689453
1613,normal_normal_EP_B_1_50p_20,allmodesxDahu11xn2,EP,normal,normal,20,7436.883850097656
1614,normal_normal_EP_B_1_50p_21,allmodesxDahu11xn2,EP,normal,normal,21,7730.306091308594
1615,normal_normal_EP_B_1_50p_22,allmodesxDahu11xn2,EP,normal,normal,22,7621.373687744141
1616,normal_normal_EP_B_1_50p_23,allmodesxDahu11xn2,EP,normal,normal,23,7838.720916748047
1617,normal_normal_EP_B_1_50p_24,allmodesxDahu11xn2,EP,normal,normal,24,7336.561676025391
1618,normal_normal_EP_B_1_50p_25,allmodesxDahu11xn2,EP,normal,normal,25,8645.570129394531
1619,normal_normal_EP_B_1_50p_26,allmodesxDahu11xn2,EP,normal,normal,26,7369.774475097656
1620,normal_normal_EP_B_1_50p_27,allmodesxDahu11xn2,EP,normal,normal,27,7797.076812744141
1621,normal_normal_EP_B_1_50p_28,allmodesxDahu11xn2,EP,normal,normal,28,7439.735321044922
1622,normal_normal_EP_B_1_50p_29,allmodesxDahu11xn2,EP,normal,normal,29,7716.314880371094
1623,normal_normal_EP_B_1_50p_3,allmodesxDahu11xn2,EP,normal,normal,3,7459.4537353515625
1624,normal_normal_EP_B_1_50p_30,allmodesxDahu11xn2,EP,normal,normal,30,7902.120208740234
