,target,sensor,benchmark,mode,mode2,number,cpu
3512,normal_normal_LU_C_64_2,allmodesxDahu15x2,LU,normal,normal,2,6714.864898681641
3513,normal_normal_LU_C_64_20,allmodesxDahu15x2,LU,normal,normal,20,6515.437042236328
3514,normal_normal_LU_C_64_21,allmodesxDahu15x2,LU,normal,normal,21,6959.7012939453125
3515,normal_normal_LU_C_64_22,allmodesxDahu15x2,LU,normal,normal,22,6513.502899169922
3516,normal_normal_LU_C_64_23,allmodesxDahu15x2,LU,normal,normal,23,6510.865570068359
3517,normal_normal_LU_C_64_24,allmodesxDahu15x2,LU,normal,normal,24,6515.735137939453
3518,normal_normal_LU_C_64_25,allmodesxDahu15x2,LU,normal,normal,25,6518.731384277344
3519,normal_normal_LU_C_64_26,allmodesxDahu15x2,LU,normal,normal,26,6766.050262451172
3520,normal_normal_LU_C_64_27,allmodesxDahu15x2,LU,normal,normal,27,6755.095458984375
3521,normal_normal_LU_C_64_28,allmodesxDahu15x2,LU,normal,normal,28,6972.0140380859375
3522,normal_normal_LU_C_64_29,allmodesxDahu15x2,LU,normal,normal,29,6747.239715576172
3523,normal_normal_LU_C_64_3,allmodesxDahu15x2,LU,normal,normal,3,6717.241882324219
3524,normal_normal_LU_C_64_30,allmodesxDahu15x2,LU,normal,normal,30,6734.531799316406
3525,normal_normal_LU_C_64_31,allmodesxDahu15x2,LU,normal,normal,31,6763.770965576172
3526,normal_normal_LU_C_64_32,allmodesxDahu15x2,LU,normal,normal,32,6514.574035644531
3527,normal_normal_LU_C_64_33,allmodesxDahu15x2,LU,normal,normal,33,6736.925750732422
3528,normal_normal_LU_C_64_34,allmodesxDahu15x2,LU,normal,normal,34,6763.113342285156
3529,normal_normal_LU_C_64_35,allmodesxDahu15x2,LU,normal,normal,35,6750.265289306641
3530,normal_normal_LU_C_64_36,allmodesxDahu15x2,LU,normal,normal,36,6741.697509765625
3531,normal_normal_LU_C_64_37,allmodesxDahu15x2,LU,normal,normal,37,6752.395202636719
3532,normal_normal_LU_C_64_38,allmodesxDahu15x2,LU,normal,normal,38,6972.806335449219
3533,normal_normal_LU_C_64_39,allmodesxDahu15x2,LU,normal,normal,39,6513.680419921875
3534,normal_normal_LU_C_64_4,allmodesxDahu15x2,LU,normal,normal,4,6514.573089599609
3535,normal_normal_LU_C_64_40,allmodesxDahu15x2,LU,normal,normal,40,6513.341247558594
3536,normal_normal_LU_C_64_41,allmodesxDahu15x2,LU,normal,normal,41,6514.563659667969
3537,normal_normal_LU_C_64_42,allmodesxDahu15x2,LU,normal,normal,42,6516.898956298828
3538,normal_normal_LU_C_64_43,allmodesxDahu15x2,LU,normal,normal,43,6728.813659667969
3539,normal_normal_LU_C_64_44,allmodesxDahu15x2,LU,normal,normal,44,6963.908508300781
3540,normal_normal_LU_C_64_45,allmodesxDahu15x2,LU,normal,normal,45,6765.7796630859375
3541,normal_normal_LU_C_64_46,allmodesxDahu15x2,LU,normal,normal,46,6750.161346435547
3542,normal_normal_LU_C_64_47,allmodesxDahu15x2,LU,normal,normal,47,6761.096038818359
3543,normal_normal_LU_C_64_48,allmodesxDahu15x2,LU,normal,normal,48,6741.206878662109
3544,normal_normal_LU_C_64_49,allmodesxDahu15x2,LU,normal,normal,49,6753.22705078125
3545,normal_normal_LU_C_64_5,allmodesxDahu15x2,LU,normal,normal,5,6757.375
3546,normal_normal_LU_C_64_50,allmodesxDahu15x2,LU,normal,normal,50,6759.152099609375
3547,normal_normal_LU_C_64_51,allmodesxDahu15x2,LU,normal,normal,51,6744.409332275391
3548,normal_normal_LU_C_64_52,allmodesxDahu15x2,LU,normal,normal,52,6738.256134033203
3549,normal_normal_LU_C_64_53,allmodesxDahu15x2,LU,normal,normal,53,6515.124938964844
3550,normal_normal_LU_C_64_54,allmodesxDahu15x2,LU,normal,normal,54,6763.533996582031
3551,normal_normal_LU_C_64_55,allmodesxDahu15x2,LU,normal,normal,55,6748.605743408203
3552,normal_normal_LU_C_64_56,allmodesxDahu15x2,LU,normal,normal,56,6964.041442871094
3553,normal_normal_LU_C_64_57,allmodesxDahu15x2,LU,normal,normal,57,6749.082336425781
3554,normal_normal_LU_C_64_58,allmodesxDahu15x2,LU,normal,normal,58,6764.1531982421875
3555,normal_normal_LU_C_64_59,allmodesxDahu15x2,LU,normal,normal,59,6992.783996582031
3556,normal_normal_LU_C_64_6,allmodesxDahu15x2,LU,normal,normal,6,6760.741943359375
3557,normal_normal_LU_C_64_60,allmodesxDahu15x2,LU,normal,normal,60,6759.2509765625
3558,normal_normal_LU_C_64_61,allmodesxDahu15x2,LU,normal,normal,61,6728.970062255859
3559,normal_normal_LU_C_64_62,allmodesxDahu15x2,LU,normal,normal,62,6742.066131591797
3560,normal_normal_LU_C_64_63,allmodesxDahu15x2,LU,normal,normal,63,6749.742736816406
3561,normal_normal_LU_C_64_64,allmodesxDahu15x2,LU,normal,normal,64,6741.867858886719
3562,normal_normal_LU_C_64_65,allmodesxDahu15x2,LU,normal,normal,65,6747.563873291016
3563,normal_normal_LU_C_64_66,allmodesxDahu15x2,LU,normal,normal,66,6761.910858154297
3564,normal_normal_LU_C_64_67,allmodesxDahu15x2,LU,normal,normal,67,6743.4324951171875
3565,normal_normal_LU_C_64_68,allmodesxDahu15x2,LU,normal,normal,68,6761.834136962891
3566,normal_normal_LU_C_64_69,allmodesxDahu15x2,LU,normal,normal,69,6738.812469482422
3567,normal_normal_LU_C_64_7,allmodesxDahu15x2,LU,normal,normal,7,6755.829132080078
3568,normal_normal_LU_C_64_70,allmodesxDahu15x2,LU,normal,normal,70,6760.9447021484375
3569,normal_normal_LU_C_64_71,allmodesxDahu15x2,LU,normal,normal,71,6740.050598144531
3570,normal_normal_LU_C_64_72,allmodesxDahu15x2,LU,normal,normal,72,6748.748870849609
3571,normal_normal_LU_C_64_73,allmodesxDahu15x2,LU,normal,normal,73,6765.818817138672
3572,normal_normal_LU_C_64_74,allmodesxDahu15x2,LU,normal,normal,74,7009.37158203125
3573,normal_normal_LU_C_64_75,allmodesxDahu15x2,LU,normal,normal,75,6745.6954345703125
3574,normal_normal_LU_C_64_76,allmodesxDahu15x2,LU,normal,normal,76,6514.437194824219
3575,normal_normal_LU_C_64_77,allmodesxDahu15x2,LU,normal,normal,77,6514.311767578125
3576,normal_normal_LU_C_64_78,allmodesxDahu15x2,LU,normal,normal,78,6733.159484863281
3577,normal_normal_LU_C_64_79,allmodesxDahu15x2,LU,normal,normal,79,6762.193328857422
3578,normal_normal_LU_C_64_8,allmodesxDahu15x2,LU,normal,normal,8,6742.082244873047
3579,normal_normal_LU_C_64_80,allmodesxDahu15x2,LU,normal,normal,80,6740.833923339844
3580,normal_normal_LU_C_64_81,allmodesxDahu15x2,LU,normal,normal,81,6516.461883544922
3581,normal_normal_LU_C_64_82,allmodesxDahu15x2,LU,normal,normal,82,6736.405670166016
3582,normal_normal_LU_C_64_83,allmodesxDahu15x2,LU,normal,normal,83,6513.421447753906
3583,normal_normal_LU_C_64_84,allmodesxDahu15x2,LU,normal,normal,84,6731.4892578125
3584,normal_normal_LU_C_64_85,allmodesxDahu15x2,LU,normal,normal,85,6984.260528564453
3585,normal_normal_LU_C_64_86,allmodesxDahu15x2,LU,normal,normal,86,6753.170257568359
3586,normal_normal_LU_C_64_87,allmodesxDahu15x2,LU,normal,normal,87,6516.9730224609375
3587,normal_normal_LU_C_64_88,allmodesxDahu15x2,LU,normal,normal,88,6730.278961181641
3588,normal_normal_LU_C_64_89,allmodesxDahu15x2,LU,normal,normal,89,6737.1661376953125
3589,normal_normal_LU_C_64_9,allmodesxDahu15x2,LU,normal,normal,9,6752.126007080078
3590,normal_normal_LU_C_64_90,allmodesxDahu15x2,LU,normal,normal,90,6741.095306396484
3591,normal_normal_LU_C_64_91,allmodesxDahu15x2,LU,normal,normal,91,6740.219451904297
3592,normal_normal_LU_C_64_92,allmodesxDahu15x2,LU,normal,normal,92,6752.237731933594
3593,normal_normal_LU_C_64_93,allmodesxDahu15x2,LU,normal,normal,93,6759.6142578125
3594,normal_normal_LU_C_64_94,allmodesxDahu15x2,LU,normal,normal,94,6726.588684082031
3595,normal_normal_LU_C_64_95,allmodesxDahu15x2,LU,normal,normal,95,6514.559844970703
3596,normal_normal_LU_C_64_96,allmodesxDahu15x2,LU,normal,normal,96,6758.229949951172
3597,normal_normal_LU_C_64_97,allmodesxDahu15x2,LU,normal,normal,97,6515.755157470703
3598,normal_normal_LU_C_64_98,allmodesxDahu15x2,LU,normal,normal,98,6512.762908935547
3599,normal_normal_LU_C_64_99,allmodesxDahu15x2,LU,normal,normal,99,6764.016418457031
3600,normal_reboot_CG_C_32_1,allmodesxDahu15x2,CG,normal,reboot,1,1918.8652648925781
3601,normal_reboot_CG_C_32_10,allmodesxDahu15x2,CG,normal,reboot,10,1873.560333251953
3602,normal_reboot_CG_C_32_100,allmodesxDahu15x2,CG,normal,reboot,100,1875.539123535156
3603,normal_reboot_CG_C_32_11,allmodesxDahu15x2,CG,normal,reboot,11,1873.95947265625
3604,normal_reboot_CG_C_32_12,allmodesxDahu15x2,CG,normal,reboot,12,1908.7365112304688
3605,normal_reboot_CG_C_32_13,allmodesxDahu15x2,CG,normal,reboot,13,2011.5341796875
3606,normal_reboot_CG_C_32_14,allmodesxDahu15x2,CG,normal,reboot,14,1823.1571044921875
3607,normal_reboot_CG_C_32_15,allmodesxDahu15x2,CG,normal,reboot,15,2019.1227416992188
3608,normal_reboot_CG_C_32_16,allmodesxDahu15x2,CG,normal,reboot,16,1878.5006408691406
3609,normal_reboot_CG_C_32_17,allmodesxDahu15x2,CG,normal,reboot,17,1840.9503479003906
3610,normal_reboot_CG_C_32_18,allmodesxDahu15x2,CG,normal,reboot,18,1843.1773681640625
3611,normal_reboot_CG_C_32_19,allmodesxDahu15x2,CG,normal,reboot,19,1873.4828491210935
3612,normal_reboot_CG_C_32_2,allmodesxDahu15x2,CG,normal,reboot,2,1773.5936889648438
3613,normal_reboot_CG_C_32_20,allmodesxDahu15x2,CG,normal,reboot,20,1902.5568542480469
3614,normal_reboot_CG_C_32_21,allmodesxDahu15x2,CG,normal,reboot,21,1855.9867858886719
3615,normal_reboot_CG_C_32_22,allmodesxDahu15x2,CG,normal,reboot,22,1871.98486328125
3616,normal_reboot_CG_C_32_23,allmodesxDahu15x2,CG,normal,reboot,23,1882.4439392089844
3617,normal_reboot_CG_C_32_24,allmodesxDahu15x2,CG,normal,reboot,24,1871.7859802246094
3618,normal_reboot_CG_C_32_25,allmodesxDahu15x2,CG,normal,reboot,25,1858.3701477050781
3619,normal_reboot_CG_C_32_26,allmodesxDahu15x2,CG,normal,reboot,26,1949.0790100097656
3620,normal_reboot_CG_C_32_27,allmodesxDahu15x2,CG,normal,reboot,27,2009.640625
3621,normal_reboot_CG_C_32_28,allmodesxDahu15x2,CG,normal,reboot,28,1854.0920715332031
3622,normal_reboot_CG_C_32_29,allmodesxDahu15x2,CG,normal,reboot,29,1842.6258850097656
3623,normal_reboot_CG_C_32_3,allmodesxDahu15x2,CG,normal,reboot,3,1870.8818359375
3624,normal_reboot_CG_C_32_30,allmodesxDahu15x2,CG,normal,reboot,30,1867.9699401855469
3625,normal_reboot_CG_C_32_31,allmodesxDahu15x2,CG,normal,reboot,31,1878.60986328125
3626,normal_reboot_CG_C_32_32,allmodesxDahu15x2,CG,normal,reboot,32,2015.5552062988281
3627,normal_reboot_CG_C_32_33,allmodesxDahu15x2,CG,normal,reboot,33,2014.955139160156
3628,normal_reboot_CG_C_32_34,allmodesxDahu15x2,CG,normal,reboot,34,1876.6058349609373
3629,normal_reboot_CG_C_32_35,allmodesxDahu15x2,CG,normal,reboot,35,1901.0812683105469
3630,normal_reboot_CG_C_32_36,allmodesxDahu15x2,CG,normal,reboot,36,1831.5465393066406
3631,normal_reboot_CG_C_32_37,allmodesxDahu15x2,CG,normal,reboot,37,2016.2614135742188
3632,normal_reboot_CG_C_32_38,allmodesxDahu15x2,CG,normal,reboot,38,2002.2742614746094
3633,normal_reboot_CG_C_32_39,allmodesxDahu15x2,CG,normal,reboot,39,2002.3147888183594
3634,normal_reboot_CG_C_32_4,allmodesxDahu15x2,CG,normal,reboot,4,1880.6323547363281
3635,normal_reboot_CG_C_32_40,allmodesxDahu15x2,CG,normal,reboot,40,1870.8038330078125
3636,normal_reboot_CG_C_32_41,allmodesxDahu15x2,CG,normal,reboot,41,1864.0518798828125
3637,normal_reboot_CG_C_32_42,allmodesxDahu15x2,CG,normal,reboot,42,1857.0794982910159
3638,normal_reboot_CG_C_32_43,allmodesxDahu15x2,CG,normal,reboot,43,1849.5926818847656
3639,normal_reboot_CG_C_32_44,allmodesxDahu15x2,CG,normal,reboot,44,1879.0146789550781
3640,normal_reboot_CG_C_32_45,allmodesxDahu15x2,CG,normal,reboot,45,1857.2694396972656
3641,normal_reboot_CG_C_32_46,allmodesxDahu15x2,CG,normal,reboot,46,2004.8307189941406
3642,normal_reboot_CG_C_32_47,allmodesxDahu15x2,CG,normal,reboot,47,1836.7086791992188
3643,normal_reboot_CG_C_32_48,allmodesxDahu15x2,CG,normal,reboot,48,2037.6784057617188
3644,normal_reboot_CG_C_32_49,allmodesxDahu15x2,CG,normal,reboot,49,1877.7973937988281
3645,normal_reboot_CG_C_32_5,allmodesxDahu15x2,CG,normal,reboot,5,1867.112243652344
3646,normal_reboot_CG_C_32_50,allmodesxDahu15x2,CG,normal,reboot,50,2018.1005554199216
3647,normal_reboot_CG_C_32_51,allmodesxDahu15x2,CG,normal,reboot,51,1835.4520263671875
3648,normal_reboot_CG_C_32_52,allmodesxDahu15x2,CG,normal,reboot,52,2019.2437438964844
3649,normal_reboot_CG_C_32_53,allmodesxDahu15x2,CG,normal,reboot,53,1876.60693359375
3650,normal_reboot_CG_C_32_54,allmodesxDahu15x2,CG,normal,reboot,54,1850.9031677246094
3651,normal_reboot_CG_C_32_55,allmodesxDahu15x2,CG,normal,reboot,55,1705.983642578125
3652,normal_reboot_CG_C_32_56,allmodesxDahu15x2,CG,normal,reboot,56,1997.703125
3653,normal_reboot_CG_C_32_57,allmodesxDahu15x2,CG,normal,reboot,57,1832.898498535156
3654,normal_reboot_CG_C_32_58,allmodesxDahu15x2,CG,normal,reboot,58,2028.539123535156
3655,normal_reboot_CG_C_32_59,allmodesxDahu15x2,CG,normal,reboot,59,1878.1681518554688
3656,normal_reboot_CG_C_32_6,allmodesxDahu15x2,CG,normal,reboot,6,2067.0709228515625
3657,normal_reboot_CG_C_32_60,allmodesxDahu15x2,CG,normal,reboot,60,1854.5518798828125
3658,normal_reboot_CG_C_32_61,allmodesxDahu15x2,CG,normal,reboot,61,1877.329162597656
3659,normal_reboot_CG_C_32_62,allmodesxDahu15x2,CG,normal,reboot,62,2018.4527282714844
3660,normal_reboot_CG_C_32_63,allmodesxDahu15x2,CG,normal,reboot,63,1859.03125
3661,normal_reboot_CG_C_32_64,allmodesxDahu15x2,CG,normal,reboot,64,1876.8641357421875
3662,normal_reboot_CG_C_32_65,allmodesxDahu15x2,CG,normal,reboot,65,1876.2015380859373
3663,normal_reboot_CG_C_32_66,allmodesxDahu15x2,CG,normal,reboot,66,1878.0345458984373
3664,normal_reboot_CG_C_32_67,allmodesxDahu15x2,CG,normal,reboot,67,1869.5531005859373
3665,normal_reboot_CG_C_32_68,allmodesxDahu15x2,CG,normal,reboot,68,1860.79638671875
3666,normal_reboot_CG_C_32_69,allmodesxDahu15x2,CG,normal,reboot,69,2007.3687744140625
3667,normal_reboot_CG_C_32_7,allmodesxDahu15x2,CG,normal,reboot,7,2023.008056640625
3668,normal_reboot_CG_C_32_70,allmodesxDahu15x2,CG,normal,reboot,70,2026.6173706054688
3669,normal_reboot_CG_C_32_71,allmodesxDahu15x2,CG,normal,reboot,71,2009.4437561035159
3670,normal_reboot_CG_C_32_72,allmodesxDahu15x2,CG,normal,reboot,72,2021.130126953125
3671,normal_reboot_CG_C_32_73,allmodesxDahu15x2,CG,normal,reboot,73,2028.3437194824216
3672,normal_reboot_CG_C_32_74,allmodesxDahu15x2,CG,normal,reboot,74,1870.6933898925781
3673,normal_reboot_CG_C_32_75,allmodesxDahu15x2,CG,normal,reboot,75,2005.6109008789065
3674,normal_reboot_CG_C_32_76,allmodesxDahu15x2,CG,normal,reboot,76,2011.9586791992188
3675,normal_reboot_CG_C_32_77,allmodesxDahu15x2,CG,normal,reboot,77,2021.235137939453
3676,normal_reboot_CG_C_32_78,allmodesxDahu15x2,CG,normal,reboot,78,1847.4330139160159
3677,normal_reboot_CG_C_32_79,allmodesxDahu15x2,CG,normal,reboot,79,2030.3612365722656
3678,normal_reboot_CG_C_32_8,allmodesxDahu15x2,CG,normal,reboot,8,1840.0278015136719
3679,normal_reboot_CG_C_32_80,allmodesxDahu15x2,CG,normal,reboot,80,1850.6058044433594
3680,normal_reboot_CG_C_32_81,allmodesxDahu15x2,CG,normal,reboot,81,2005.5105895996094
3681,normal_reboot_CG_C_32_82,allmodesxDahu15x2,CG,normal,reboot,82,1860.3871765136719
3682,normal_reboot_CG_C_32_83,allmodesxDahu15x2,CG,normal,reboot,83,1871.0397338867188
3683,normal_reboot_CG_C_32_84,allmodesxDahu15x2,CG,normal,reboot,84,2015.8562622070312
3684,normal_reboot_CG_C_32_85,allmodesxDahu15x2,CG,normal,reboot,85,2006.3703918457031
3685,normal_reboot_CG_C_32_86,allmodesxDahu15x2,CG,normal,reboot,86,1897.827087402344
3686,normal_reboot_CG_C_32_87,allmodesxDahu15x2,CG,normal,reboot,87,1870.3508911132806
3687,normal_reboot_CG_C_32_88,allmodesxDahu15x2,CG,normal,reboot,88,1873.4819641113281
3688,normal_reboot_CG_C_32_89,allmodesxDahu15x2,CG,normal,reboot,89,1964.2134094238281
3689,normal_reboot_CG_C_32_9,allmodesxDahu15x2,CG,normal,reboot,9,1872.9346618652344
3690,normal_reboot_CG_C_32_90,allmodesxDahu15x2,CG,normal,reboot,90,2014.0525817871094
3691,normal_reboot_CG_C_32_91,allmodesxDahu15x2,CG,normal,reboot,91,2017.831115722656
3692,normal_reboot_CG_C_32_92,allmodesxDahu15x2,CG,normal,reboot,92,1873.4495544433594
3693,normal_reboot_CG_C_32_93,allmodesxDahu15x2,CG,normal,reboot,93,2024.9849548339844
3694,normal_reboot_CG_C_32_94,allmodesxDahu15x2,CG,normal,reboot,94,2057.5067138671875
3695,normal_reboot_CG_C_32_95,allmodesxDahu15x2,CG,normal,reboot,95,1874.184509277344
3696,normal_reboot_CG_C_32_96,allmodesxDahu15x2,CG,normal,reboot,96,1870.3240356445312
3697,normal_reboot_CG_C_32_97,allmodesxDahu15x2,CG,normal,reboot,97,1858.168212890625
3698,normal_reboot_CG_C_32_98,allmodesxDahu15x2,CG,normal,reboot,98,2060.648223876953
3699,normal_reboot_CG_C_32_99,allmodesxDahu15x2,CG,normal,reboot,99,1862.568145751953
3700,normal_reboot_EP_B_1_50p_1,allmodesxDahu15x2,EP,normal,reboot,1,7615.723571777344
3701,normal_reboot_EP_B_1_50p_10,allmodesxDahu15x2,EP,normal,reboot,10,7606.25390625
3702,normal_reboot_EP_B_1_50p_100,allmodesxDahu15x2,EP,normal,reboot,100,7636.937591552734
3703,normal_reboot_EP_B_1_50p_11,allmodesxDahu15x2,EP,normal,reboot,11,7840.9912109375
3704,normal_reboot_EP_B_1_50p_12,allmodesxDahu15x2,EP,normal,reboot,12,7455.068572998047
3705,normal_reboot_EP_B_1_50p_13,allmodesxDahu15x2,EP,normal,reboot,13,7443.2698974609375
3706,normal_reboot_EP_B_1_50p_14,allmodesxDahu15x2,EP,normal,reboot,14,7633.765411376953
3707,normal_reboot_EP_B_1_50p_15,allmodesxDahu15x2,EP,normal,reboot,15,7720.458984375
3708,normal_reboot_EP_B_1_50p_16,allmodesxDahu15x2,EP,normal,reboot,16,7839.389801025391
3709,normal_reboot_EP_B_1_50p_17,allmodesxDahu15x2,EP,normal,reboot,17,7362.337554931641
3710,normal_reboot_EP_B_1_50p_18,allmodesxDahu15x2,EP,normal,reboot,18,7612.899322509766
3711,normal_reboot_EP_B_1_50p_19,allmodesxDahu15x2,EP,normal,reboot,19,7531.714111328125
3712,normal_reboot_EP_B_1_50p_2,allmodesxDahu15x2,EP,normal,reboot,2,7643.004058837891
3713,normal_reboot_EP_B_1_50p_20,allmodesxDahu15x2,EP,normal,reboot,20,7494.736572265625
3714,normal_reboot_EP_B_1_50p_21,allmodesxDahu15x2,EP,normal,reboot,21,7610.679168701172
3715,normal_reboot_EP_B_1_50p_22,allmodesxDahu15x2,EP,normal,reboot,22,7831.193634033203
3716,normal_reboot_EP_B_1_50p_23,allmodesxDahu15x2,EP,normal,reboot,23,7613.182312011719
3717,normal_reboot_EP_B_1_50p_24,allmodesxDahu15x2,EP,normal,reboot,24,7727.536437988281
3718,normal_reboot_EP_B_1_50p_25,allmodesxDahu15x2,EP,normal,reboot,25,7923.830841064453
3719,normal_reboot_EP_B_1_50p_26,allmodesxDahu15x2,EP,normal,reboot,26,7619.992858886719
3720,normal_reboot_EP_B_1_50p_27,allmodesxDahu15x2,EP,normal,reboot,27,7756.32275390625
3721,normal_reboot_EP_B_1_50p_28,allmodesxDahu15x2,EP,normal,reboot,28,7604.986633300781
3722,normal_reboot_EP_B_1_50p_29,allmodesxDahu15x2,EP,normal,reboot,29,7601.557189941406
3723,normal_reboot_EP_B_1_50p_3,allmodesxDahu15x2,EP,normal,reboot,3,7609.845062255859
3724,normal_reboot_EP_B_1_50p_30,allmodesxDahu15x2,EP,normal,reboot,30,7405.346832275391
3725,normal_reboot_EP_B_1_50p_31,allmodesxDahu15x2,EP,normal,reboot,31,7709.315551757812
3726,normal_reboot_EP_B_1_50p_32,allmodesxDahu15x2,EP,normal,reboot,32,7715.769500732422
3727,normal_reboot_EP_B_1_50p_33,allmodesxDahu15x2,EP,normal,reboot,33,7715.717498779297
3728,normal_reboot_EP_B_1_50p_34,allmodesxDahu15x2,EP,normal,reboot,34,7632.972351074219
3729,normal_reboot_EP_B_1_50p_35,allmodesxDahu15x2,EP,normal,reboot,35,8044.414123535156
3730,normal_reboot_EP_B_1_50p_36,allmodesxDahu15x2,EP,normal,reboot,36,7503.694030761719
3731,normal_reboot_EP_B_1_50p_37,allmodesxDahu15x2,EP,normal,reboot,37,7753.146789550781
3732,normal_reboot_EP_B_1_50p_38,allmodesxDahu15x2,EP,normal,reboot,38,8251.011474609375
3733,normal_reboot_EP_B_1_50p_39,allmodesxDahu15x2,EP,normal,reboot,39,7511.672271728516
3734,normal_reboot_EP_B_1_50p_4,allmodesxDahu15x2,EP,normal,reboot,4,7396.980987548828
3735,normal_reboot_EP_B_1_50p_40,allmodesxDahu15x2,EP,normal,reboot,40,7719.300842285156
3736,normal_reboot_EP_B_1_50p_41,allmodesxDahu15x2,EP,normal,reboot,41,7482.696807861328
3737,normal_reboot_EP_B_1_50p_42,allmodesxDahu15x2,EP,normal,reboot,42,7537.498229980469
3738,normal_reboot_EP_B_1_50p_43,allmodesxDahu15x2,EP,normal,reboot,43,7538.278869628906
3739,normal_reboot_EP_B_1_50p_44,allmodesxDahu15x2,EP,normal,reboot,44,7693.580108642578
3740,normal_reboot_EP_B_1_50p_45,allmodesxDahu15x2,EP,normal,reboot,45,7539.737609863281
3741,normal_reboot_EP_B_1_50p_46,allmodesxDahu15x2,EP,normal,reboot,46,7654.659637451172
3742,normal_reboot_EP_B_1_50p_47,allmodesxDahu15x2,EP,normal,reboot,47,7631.257507324219
3743,normal_reboot_EP_B_1_50p_48,allmodesxDahu15x2,EP,normal,reboot,48,7748.952667236328
3744,normal_reboot_EP_B_1_50p_49,allmodesxDahu15x2,EP,normal,reboot,49,8168.282745361328
3745,normal_reboot_EP_B_1_50p_5,allmodesxDahu15x2,EP,normal,reboot,5,7714.460968017578
3746,normal_reboot_EP_B_1_50p_50,allmodesxDahu15x2,EP,normal,reboot,50,7741.127899169922
3747,normal_reboot_EP_B_1_50p_51,allmodesxDahu15x2,EP,normal,reboot,51,7734.364776611328
3748,normal_reboot_EP_B_1_50p_52,allmodesxDahu15x2,EP,normal,reboot,52,7950.8609619140625
3749,normal_reboot_EP_B_1_50p_53,allmodesxDahu15x2,EP,normal,reboot,53,7452.645263671875
3750,normal_reboot_EP_B_1_50p_54,allmodesxDahu15x2,EP,normal,reboot,54,7658.752288818359
3751,normal_reboot_EP_B_1_50p_55,allmodesxDahu15x2,EP,normal,reboot,55,7623.152191162109
3752,normal_reboot_EP_B_1_50p_56,allmodesxDahu15x2,EP,normal,reboot,56,7644.63134765625
3753,normal_reboot_EP_B_1_50p_57,allmodesxDahu15x2,EP,normal,reboot,57,7846.219757080078
3754,normal_reboot_EP_B_1_50p_58,allmodesxDahu15x2,EP,normal,reboot,58,7735.642517089844
3755,normal_reboot_EP_B_1_50p_59,allmodesxDahu15x2,EP,normal,reboot,59,7408.145324707031
3756,normal_reboot_EP_B_1_50p_6,allmodesxDahu15x2,EP,normal,reboot,6,7937.244140625
3757,normal_reboot_EP_B_1_50p_60,allmodesxDahu15x2,EP,normal,reboot,60,7513.826599121094
3758,normal_reboot_EP_B_1_50p_61,allmodesxDahu15x2,EP,normal,reboot,61,7937.270202636719
3759,normal_reboot_EP_B_1_50p_62,allmodesxDahu15x2,EP,normal,reboot,62,7503.067077636719
3760,normal_reboot_EP_B_1_50p_63,allmodesxDahu15x2,EP,normal,reboot,63,7493.078796386719
3761,normal_reboot_EP_B_1_50p_64,allmodesxDahu15x2,EP,normal,reboot,64,7634.329986572266
3762,normal_reboot_EP_B_1_50p_65,allmodesxDahu15x2,EP,normal,reboot,65,7727.650268554687
3763,normal_reboot_EP_B_1_50p_66,allmodesxDahu15x2,EP,normal,reboot,66,7756.8255615234375
3764,normal_reboot_EP_B_1_50p_67,allmodesxDahu15x2,EP,normal,reboot,67,7730.633972167969
3765,normal_reboot_EP_B_1_50p_68,allmodesxDahu15x2,EP,normal,reboot,68,7952.636291503906
3766,normal_reboot_EP_B_1_50p_69,allmodesxDahu15x2,EP,normal,reboot,69,7409.0650634765625
3767,normal_reboot_EP_B_1_50p_7,allmodesxDahu15x2,EP,normal,reboot,7,7737.004333496094
3768,normal_reboot_EP_B_1_50p_70,allmodesxDahu15x2,EP,normal,reboot,70,7616.923553466797
3769,normal_reboot_EP_B_1_50p_71,allmodesxDahu15x2,EP,normal,reboot,71,8065.634765625
3770,normal_reboot_EP_B_1_50p_72,allmodesxDahu15x2,EP,normal,reboot,72,7452.7918701171875
3771,normal_reboot_EP_B_1_50p_73,allmodesxDahu15x2,EP,normal,reboot,73,7528.123748779297
3772,normal_reboot_EP_B_1_50p_74,allmodesxDahu15x2,EP,normal,reboot,74,7461.146392822266
3773,normal_reboot_EP_B_1_50p_75,allmodesxDahu15x2,EP,normal,reboot,75,7393.403594970703
3774,normal_reboot_EP_B_1_50p_76,allmodesxDahu15x2,EP,normal,reboot,76,7522.380401611328
3775,normal_reboot_EP_B_1_50p_77,allmodesxDahu15x2,EP,normal,reboot,77,7864.1380615234375
3776,normal_reboot_EP_B_1_50p_78,allmodesxDahu15x2,EP,normal,reboot,78,7708.709075927734
3777,normal_reboot_EP_B_1_50p_79,allmodesxDahu15x2,EP,normal,reboot,79,7617.938537597656
3778,normal_reboot_EP_B_1_50p_8,allmodesxDahu15x2,EP,normal,reboot,8,7712.644439697266
3779,normal_reboot_EP_B_1_50p_80,allmodesxDahu15x2,EP,normal,reboot,80,7633.877868652344
3780,normal_reboot_EP_B_1_50p_81,allmodesxDahu15x2,EP,normal,reboot,81,7627.5216064453125
3781,normal_reboot_EP_B_1_50p_82,allmodesxDahu15x2,EP,normal,reboot,82,7559.947174072266
3782,normal_reboot_EP_B_1_50p_83,allmodesxDahu15x2,EP,normal,reboot,83,7507.498504638672
