,target,RAPL_ENERGY_DRAM_0,RAPL_ENERGY_DRAM_1,RAPL_ENERGY_PKG_0,RAPL_ENERGY_PKG_1,begin,end,entryNumber,RAPL_ENERGY_DRAM_all,RAPL_ENERGY_PKG_all,machineName,time,powers_av_all,type,methode,bench,class,Nbprocess,y_ax
5008,patch_normal_CG_C_32_12,188.90023040771484,43.55470275878906,1383.923095703125,475.8267822265625,2019-07-23 08:47:03.405,2019-07-23 08:47:14.415,12,2092.2048110961914,4184.409622192383,patchxDahu18,11.01,348.70080184936523,patch,normal,CG,C,32,patch normal
5050,patch_normal_CG_C_32_13,190.93165588378906,47.07182312011719,1382.5690612792969,462.9326171875,2019-07-23 08:47:18.421,2019-07-23 08:47:29.429,13,2083.505157470703,4167.010314941406,patchxDahu18,11.008,347.2508595784505,patch,normal,CG,C,32,patch normal
5090,patch_normal_CG_C_32_14,190.08023834228516,43.34742736816406,1388.4104919433594,457.3848876953125,2019-07-23 08:47:32.434,2019-07-23 08:47:43.442,14,2079.223045349121,4158.446090698242,patchxDahu18,11.008,346.5371742248535,patch,normal,CG,C,32,patch normal
5132,patch_normal_CG_C_32_15,190.80652618408203,43.4554443359375,1388.0594787597656,477.2786560058594,2019-07-23 08:47:47.446,2019-07-23 08:47:58.453,15,2099.6001052856445,4199.200210571289,patchxDahu18,11.007,349.93335088094074,patch,normal,CG,C,32,patch normal
5172,patch_normal_CG_C_32_16,204.4615707397461,47.23289489746094,1504.9841918945312,494.39263916015625,2019-07-23 08:48:01.457,2019-07-23 08:48:13.473,16,2251.0712966918945,4502.142593383789,patchxDahu18,12.016,346.3186610295222,patch,normal,CG,C,32,patch normal
5215,patch_normal_CG_C_32_17,191.7056884765625,43.62499237060547,1386.1526794433594,451.3290100097656,2019-07-23 08:48:16.479,2019-07-23 08:48:27.487,17,2072.812370300293,4145.624740600586,patchxDahu18,11.008,345.46872838338214,patch,normal,CG,C,32,patch normal
5255,patch_normal_CG_C_32_18,205.0354995727539,47.71803283691406,1505.0171203613281,493.8161315917969,2019-07-23 08:48:30.491,2019-07-23 08:48:42.506,18,2251.586784362793,4503.173568725586,patchxDahu18,12.015,346.39796682504505,patch,normal,CG,C,32,patch normal
5298,patch_normal_CG_C_32_19,191.2858123779297,43.93915557861328,1388.2655944824219,451.7215270996094,2019-07-23 08:48:45.510,2019-07-23 08:48:56.518,19,2075.212089538574,4150.424179077148,patchxDahu18,11.008,345.8686815897624,patch,normal,CG,C,32,patch normal
5338,patch_normal_CG_C_32_20,205.48693084716797,47.974571228027344,1501.8885192871094,490.853515625,2019-07-23 08:48:59.524,2019-07-23 08:49:11.537,20,2246.2035369873047,4492.407073974609,patchxDahu18,12.013,345.5697749211238,patch,normal,CG,C,32,patch normal
5427,normal_normal_EP_B_1_1,472.9348831176758,274.91893005371094,4525.858856201172,3397.2377014160156,2019-07-23 08:54:47.589,2019-07-23 08:55:57.638,1,8670.950370788574,17341.90074157715,patchxDahu18,70.049,244.2521231208049,normal,normal,EP,B,1,normal normal
5644,normal_normal_EP_B_1_2,458.9512710571289,267.9921875,4460.576568603516,3264.985321044922,2019-07-23 08:56:00.643,2019-07-23 08:57:08.682,2,8452.505348205566,16905.010696411133,patchxDahu18,68.039,245.0001550204512,normal,normal,EP,B,1,normal normal
5855,normal_normal_EP_B_1_3,452.51904296875,263.10152435302734,4481.158294677734,3214.522491455078,2019-07-23 08:57:11.686,2019-07-23 08:58:18.734,3,8411.30135345459,16822.60270690918,patchxDahu18,67.048,247.39121627807617,normal,normal,EP,B,1,normal normal
6063,normal_normal_EP_B_1_4,479.5537567138672,279.44154357910156,4777.6776123046875,3449.5733032226562,2019-07-23 08:58:21.739,2019-07-23 08:59:32.790,4,8986.246215820312,17972.492431640625,patchxDahu18,71.051,249.61795043945312,normal,normal,EP,B,1,normal normal
6283,normal_normal_EP_B_1_5,474.7738723754883,273.8433609008789,4731.3453369140625,3407.7413940429688,2019-07-23 08:59:35.794,2019-07-23 09:00:45.842,5,8887.703964233398,17775.407928466797,patchxDahu18,70.048,250.35785814741968,normal,normal,EP,B,1,normal normal
6502,normal_normal_EP_B_1_6,455.60269927978516,263.28604888916016,4517.981750488281,3217.3238220214844,2019-07-23 09:00:49.847,2019-07-23 09:01:56.896,6,8454.194320678711,16908.388641357422,patchxDahu18,67.049,248.65277413760916,normal,normal,EP,B,1,normal normal
6710,normal_normal_EP_B_1_7,482.6100616455078,279.9716033935547,4788.161407470703,3466.580596923828,2019-07-23 09:01:59.901,2019-07-23 09:03:10.941,7,9017.323669433594,18034.647338867188,patchxDahu18,71.04,250.48121303982205,normal,normal,EP,B,1,normal normal
6930,normal_normal_EP_B_1_8,456.08648681640625,264.1505661010742,4505.839263916016,3216.3197326660156,2019-07-23 09:03:13.945,2019-07-23 09:04:20.994,8,8442.396049499512,16884.792098999023,patchxDahu18,67.049,248.30576616175034,normal,normal,EP,B,1,normal normal
7140,normal_normal_EP_B_1_9,455.54227447509766,264.1167984008789,4499.8067626953125,3216.8931579589844,2019-07-23 09:04:24.999,2019-07-23 09:05:32.047,9,8436.358993530273,16872.717987060547,patchxDahu18,67.048,248.12820569206687,normal,normal,EP,B,1,normal normal
7348,normal_normal_EP_B_1_10,483.3475875854492,280.6400375366211,4808.433563232422,3444.85400390625,2019-07-23 09:05:35.051,2019-07-23 09:06:46.091,10,9017.275192260742,18034.550384521484,patchxDahu18,71.04,250.4798664516873,normal,normal,EP,B,1,normal normal
7568,normal_normal_EP_B_1_11,475.82716369628906,276.64320373535156,4791.693695068359,3398.814422607422,2019-07-23 09:06:49.096,2019-07-23 09:07:59.146,11,8942.978485107422,17885.956970214844,patchxDahu18,70.05,251.9148869044344,normal,normal,EP,B,1,normal normal
7785,normal_normal_EP_B_1_12,483.92652893066406,281.5978088378906,4866.634735107422,3459.006622314453,2019-07-23 09:08:02.151,2019-07-23 09:09:13.190,12,9091.16569519043,18182.33139038086,patchxDahu18,71.039,252.5323804219564,normal,normal,EP,B,1,normal normal
8005,normal_normal_EP_B_1_13,457.88519287109375,265.5984802246094,4601.475250244141,3217.3301696777344,2019-07-23 09:09:16.195,2019-07-23 09:10:23.243,13,8542.289093017578,17084.578186035156,patchxDahu18,67.048,251.24379685345818,normal,normal,EP,B,1,normal normal
8213,normal_normal_EP_B_1_14,465.51844787597656,270.2303695678711,4671.332122802734,3286.5921936035156,2019-07-23 09:10:26.248,2019-07-23 09:11:34.287,14,8693.673133850098,17387.346267700195,patchxDahu18,68.039,251.9905256188434,normal,normal,EP,B,1,normal normal
8424,normal_normal_EP_B_1_15,486.3365478515625,282.74993896484375,4888.159271240234,3448.8751220703125,2019-07-23 09:11:37.292,2019-07-23 09:12:48.342,15,9106.120880126953,18212.241760253906,patchxDahu18,71.05,252.9478022257487,normal,normal,EP,B,1,normal normal
8644,normal_normal_EP_B_1_16,459.3192672729492,266.9369888305664,4606.315368652344,3218.1458129882812,2019-07-23 09:12:51.348,2019-07-23 09:13:58.398,16,8550.71743774414,17101.43487548828,patchxDahu18,67.05,251.4916893454159,normal,normal,EP,B,1,normal normal
8852,normal_normal_EP_B_1_17,486.3159484863281,285.5891799926758,4889.591094970703,3460.0958557128906,2019-07-23 09:14:01.403,2019-07-23 09:15:12.443,17,9121.592079162598,18243.184158325195,patchxDahu18,71.04,253.3775577545166,normal,normal,EP,B,1,normal normal
9072,normal_normal_EP_B_1_18,459.3472213745117,266.0013656616211,4606.873504638672,3220.52197265625,2019-07-23 09:15:15.447,2019-07-23 09:16:22.494,18,8552.744064331055,17105.48812866211,patchxDahu18,67.047,251.55129600973692,normal,normal,EP,B,1,normal normal
9282,normal_normal_EP_B_1_19,465.2379913330078,270.44913482666016,4680.045135498047,3277.9595336914062,2019-07-23 09:16:26.499,2019-07-23 09:17:34.546,19,8693.691795349121,17387.383590698242,patchxDahu18,68.047,251.9910665318586,normal,normal,EP,B,1,normal normal
9493,normal_normal_EP_B_1_20,487.0804138183594,283.7531509399414,4900.909149169922,3439.803924560547,2019-07-23 09:17:37.551,2019-07-23 09:18:48.600,20,9111.54663848877,18223.09327697754,patchxDahu18,71.049,253.09851773579916,normal,normal,EP,B,1,normal normal
9756,patch_normal_EP_B_1_1,472.12923431396484,276.7639694213867,4534.195037841797,3392.6512145996094,2019-07-23 09:24:24.143,2019-07-23 09:25:34.191,1,8675.739456176758,17351.478912353516,patchxDahu18,70.048,244.38702693455656,patch,normal,EP,B,1,patch normal
9972,patch_normal_EP_B_1_2,459.02489471435547,270.8245162963867,4477.816558837891,3261.177978515625,2019-07-23 09:25:37.195,2019-07-23 09:26:45.242,2,8468.843948364258,16937.687896728516,patchxDahu18,68.047,245.4737376337466,patch,normal,EP,B,1,patch normal
10184,patch_normal_EP_B_1_3,452.67822265625,268.11547088623047,4487.931091308594,3215.291717529297,2019-07-23 09:26:48.247,2019-07-23 09:27:55.293,3,8424.016502380371,16848.033004760742,patchxDahu18,67.046,247.7651912464815,patch,normal,EP,B,1,patch normal
10394,patch_normal_EP_B_1_4,494.2260513305664,292.7810363769531,4965.799713134766,3579.7315063476562,2019-07-23 09:27:59.300,2019-07-23 09:29:12.344,4,9332.538307189941,18665.076614379883,patchxDahu18,73.044,252.2307650591876,patch,normal,EP,B,1,patch normal
10620,patch_normal_EP_B_1_5,482.5200424194336,284.7379837036133,4806.532440185547,3449.4183349609375,2019-07-23 09:29:15.349,2019-07-23 09:30:26.387,5,9023.208801269531,18046.417602539062,patchxDahu18,71.038,250.64468892415366,patch,normal,EP,B,1,patch normal
10840,patch_normal_EP_B_1_6,455.46302032470703,267.75872802734375,4573.4705810546875,3220.5992736816406,2019-07-23 09:30:29.393,2019-07-23 09:31:36.439,6,8517.291603088379,17034.583206176758,patchxDahu18,67.046,250.5085765614229,patch,normal,EP,B,1,patch normal
11048,patch_normal_EP_B_1_7,463.4505920410156,271.0669174194336,4643.7978515625,3268.7027282714844,2019-07-23 09:31:39.445,2019-07-23 09:32:47.494,7,8647.018089294434,17294.036178588867,patchxDahu18,68.049,250.6382054867952,patch,normal,EP,B,1,patch normal
11259,patch_normal_EP_B_1_8,463.72090911865234,269.94920349121094,4673.572357177734,3278.6427001953125,2019-07-23 09:32:50.498,2019-07-23 09:33:58.545,8,8685.88516998291,17371.77033996582,patchxDahu18,68.047,251.76478753573653,patch,normal,EP,B,1,patch normal
11470,patch_normal_EP_B_1_9,458.62259674072266,266.99109649658203,4606.6640625,3222.8028869628906,2019-07-23 09:34:01.550,2019-07-23 09:35:08.596,9,8555.080642700195,17110.16128540039,patchxDahu18,67.046,251.62001890294692,patch,normal,EP,B,1,patch normal
11677,patch_normal_EP_B_1_10,484.8128433227539,283.18383026123047,4891.116638183594,3468.331756591797,2019-07-23 09:35:11.601,2019-07-23 09:36:22.640,10,9127.445068359375,18254.89013671875,patchxDahu18,71.039,253.5401407877604,patch,normal,EP,B,1,patch normal
11898,patch_normal_EP_B_1_11,484.29801177978516,283.7534942626953,4899.592712402344,3453.530548095703,2019-07-23 09:36:25.644,2019-07-23 09:37:36.691,11,9121.174766540527,18242.349533081055,patchxDahu18,71.047,253.36596573723688,patch,normal,EP,B,1,patch normal
12118,patch_normal_EP_B_1_12,485.51636505126953,287.9292526245117,4899.847747802734,3461.321014404297,2019-07-23 09:37:39.696,2019-07-23 09:38:50.734,12,9134.614379882812,18269.228759765625,patchxDahu18,71.038,253.73928833007812,patch,normal,EP,B,1,patch normal
12338,patch_normal_EP_B_1_13,480.0103530883789,278.2794952392578,4838.519226074219,3394.2844848632812,2019-07-23 09:38:53.738,2019-07-23 09:40:03.786,13,8991.093559265137,17982.187118530273,patchxDahu18,70.048,253.27024110606018,patch,normal,EP,B,1,patch normal
12554,patch_normal_EP_B_1_14,466.58345794677734,271.70809173583984,4677.860656738281,3273.171356201172,2019-07-23 09:40:06.790,2019-07-23 09:41:14.838,14,8689.32356262207,17378.64712524414,patchxDahu18,68.048,251.86445109049478,patch,normal,EP,B,1,patch normal
12765,patch_normal_EP_B_1_15,460.44470977783203,268.11065673828125,4612.295166015625,3219.700408935547,2019-07-23 09:41:17.844,2019-07-23 09:42:24.891,15,8560.550941467285,17121.10188293457,patchxDahu18,67.047,251.78091004315544,patch,normal,EP,B,1,patch normal
12974,patch_normal_EP_B_1_16,480.9663543701172,280.17047119140625,4819.413757324219,3410.12158203125,2019-07-23 09:42:27.896,2019-07-23 09:43:37.943,16,8990.672164916992,17981.344329833984,patchxDahu18,70.047,253.25837084273218,patch,normal,EP,B,1,patch normal
13191,patch_normal_EP_B_1_17,508.1896209716797,296.4172821044922,5119.722137451172,3597.5729064941406,2019-07-23 09:43:40.947,2019-07-23 09:44:54.996,17,9521.901947021484,19043.80389404297,patchxDahu18,74.049,253.91738525390625,patch,normal,EP,B,1,patch normal
13419,patch_normal_EP_B_1_18,529.9206695556641,308.3719482421875,5375.864410400391,3830.5117797851562,2019-07-23 09:44:58.001,2019-07-23 09:46:15.051,18,10044.668807983398,20089.337615966797,patchxDahu18,77.05,257.5556104611128,patch,normal,EP,B,1,patch normal
13657,patch_normal_EP_B_1_19,465.46077728271484,270.9729690551758,4674.587493896484,3282.4000854492188,2019-07-23 09:46:18.055,2019-07-23 09:47:26.093,19,8693.421325683594,17386.842651367188,patchxDahu18,68.038,251.9832268314085,patch,normal,EP,B,1,patch normal
13869,patch_normal_EP_B_1_20,520.2943115234375,304.2190399169922,5273.252899169922,3746.6284790039062,2019-07-23 09:47:29.098,2019-07-23 09:48:45.147,20,9844.394729614258,19688.789459228516,patchxDahu18,76.049,255.69856440556515,patch,normal,EP,B,1,patch normal
