,Unnamed: 0,target,RAPL_ENERGY_DRAM_0,RAPL_ENERGY_DRAM_1,RAPL_ENERGY_PKG_0,RAPL_ENERGY_PKG_1,begin,end,entryNumber,RAPL_ENERGY_DRAM_all,RAPL_ENERGY_PKG_all,machineName,time,powers_av_all,type,methode,bench,class,Nbprocess,y_ax
528,48103,normal_reboot_LU_C_64_29,345.5098190307617,365.59117889404297,3356.14501953125,3364.8543090820312,2019-06-07 16:43:23.654,2019-06-07 16:43:50.681,29,711.1009979248047,6720.999328613281,allmodes,27.026999999999997,240.0356903076172,normal,reboot,LU,C,64,normal reboot
529,48224,normal_reboot_LU_C_64_30,346.67236328125,369.7461166381836,3353.822113037109,3364.4503784179688,2019-06-07 16:49:21.129,2019-06-07 16:49:48.157,30,716.4184799194336,6718.272491455078,allmodes,27.028000000000002,239.93830326625283,normal,reboot,LU,C,64,normal reboot
530,48346,normal_reboot_LU_C_64_31,350.04517364501953,365.66910552978516,3354.3028259277344,3365.56005859375,2019-06-07 16:55:19.220,2019-06-07 16:55:46.248,31,715.7142791748047,6719.862884521484,allmodes,27.028000000000002,239.99510301862443,normal,reboot,LU,C,64,normal reboot
531,48469,normal_reboot_LU_C_64_32,338.4651794433594,358.61451721191406,3251.6730041503906,3259.436187744141,2019-06-07 17:01:17.120,2019-06-07 17:01:43.146,32,697.0796966552734,6511.109191894531,allmodes,26.026,241.15219229239003,normal,reboot,LU,C,64,normal reboot
532,48587,normal_reboot_LU_C_64_33,346.96531677246094,366.26599884033203,3352.9254760742188,3363.518402099609,2019-06-07 17:07:14.121,2019-06-07 17:07:41.146,33,713.231315612793,6716.443878173828,allmodes,27.025,239.87299564906533,normal,reboot,LU,C,64,normal reboot
533,48710,normal_reboot_LU_C_64_34,339.6795654296875,350.86407470703125,3253.0755310058594,3258.743408203125,2019-06-07 17:13:12.963,2019-06-07 17:13:38.990,34,690.5436401367188,6511.818939208984,allmodes,26.026999999999997,241.17847922996242,normal,reboot,LU,C,64,normal reboot
534,48828,normal_reboot_LU_C_64_35,349.2155532836914,359.2660598754883,3355.4754943847656,3364.5614318847656,2019-06-07 17:19:09.585,2019-06-07 17:19:36.614,35,708.4816131591797,6720.036926269531,allmodes,27.029,240.0013187953404,normal,reboot,LU,C,64,normal reboot
535,48953,normal_reboot_LU_C_64_36,339.9702987670898,354.91319274902344,3251.7101135253906,3259.1416625976562,2019-06-07 17:25:08.672,2019-06-07 17:25:34.695,36,694.8834915161133,6510.851776123047,allmodes,26.023000000000003,241.14265837492766,normal,reboot,LU,C,64,normal reboot
536,49075,normal_reboot_LU_C_64_37,336.79291534423834,355.96278381347656,3252.5201416015625,3258.8736572265625,2019-06-07 17:31:06.682,2019-06-07 17:31:32.707,37,692.7556991577147,6511.393798828125,allmodes,26.025,241.16273328993054,normal,reboot,LU,C,64,normal reboot
537,49195,normal_reboot_LU_C_64_38,339.2024307250977,357.3506164550781,3251.167755126953,3259.087921142578,2019-06-07 17:37:04.182,2019-06-07 17:37:30.206,38,696.5530471801758,6510.255676269531,allmodes,26.024,241.12058060257527,normal,reboot,LU,C,64,normal reboot
538,49313,normal_reboot_LU_C_64_39,343.91515350341797,370.94728088378906,3372.0303344726562,3381.198883056641,2019-06-07 17:43:00.966,2019-06-07 17:43:27.989,39,714.862434387207,6753.229217529297,allmodes,27.023000000000003,241.18675776890342,normal,reboot,LU,C,64,normal reboot
539,49434,normal_reboot_LU_C_64_40,347.61038970947266,357.5641326904297,3348.9940795898438,3361.0682373046875,2019-06-07 17:48:58.226,2019-06-07 17:49:25.254,40,705.1745223999022,6710.062316894531,allmodes,27.028000000000002,239.6450827462333,normal,reboot,LU,C,64,normal reboot
540,49557,normal_reboot_LU_C_64_41,334.29103088378906,350.9166793823242,3252.7987670898438,3259.7193298339844,2019-06-07 17:54:56.885,2019-06-07 17:55:22.909,41,685.2077102661133,6512.518096923828,allmodes,26.024,241.20437396014182,normal,reboot,LU,C,64,normal reboot
541,49675,normal_reboot_LU_C_64_42,345.89910888671875,367.60782623291016,3355.5857543945312,3366.8394165039062,2019-06-07 18:00:53.676,2019-06-07 18:01:20.715,42,713.5069351196289,6722.4251708984375,allmodes,27.039,240.0866132463728,normal,reboot,LU,C,64,normal reboot
542,49798,normal_reboot_LU_C_64_43,339.4665985107422,347.3450622558594,3251.315704345703,3258.5166015625,2019-06-07 18:06:52.260,2019-06-07 18:07:18.283,43,686.8116607666017,6509.832305908203,allmodes,26.023000000000003,241.10490021882237,normal,reboot,LU,C,64,normal reboot
543,49918,normal_reboot_LU_C_64_44,338.5521240234375,354.02942657470703,3251.153564453125,3258.0120239257812,2019-06-07 18:12:50.202,2019-06-07 18:13:16.226,44,692.5815505981445,6509.165588378906,allmodes,26.024,241.08020697699646,normal,reboot,LU,C,64,normal reboot
544,50036,normal_reboot_LU_C_64_45,348.63128662109375,360.65869903564453,3351.0668334960938,3363.7910766601562,2019-06-07 18:18:46.688,2019-06-07 18:19:13.716,45,709.2899856567383,6714.85791015625,allmodes,27.028000000000002,239.81635393415178,normal,reboot,LU,C,64,normal reboot
545,50158,normal_reboot_LU_C_64_46,350.5905303955078,368.7599411010742,3354.823638916016,3365.0918579101562,2019-06-07 18:24:44.084,2019-06-07 18:25:11.112,46,719.350471496582,6719.915496826172,allmodes,27.028000000000002,239.9969820295061,normal,reboot,LU,C,64,normal reboot
546,50278,normal_reboot_LU_C_64_47,349.01256561279297,366.11309814453125,3363.7566528320312,3372.714599609375,2019-06-07 18:30:41.840,2019-06-07 18:31:08.869,47,715.1256637573242,6736.471252441406,allmodes,27.029,240.58825901576446,normal,reboot,LU,C,64,normal reboot
547,50401,normal_reboot_LU_C_64_48,341.21147918701166,348.39769744873047,3251.578399658203,3259.891448974609,2019-06-07 18:36:40.053,2019-06-07 18:37:06.077,48,689.6091766357422,6511.4698486328125,allmodes,26.024,241.16554994936345,normal,reboot,LU,C,64,normal reboot
548,50521,normal_reboot_LU_C_64_49,336.0779953002929,355.3480224609375,3251.7807006835938,3259.1845092773438,2019-06-07 18:42:37.721,2019-06-07 18:43:03.746,49,691.4260177612305,6510.9652099609375,allmodes,26.025,241.14685962818288,normal,reboot,LU,C,64,normal reboot
549,50641,normal_reboot_LU_C_64_50,345.8913269042969,369.31551361083984,3369.9863891601562,3376.335205078125,2019-06-07 18:48:35.276,2019-06-07 18:49:02.301,50,715.2068405151367,6746.321594238281,allmodes,27.025,240.94005693708147,normal,reboot,LU,C,64,normal reboot
550,50762,normal_reboot_LU_C_64_51,350.7847213745117,362.19542694091797,3358.102508544922,3368.7097778320312,2019-06-07 18:54:32.389,2019-06-07 18:54:59.415,51,712.9801483154297,6726.812286376953,allmodes,27.026,240.24329594203402,normal,reboot,LU,C,64,normal reboot
551,50884,normal_reboot_LU_C_64_52,351.9906005859375,366.63085174560547,3352.6715087890625,3363.498870849609,2019-06-07 19:00:29.506,2019-06-07 19:00:56.532,52,718.621452331543,6716.170379638672,allmodes,27.026,239.86322784423828,normal,reboot,LU,C,64,normal reboot
552,51004,normal_reboot_LU_C_64_53,354.92481231689453,362.4632263183594,3353.5523071289062,3363.6095581054688,2019-06-07 19:06:27.072,2019-06-07 19:06:54.095,53,717.3880386352539,6717.161865234375,allmodes,27.023000000000003,239.89863804408486,normal,reboot,LU,C,64,normal reboot
553,51125,normal_reboot_LU_C_64_54,348.2335739135742,361.18927001953125,3351.709014892578,3363.4768981933594,2019-06-07 19:12:24.370,2019-06-07 19:12:51.402,54,709.4228439331055,6715.1859130859375,allmodes,27.031999999999996,239.82806832449776,normal,reboot,LU,C,64,normal reboot
554,51248,normal_reboot_LU_C_64_55,334.7072372436524,358.71358489990234,3253.249786376953,3259.08349609375,2019-06-07 19:18:22.658,2019-06-07 19:18:48.683,55,693.4208221435547,6512.333282470703,allmodes,26.025,241.1975289803964,normal,reboot,LU,C,64,normal reboot
555,51366,normal_reboot_LU_C_64_56,347.4278259277344,362.44466400146484,3355.5982360839844,3367.8995056152344,2019-06-07 19:24:19.528,2019-06-07 19:24:46.568,56,709.8724899291992,6723.497741699219,allmodes,27.04,240.12491934640067,normal,reboot,LU,C,64,normal reboot
556,51488,normal_reboot_LU_C_64_57,349.59910583496094,361.0855712890625,3354.4229736328125,3365.3448791503906,2019-06-07 19:30:16.932,2019-06-07 19:30:43.960,57,710.6846771240234,6719.767852783203,allmodes,27.028000000000002,239.99170902797158,normal,reboot,LU,C,64,normal reboot
557,51608,normal_reboot_LU_C_64_58,347.72753143310547,369.3418350219727,3361.855194091797,3371.526824951172,2019-06-07 19:36:14.321,2019-06-07 19:36:41.349,58,717.0693664550781,6733.382019042969,allmodes,27.028000000000002,240.4779292515346,normal,reboot,LU,C,64,normal reboot
558,51731,normal_reboot_LU_C_64_59,338.4917831420898,354.9186782836914,3252.188995361328,3259.149871826172,2019-06-07 19:42:12.841,2019-06-07 19:42:38.865,59,693.4104614257812,6511.3388671875,allmodes,26.024,241.16069878472226,normal,reboot,LU,C,64,normal reboot
559,51849,normal_reboot_LU_C_64_60,348.8569641113281,360.4186248779297,3355.9627990722656,3366.309326171875,2019-06-07 19:48:09.485,2019-06-07 19:48:36.513,60,709.2755889892578,6722.272125244141,allmodes,27.028000000000002,240.08114733014787,normal,reboot,LU,C,64,normal reboot
560,51972,normal_reboot_LU_C_64_61,337.39113616943365,356.1273880004883,3252.2279663085938,3259.579315185547,2019-06-07 19:54:08.011,2019-06-07 19:54:34.033,61,693.5185241699219,6511.807281494141,allmodes,26.022,241.17804746274598,normal,reboot,LU,C,64,normal reboot
561,52090,normal_reboot_LU_C_64_62,346.5386734008789,364.77867889404297,3359.342803955078,3367.4111938476562,2019-06-07 20:00:05.031,2019-06-07 20:00:32.060,62,711.3173522949219,6726.753997802734,allmodes,27.029,240.2412142072405,normal,reboot,LU,C,64,normal reboot
562,52211,normal_reboot_LU_C_64_63,354.5625,358.89637756347656,3355.2471313476562,3364.928985595703,2019-06-07 20:06:02.642,2019-06-07 20:06:29.670,63,713.4588775634766,6720.176116943359,allmodes,27.028000000000002,240.00628989083427,normal,reboot,LU,C,64,normal reboot
563,52332,normal_reboot_LU_C_64_64,346.07037353515625,364.4490814208984,3357.0020141601562,3369.3604125976562,2019-06-07 20:12:00.144,2019-06-07 20:12:27.169,64,710.5194549560547,6726.3624267578125,allmodes,27.025,240.22722952706474,normal,reboot,LU,C,64,normal reboot
564,52455,normal_reboot_LU_C_64_65,343.6797561645508,352.51998138427734,3254.1743774414062,3260.586761474609,2019-06-07 20:17:58.771,2019-06-07 20:18:24.808,65,696.1997375488281,6514.761138916016,allmodes,26.037,241.28744958948207,normal,reboot,LU,C,64,normal reboot
565,52575,normal_reboot_LU_C_64_66,333.9698867797852,348.92222595214844,3252.570556640625,3259.066070556641,2019-06-07 20:23:55.868,2019-06-07 20:24:21.894,66,682.8921127319336,6511.636627197266,allmodes,26.026,241.17172693323207,normal,reboot,LU,C,64,normal reboot
566,52694,normal_reboot_LU_C_64_67,345.7340850830078,360.3968734741211,3352.2481689453125,3364.7723693847656,2019-06-07 20:29:52.639,2019-06-07 20:30:19.666,67,706.1309585571289,6717.020538330078,allmodes,27.026999999999997,239.8935906546456,normal,reboot,LU,C,64,normal reboot
567,52815,normal_reboot_LU_C_64_68,346.82613372802734,361.76133728027344,3353.9589233398438,3365.2892456054688,2019-06-07 20:35:50.272,2019-06-07 20:36:17.300,68,708.5874710083008,6719.2481689453125,allmodes,27.028000000000002,239.973148890904,normal,reboot,LU,C,64,normal reboot
568,52935,normal_reboot_LU_C_64_69,340.0676193237305,354.6679153442383,3231.5961303710938,3240.708709716797,2019-06-07 20:41:47.959,2019-06-07 20:42:13.984,69,694.7355346679688,6472.304840087891,allmodes,26.025,239.71499407732932,normal,reboot,LU,C,64,normal reboot
569,53054,normal_reboot_LU_C_64_70,355.35829162597656,357.8436584472656,3355.591522216797,3366.2311401367188,2019-06-07 20:47:44.856,2019-06-07 20:48:11.884,70,713.2019500732422,6721.822662353516,allmodes,27.028000000000002,240.06509508405412,normal,reboot,LU,C,64,normal reboot
570,53177,normal_reboot_LU_C_64_71,339.5138778686524,350.3273162841797,3249.410400390625,3259.001708984375,2019-06-07 20:53:43.391,2019-06-07 20:54:09.413,71,689.841194152832,6508.412109375,allmodes,26.022,241.05230034722226,normal,reboot,LU,C,64,normal reboot
571,53296,normal_reboot_LU_C_64_72,340.08262634277344,355.0248718261719,3252.704132080078,3258.849334716797,2019-06-07 20:59:41.048,2019-06-07 21:00:07.070,72,695.1074981689453,6511.553466796875,allmodes,26.022,241.16864691840283,normal,reboot,LU,C,64,normal reboot
572,53416,normal_reboot_LU_C_64_73,342.8669738769531,349.1038284301758,3251.613494873047,3259.5126953125,2019-06-07 21:05:38.491,2019-06-07 21:06:04.517,73,691.9708023071289,6511.126190185547,allmodes,26.026,241.152821858724,normal,reboot,LU,C,64,normal reboot
573,53534,normal_reboot_LU_C_64_74,351.75254821777344,365.91089630126953,3351.5181579589844,3365.0794067382812,2019-06-07 21:11:35.422,2019-06-07 21:12:02.451,74,717.663444519043,6716.597564697266,allmodes,27.029,239.87848445347373,normal,reboot,LU,C,64,normal reboot
574,53658,normal_reboot_LU_C_64_75,340.89353179931635,354.8506317138672,3251.243865966797,3259.5391235351562,2019-06-07 21:17:33.305,2019-06-07 21:17:59.332,75,695.7441635131836,6510.782989501953,allmodes,26.026999999999997,241.14011072229457,normal,reboot,LU,C,64,normal reboot
575,53775,normal_reboot_LU_C_64_76,356.9356231689453,360.6734924316406,3359.4854431152344,3368.0689697265625,2019-06-07 21:23:29.788,2019-06-07 21:23:56.814,76,717.6091156005859,6727.554412841797,allmodes,27.026,240.2698004586356,normal,reboot,LU,C,64,normal reboot
576,53897,normal_reboot_LU_C_64_77,345.3971633911133,362.2035369873047,3352.710174560547,3363.8632202148438,2019-06-07 21:29:27.186,2019-06-07 21:29:54.216,77,707.600700378418,6716.573394775391,allmodes,27.03,239.87762124197826,normal,reboot,LU,C,64,normal reboot
577,54019,normal_reboot_LU_C_64_78,339.2796554565429,349.8698959350586,3253.9354858398438,3259.644287109375,2019-06-07 21:35:25.610,2019-06-07 21:35:51.647,78,689.1495513916016,6513.579772949219,allmodes,26.037,241.24369529441555,normal,reboot,LU,C,64,normal reboot
578,54137,normal_reboot_LU_C_64_79,349.9295349121094,363.6497039794922,3354.116577148437,3365.891448974609,2019-06-07 21:41:22.099,2019-06-07 21:41:49.127,79,713.5792388916016,6720.008026123047,allmodes,27.028000000000002,240.0002866472517,normal,reboot,LU,C,64,normal reboot
579,54259,normal_reboot_LU_C_64_80,345.05359649658203,363.3144073486328,3350.916534423828,3362.658050537109,2019-06-07 21:47:19.513,2019-06-07 21:47:46.540,80,708.3680038452147,6713.5745849609375,allmodes,27.026999999999997,239.770520891462,normal,reboot,LU,C,64,normal reboot
580,54379,normal_reboot_LU_C_64_81,367.4567565917969,387.31844329833984,2792.2958984375,2966.815093994141,2019-06-07 21:53:17.138,2019-06-07 21:53:46.167,81,754.7751998901367,5759.110992431641,allmodes,29.029,191.970366414388,normal,reboot,LU,C,64,normal reboot
581,54506,normal_reboot_LU_C_64_82,360.68653106689453,380.20469665527344,2750.953521728516,3012.6315307617188,2019-06-07 21:59:16.878,2019-06-07 21:59:45.906,82,740.891227722168,5763.585052490234,allmodes,29.028000000000002,192.11950174967444,normal,reboot,LU,C,64,normal reboot
582,54635,normal_reboot_LU_C_64_83,355.80660247802734,390.86400604248047,2797.053924560547,2994.926177978516,2019-06-07 22:05:17.578,2019-06-07 22:05:46.608,83,746.6706085205078,5791.9801025390625,allmodes,29.03,193.06600341796874,normal,reboot,LU,C,64,normal reboot
583,54762,normal_reboot_LU_C_64_84,360.9025573730469,384.5783920288086,2734.716552734375,3027.5148010253906,2019-06-07 22:11:16.838,2019-06-07 22:11:45.885,84,745.4809494018555,5762.231353759766,allmodes,29.046999999999997,192.07437845865886,normal,reboot,LU,C,64,normal reboot
584,54891,normal_reboot_LU_C_64_85,365.5283508300781,380.0879287719727,2773.2224731445312,3011.0584716796875,2019-06-07 22:17:17.707,2019-06-07 22:17:46.740,85,745.6162796020508,5784.280944824219,allmodes,29.033,192.80936482747398,normal,reboot,LU,C,64,normal reboot
585,55018,normal_reboot_LU_C_64_86,364.83968353271484,381.146713256836,2884.9728393554688,2885.018798828125,2019-06-07 22:23:16.674,2019-06-07 22:23:45.706,86,745.9863967895508,5769.991638183594,allmodes,29.031999999999996,192.33305460611982,normal,reboot,LU,C,64,normal reboot
586,55146,normal_reboot_LU_C_64_87,359.55257415771484,382.92276763916016,2867.0836791992188,2924.656616210937,2019-06-07 22:29:17.812,2019-06-07 22:29:46.844,87,742.475341796875,5791.740295410156,allmodes,29.031999999999996,193.0580098470052,normal,reboot,LU,C,64,normal reboot
587,55273,normal_reboot_LU_C_64_88,364.5493469238281,379.4990921020508,2731.233642578125,3032.0689697265625,2019-06-07 22:35:17.089,2019-06-07 22:35:46.118,88,744.0484390258789,5763.3026123046875,allmodes,29.029,192.11008707682288,normal,reboot,LU,C,64,normal reboot
588,55400,normal_reboot_LU_C_64_89,364.24845123291016,382.29151153564453,2670.784118652344,3099.7139282226562,2019-06-07 22:41:17.036,2019-06-07 22:41:46.064,89,746.5399627685547,5770.498046875,allmodes,29.028000000000002,192.34993489583331,normal,reboot,LU,C,64,normal reboot
589,55529,normal_reboot_LU_C_64_90,361.34761810302734,388.25379180908203,2893.0751342773438,2898.5523681640625,2019-06-07 22:47:17.538,2019-06-07 22:47:46.566,90,749.6014099121094,5791.627502441406,allmodes,29.028000000000002,193.05425008138025,normal,reboot,LU,C,64,normal reboot
590,55657,normal_reboot_LU_C_64_91,369.9325637817383,393.2677536010742,2977.3726196289062,2978.4266662597656,2019-06-07 22:53:16.813,2019-06-07 22:53:46.842,91,763.2003173828125,5955.799285888672,allmodes,30.029,192.12255760931197,normal,reboot,LU,C,64,normal reboot
591,55787,normal_reboot_LU_C_64_92,365.0819091796875,382.557373046875,2671.1303100585933,3096.0311889648438,2019-06-07 22:59:17.121,2019-06-07 22:59:46.158,92,747.6392822265625,5767.1614990234375,allmodes,29.037,192.23871663411458,normal,reboot,LU,C,64,normal reboot
592,55913,normal_reboot_LU_C_64_93,360.29663848876953,382.9871597290039,2775.804443359375,2993.0108337402344,2019-06-07 23:05:16.893,2019-06-07 23:05:45.929,93,743.2837982177734,5768.815277099609,allmodes,29.035999999999998,192.293842569987,normal,reboot,LU,C,64,normal reboot
593,56040,normal_reboot_LU_C_64_94,377.8437805175781,385.88961029052734,2838.371368408203,3116.891143798828,2019-06-07 23:11:16.752,2019-06-07 23:11:46.784,94,763.7333908081055,5955.262512207031,allmodes,30.031999999999996,192.1052423292591,normal,reboot,LU,C,64,normal reboot
594,56170,normal_reboot_LU_C_64_95,363.9707412719727,384.8455123901367,2880.7481079101562,2881.338714599609,2019-06-07 23:17:16.783,2019-06-07 23:17:45.821,95,748.8162536621094,5762.086822509766,allmodes,29.038,192.0695607503255,normal,reboot,LU,C,64,normal reboot
595,56297,normal_reboot_LU_C_64_96,360.8257141113281,380.04317474365234,2729.2987365722656,3031.865997314453,2019-06-07 23:23:16.223,2019-06-07 23:23:45.254,96,740.8688888549805,5761.164733886719,allmodes,29.031,192.03882446289063,normal,reboot,LU,C,64,normal reboot
596,56424,normal_reboot_LU_C_64_97,360.7302932739258,382.1461944580078,2882.540405273437,2884.1435546875,2019-06-07 23:29:15.985,2019-06-07 23:29:45.019,97,742.8764877319336,5766.6839599609375,allmodes,29.034000000000002,192.22279866536462,normal,reboot,LU,C,64,normal reboot
597,56551,normal_reboot_LU_C_64_98,370.6165466308594,396.5637435913086,2871.0873413085938,3085.4683837890625,2019-06-07 23:35:15.874,2019-06-07 23:35:45.916,98,767.180290222168,5956.555725097656,allmodes,30.041999999999998,192.146958874118,normal,reboot,LU,C,64,normal reboot
598,56681,normal_reboot_LU_C_64_99,363.0317153930664,386.23731994628906,2711.9166259765625,3053.0831298828125,2019-06-07 23:41:16.060,2019-06-07 23:41:45.091,99,749.2690353393555,5764.999755859375,allmodes,29.031,192.16665852864585,normal,reboot,LU,C,64,normal reboot
599,56808,normal_reboot_LU_C_64_100,363.8670120239258,384.1549224853516,2745.8587341308594,3018.7374877929688,2019-06-07 23:47:15.517,2019-06-07 23:47:44.550,100,748.0219345092772,5764.596221923828,allmodes,29.033,192.1532073974609,normal,reboot,LU,C,64,normal reboot
600,56937,normal_normal_CG_C_32_1,191.4185562133789,44.005615234375,1368.3761901855466,563.4639892578125,2019-06-07 23:53:16.285,2019-06-07 23:53:27.293,1,235.4241714477539,1931.8401794433594,allmodes,11.008,160.98668162027994,normal,normal,CG,C,32,normal normal
601,56977,normal_normal_CG_C_32_2,195.85687255859372,43.58122253417969,1366.687469482422,563.3121032714844,2019-06-07 23:53:30.298,2019-06-07 23:53:41.311,2,239.43809509277344,1929.9995727539065,allmodes,11.013,160.8332977294922,normal,normal,CG,C,32,normal normal
602,57017,normal_normal_CG_C_32_3,193.2949752807617,43.43455505371094,1355.0882263183596,562.6597290039061,2019-06-07 23:53:44.317,2019-06-07 23:53:55.325,3,236.72953033447263,1917.7479553222656,allmodes,11.008,159.8123296101888,normal,normal,CG,C,32,normal normal
603,57059,normal_normal_CG_C_32_4,195.17796325683597,43.41236114501953,1364.88330078125,561.2977294921875,2019-06-07 23:53:59.330,2019-06-07 23:54:10.338,4,238.59032440185547,1926.1810302734373,allmodes,11.008,160.51508585611978,normal,normal,CG,C,32,normal normal
604,57099,normal_normal_CG_C_32_5,196.43392181396484,43.47285461425781,1371.7203063964846,565.4607849121094,2019-06-07 23:54:13.344,2019-06-07 23:54:24.351,5,239.90677642822263,1937.1810913085935,allmodes,11.007,161.43175760904947,normal,normal,CG,C,32,normal normal
605,57139,normal_normal_CG_C_32_6,196.148681640625,43.732666015625,1371.2149658203125,561.0965576171875,2019-06-07 23:54:27.355,2019-06-07 23:54:38.362,6,239.88134765625,1932.3115234375,allmodes,11.007,161.02596028645834,normal,normal,CG,C,32,normal normal
606,57179,normal_normal_CG_C_32_7,208.80924224853518,47.84019470214844,1465.5429382324219,606.1694946289062,2019-06-07 23:54:41.367,2019-06-07 23:54:53.375,7,256.6494369506836,2071.712432861328,allmodes,12.008,159.3624948354868,normal,normal,CG,C,32,normal normal
607,57222,normal_normal_CG_C_32_8,196.64493560791016,43.48329162597656,1371.994110107422,563.0474548339844,2019-06-07 23:54:56.381,2019-06-07 23:55:07.389,8,240.12822723388672,1935.0415649414065,allmodes,11.008,161.2534637451172,normal,normal,CG,C,32,normal normal
608,57262,normal_normal_CG_C_32_9,195.31329345703125,43.49024963378906,1370.6585388183596,587.0350341796875,2019-06-07 23:55:10.394,2019-06-07 23:55:21.400,9,238.8035430908203,1957.6935729980469,allmodes,11.005999999999998,163.14113108317056,normal,normal,CG,C,32,normal normal
609,57302,normal_normal_CG_C_32_10,194.53284454345703,43.82713317871094,1362.461669921875,596.4568176269531,2019-06-07 23:55:24.405,2019-06-07 23:55:35.416,10,238.359977722168,1958.9184875488281,allmodes,11.011,163.2432072957357,normal,normal,CG,C,32,normal normal
610,57342,normal_normal_CG_C_32_11,209.198974609375,47.59690856933594,1468.2176818847656,611.3205871582031,2019-06-07 23:55:38.421,2019-06-07 23:55:50.429,11,256.7958831787109,2079.5382690429688,allmodes,12.008,159.96448223407452,normal,normal,CG,C,32,normal normal
611,57385,normal_normal_CG_C_32_12,196.4581756591797,43.60749816894531,1371.5250549316404,562.096923828125,2019-06-07 23:55:53.433,2019-06-07 23:56:04.441,12,240.065673828125,1933.6219787597656,allmodes,11.008,161.13516489664713,normal,normal,CG,C,32,normal normal
612,57425,normal_normal_CG_C_32_13,195.6966857910156,43.38247680664063,1368.8044738769534,564.151611328125,2019-06-07 23:56:07.446,2019-06-07 23:56:18.454,13,239.07916259765625,1932.9560852050781,allmodes,11.008,161.07967376708984,normal,normal,CG,C,32,normal normal
613,57465,normal_normal_CG_C_32_14,193.5112075805664,43.806488037109375,1355.9498901367188,617.219482421875,2019-06-07 23:56:21.459,2019-06-07 23:56:32.470,14,237.31769561767575,1973.1693725585935,allmodes,11.011,164.43078104654947,normal,normal,CG,C,32,normal normal
614,57507,normal_normal_CG_C_32_15,197.6573181152344,43.62084197998047,1372.1626892089846,562.4703063964844,2019-06-07 23:56:36.478,2019-06-07 23:56:47.486,15,241.27816009521484,1934.6329956054688,allmodes,11.008,161.21941630045572,normal,normal,CG,C,32,normal normal
615,57547,normal_normal_CG_C_32_16,196.64974975585938,43.88129425048828,1371.2420349121096,560.5457763671875,2019-06-07 23:56:50.490,2019-06-07 23:57:01.498,16,240.53104400634768,1931.7878112792969,allmodes,11.008,160.98231760660806,normal,normal,CG,C,32,normal normal
616,57587,normal_normal_CG_C_32_17,195.0855712890625,43.757232666015625,1363.5174255371096,564.7249755859375,2019-06-07 23:57:04.502,2019-06-07 23:57:15.513,17,238.8428039550781,1928.2424011230469,allmodes,11.011,160.6868667602539,normal,normal,CG,C,32,normal normal
617,57628,normal_normal_CG_C_32_18,209.0369415283203,47.748313903808594,1473.5684814453125,608.1781005859375,2019-06-07 23:57:18.519,2019-06-07 23:57:30.527,18,256.7852554321289,2081.74658203125,allmodes,12.008,160.13435246394232,normal,normal,CG,C,32,normal normal
618,57670,normal_normal_CG_C_32_19,196.78375244140625,43.741188049316406,1370.9118347167966,587.8955688476562,2019-06-07 23:57:33.532,2019-06-07 23:57:44.538,19,240.52494049072263,1958.807403564453,allmodes,11.005999999999998,163.23395029703775,normal,normal,CG,C,32,normal normal
619,57710,normal_normal_CG_C_32_20,194.4976272583008,43.83880615234375,1363.538604736328,558.3332824707031,2019-06-07 23:57:47.543,2019-06-07 23:57:58.554,20,238.33643341064453,1921.8718872070312,allmodes,11.011,160.15599060058594,normal,normal,CG,C,32,normal normal
620,57752,normal_normal_CG_C_32_21,196.3229217529297,43.629859924316406,1372.4332885742188,562.0351867675781,2019-06-07 23:58:02.560,2019-06-07 23:58:13.568,21,239.9527816772461,1934.4684753417969,allmodes,11.008,161.20570627848306,normal,normal,CG,C,32,normal normal
621,57792,normal_normal_CG_C_32_22,197.5659637451172,43.75759887695313,1372.2888793945312,561.2196655273439,2019-06-07 23:58:16.573,2019-06-07 23:58:27.581,22,241.3235626220703,1933.508544921875,allmodes,11.008,161.1257120768229,normal,normal,CG,C,32,normal normal
622,57832,normal_normal_CG_C_32_23,196.6744384765625,43.74544525146485,1371.6257019042966,562.7373046875,2019-06-07 23:58:30.585,2019-06-07 23:58:41.593,23,240.41988372802732,1934.3630065917969,allmodes,11.008,161.19691721598306,normal,normal,CG,C,32,normal normal
623,57872,normal_normal_CG_C_32_24,194.98470306396484,43.73876190185547,1363.8634643554688,570.7322692871094,2019-06-07 23:58:44.598,2019-06-07 23:58:55.611,24,238.7234649658203,1934.5957336425781,allmodes,11.013,161.2163111368815,normal,normal,CG,C,32,normal normal
624,57915,normal_normal_CG_C_32_25,197.61841583251956,43.638038635253906,1372.5000915527346,573.4521179199219,2019-06-07 23:58:59.617,2019-06-07 23:59:10.625,25,241.25645446777344,1945.952209472656,allmodes,11.008,162.16268412272134,normal,normal,CG,C,32,normal normal
625,57954,normal_normal_CG_C_32_26,196.86695098876956,43.72901153564453,1370.9052734375,558.9220886230469,2019-06-07 23:59:13.631,2019-06-07 23:59:24.638,26,240.5959625244141,1929.8273620605469,allmodes,11.007,160.8189468383789,normal,normal,CG,C,32,normal normal
626,57994,normal_normal_CG_C_32_27,196.0588531494141,45.03919982910156,1367.5244750976562,564.7228393554688,2019-06-07 23:59:27.642,2019-06-07 23:59:38.655,27,241.0980529785156,1932.247314453125,allmodes,11.013,161.0206095377604,normal,normal,CG,C,32,normal normal
