,target,RAPL_ENERGY_DRAM_0,RAPL_ENERGY_DRAM_1,RAPL_ENERGY_PKG_0,RAPL_ENERGY_PKG_1,begin,end,entryNumber,RAPL_ENERGY_PKG_all,RAPL_ENERGY_DRAM_all,Machine,time,powers_av_all,type,methode,bench,class,Nbprocess,y_ax
421,normal_test_pbzip_C_32_11,80.44328308105469,70.6219253540039,921.0883178710938,849.0592346191406,2019-08-05 12:04:24.489,2019-08-05 12:04:32.494,11,1921.212760925293,3842.425521850586,optxDahu17xmix,8.005,213.46808454725476,normal,test,pbzip,C,32,normal test
454,normal_test_pbzip_C_32_12,86.35667419433594,82.90778350830078,961.4681701660156,986.1752014160156,2019-08-05 12:04:36.499,2019-08-05 12:04:45.505,12,2116.907829284668,4233.815658569336,optxDahu17xmix,9.006,211.6907829284668,normal,test,pbzip,C,32,normal test
488,normal_test_pbzip_C_32_13,80.4238052368164,86.73442077636719,926.9214782714844,1077.0888366699219,2019-08-05 12:04:48.510,2019-08-05 12:04:57.516,13,2171.16854095459,4342.33708190918,optxDahu17xmix,9.006,217.116854095459,normal,test,pbzip,C,32,normal test
522,normal_test_pbzip_C_32_14,81.88610076904297,69.57991790771484,945.4197692871094,840.9173583984375,2019-08-05 12:05:00.522,2019-08-05 12:05:08.528,14,1937.8031463623047,3875.6062927246094,optxDahu17xmix,8.006,215.31146070692273,normal,test,pbzip,C,32,normal test
555,normal_test_pbzip_C_32_15,75.77522277832031,74.6480941772461,866.800537109375,891.754150390625,2019-08-05 12:05:12.533,2019-08-05 12:05:20.539,15,1908.9780044555664,3817.956008911133,optxDahu17xmix,8.006,212.1086671617296,normal,test,pbzip,C,32,normal test
586,normal_test_pbzip_C_32_16,88.24288177490234,81.35291290283203,986.0209655761719,962.1765441894531,2019-08-05 12:05:23.543,2019-08-05 12:05:32.549,16,2117.7933044433594,4235.586608886719,optxDahu17xmix,9.006,211.77933044433593,normal,test,pbzip,C,32,normal test
620,normal_test_pbzip_C_32_17,102.02581024169922,84.93489837646484,1100.0711669921875,1013.2958984375,2019-08-05 12:05:35.555,2019-08-05 12:05:45.562,17,2300.3277740478516,4600.655548095703,optxDahu17xmix,10.007,209.12070673162287,normal,test,pbzip,C,32,normal test
657,normal_test_pbzip_C_32_18,91.60322570800781,78.15034484863281,1011.5563659667969,935.4013671875,2019-08-05 12:05:48.566,2019-08-05 12:05:57.573,18,2116.7113037109375,4233.422607421875,optxDahu17xmix,9.007,211.67113037109374,normal,test,pbzip,C,32,normal test
694,normal_test_pbzip_C_32_19,77.4499740600586,73.18031311035156,916.1698303222656,912.5624694824219,2019-08-05 12:06:01.579,2019-08-05 12:06:09.584,19,1979.3625869750977,3958.7251739501953,optxDahu17xmix,8.005,219.9291763305664,normal,test,pbzip,C,32,normal test
724,normal_test_pbzip_C_32_20,95.76182556152344,89.15858459472656,1114.4791259765625,1022.6875915527344,2019-08-05 12:06:12.589,2019-08-05 12:06:22.596,20,2322.087127685547,4644.174255371094,optxDahu17xmix,10.007,211.09882978959516,normal,test,pbzip,C,32,normal test
768,normal_test_sha_B_1_1,24.540740966796875,11.563941955566406,224.33316040039062,163.503173828125,2019-08-05 12:06:28.602,2019-08-05 12:06:31.604,1,423.9410171508789,847.8820343017578,optxDahu17xmix,3.002,105.98525428771973,normal,test,sha,B,1,normal test
784,normal_test_sha_B_1_2,9.838706970214844,14.263603210449219,122.18994140625,129.3563232421875,2019-08-05 12:06:34.609,2019-08-05 12:06:36.610,2,275.64857482910156,551.2971496582031,optxDahu17xmix,2.001,91.88285827636719,normal,test,sha,B,1,normal test
799,normal_test_sha_B_1_3,9.819747924804688,14.163475036621094,121.953369140625,129.34014892578125,2019-08-05 12:06:40.615,2019-08-05 12:06:42.617,3,275.27674102783203,550.5534820556641,optxDahu17xmix,2.002,91.75891367594402,normal,test,sha,B,1,normal test
812,normal_test_sha_B_1_4,19.65636444091797,28.129409790039062,276.8707275390625,263.2982482910156,2019-08-05 12:06:45.621,2019-08-05 12:06:49.624,4,587.9547500610352,1175.9095001220703,optxDahu17xmix,4.003,117.59095001220703,normal,test,sha,B,1,normal test
831,normal_test_sha_B_1_5,16.492523193359375,7.777091979980469,145.33218383789062,103.07156372070312,2019-08-05 12:06:52.630,2019-08-05 12:06:54.631,5,272.6733627319336,545.3467254638672,optxDahu17xmix,2.001,90.89112091064453,normal,test,sha,B,1,normal test
846,normal_test_sha_B_1_6,9.76934814453125,14.245903015136719,121.65167236328125,128.35092163085938,2019-08-05 12:06:58.636,2019-08-05 12:07:00.638,6,274.0178451538086,548.0356903076172,optxDahu17xmix,2.002,91.3392817179362,normal,test,sha,B,1,normal test
861,normal_test_sha_B_1_7,9.759025573730469,14.138771057128906,120.1221923828125,129.196044921875,2019-08-05 12:07:04.644,2019-08-05 12:07:06.645,7,273.2160339355469,546.4320678710938,optxDahu17xmix,2.001,91.07201131184895,normal,test,sha,B,1,normal test
873,normal_test_sha_B_1_8,24.254531860351562,11.742317199707031,208.74392700195312,151.83132934570312,2019-08-05 12:07:09.650,2019-08-05 12:07:12.652,8,396.57210540771484,793.1442108154297,optxDahu17xmix,3.002,99.14302635192871,normal,test,sha,B,1,normal test
889,normal_test_sha_B_1_9,24.596054077148438,11.527435302734375,211.87350463867188,153.06231689453125,2019-08-05 12:07:15.657,2019-08-05 12:07:18.660,9,401.05931091308594,802.1186218261719,optxDahu17xmix,3.003,100.26482772827148,normal,test,sha,B,1,normal test
906,normal_test_sha_B_1_10,24.688705444335938,11.453193664550781,221.01181030273438,169.78384399414062,2019-08-05 12:07:21.664,2019-08-05 12:07:24.666,10,426.9375534057617,853.8751068115234,optxDahu17xmix,3.002,106.73438835144043,normal,test,sha,B,1,normal test
921,normal_test_sha_B_1_11,32.370887756347656,15.327774047851562,288.8733825683594,228.17465209960938,2019-08-05 12:07:27.670,2019-08-05 12:07:31.672,11,564.746696472168,1129.493392944336,optxDahu17xmix,4.002,112.9493392944336,normal,test,sha,B,1,normal test
941,normal_test_sha_B_1_12,24.69940185546875,11.459083557128906,225.83847045898438,177.4530029296875,2019-08-05 12:07:34.678,2019-08-05 12:07:37.680,12,439.44995880126953,878.8999176025391,optxDahu17xmix,3.002,109.86248970031738,normal,test,sha,B,1,normal test
957,normal_test_sha_B_1_13,24.334518432617188,11.566482543945312,211.32281494140625,154.98333740234375,2019-08-05 12:07:40.684,2019-08-05 12:07:43.685,13,402.2071533203125,804.414306640625,optxDahu17xmix,3.001,100.55178833007812,normal,test,sha,B,1,normal test
975,normal_test_sha_B_1_14,24.708389282226562,11.483100891113281,222.49777221679688,171.82620239257812,2019-08-05 12:07:47.691,2019-08-05 12:07:50.692,14,430.51546478271484,861.0309295654297,optxDahu17xmix,3.001,107.62886619567871,normal,test,sha,B,1,normal test
990,normal_test_sha_B_1_15,24.462478637695312,11.486457824707031,211.0206298828125,153.78961181640625,2019-08-05 12:07:53.697,2019-08-05 12:07:56.699,15,400.7591781616211,801.5183563232422,optxDahu17xmix,3.002,100.18979454040527,normal,test,sha,B,1,normal test
1007,normal_test_sha_B_1_16,9.774703979492188,14.252426147460938,120.90176391601562,125.88323974609375,2019-08-05 12:07:59.703,2019-08-05 12:08:01.705,16,270.8121337890625,541.624267578125,optxDahu17xmix,2.002,90.27071126302083,normal,test,sha,B,1,normal test
1022,normal_test_sha_B_1_17,24.724105834960938,11.592369079589844,219.494873046875,173.11306762695312,2019-08-05 12:08:05.714,2019-08-05 12:08:08.716,17,428.9244155883789,857.8488311767578,optxDahu17xmix,3.002,107.23110389709473,normal,test,sha,B,1,normal test
1037,normal_test_sha_B_1_18,24.44219970703125,11.537338256835938,208.93096923828125,151.599853515625,2019-08-05 12:08:11.721,2019-08-05 12:08:14.723,18,396.51036071777344,793.0207214355469,optxDahu17xmix,3.002,99.12759017944336,normal,test,sha,B,1,normal test
1054,normal_test_sha_B_1_19,9.765335083007812,14.259559631347656,119.49142456054688,126.19363403320312,2019-08-05 12:08:17.729,2019-08-05 12:08:19.730,19,269.70995330810547,539.4199066162109,optxDahu17xmix,2.001,89.90331776936848,normal,test,sha,B,1,normal test
1069,normal_test_sha_B_1_20,24.538818359375,11.654747009277344,218.551513671875,165.71240234375,2019-08-05 12:08:23.735,2019-08-05 12:08:26.737,20,420.45748138427734,840.9149627685547,optxDahu17xmix,3.002,105.11437034606934,normal,test,sha,B,1,normal test
1185,normal_test_linpack_B_1_1,112.32115173339844,161.8558349609375,1315.09814453125,1541.4227294921875,2019-08-05 12:09:19.771,2019-08-05 12:09:42.788,1,3130.6978607177734,6261.395721435547,optxDahu17xmix,23.017,130.44574419657388,normal,test,linpack,B,1,normal test
1261,normal_test_linpack_B_1_2,107.1427993774414,154.56414031982422,1247.4876708984375,1478.9351806640625,2019-08-05 12:09:45.793,2019-08-05 12:10:07.805,2,2988.1297912597656,5976.259582519531,optxDahu17xmix,22.012,129.91868657651156,normal,test,linpack,B,1,normal test
1336,normal_test_linpack_B_1_3,101.7183609008789,147.90747833251953,1203.6810913085938,1438.0827941894531,2019-08-05 12:10:11.810,2019-08-05 12:10:32.825,3,2891.3897247314453,5782.779449462891,optxDahu17xmix,21.015,131.42680566961116,normal,test,linpack,B,1,normal test
1405,normal_test_linpack_B_1_4,180.67704010009766,82.24944305419922,1628.4541931152344,1129.9992980957031,2019-08-05 12:10:35.830,2019-08-05 12:10:57.845,4,3021.3799743652344,6042.759948730469,optxDahu17xmix,22.015,131.36434671153194,normal,test,linpack,B,1,normal test
1479,normal_test_linpack_B_1_5,106.85015869140625,154.2846221923828,1260.2037963867188,1479.1548156738281,2019-08-05 12:11:00.851,2019-08-05 12:11:22.867,5,3000.493392944336,6000.986785888672,optxDahu17xmix,22.016,130.4562344758407,normal,test,linpack,B,1,normal test
1552,normal_test_linpack_B_1_6,172.63921356201172,78.34979248046875,1563.3844299316406,1079.39599609375,2019-08-05 12:11:25.873,2019-08-05 12:11:46.888,6,2893.769432067871,5787.538864135742,optxDahu17xmix,21.015,131.53497418490323,normal,test,linpack,B,1,normal test
1622,normal_test_linpack_B_1_7,106.8144302368164,154.3982162475586,1264.5508422851562,1494.4695129394531,2019-08-05 12:11:49.893,2019-08-05 12:12:11.909,7,3020.2330017089844,6040.466003417969,optxDahu17xmix,22.016,131.31447833517322,normal,test,linpack,B,1,normal test
1695,normal_test_linpack_B_1_8,180.20953369140625,82.44507598876953,1615.7676696777344,1122.4233703613281,2019-08-05 12:12:14.913,2019-08-05 12:12:36.925,8,3000.8456497192383,6001.691299438477,optxDahu17xmix,22.012,130.47154998779297,normal,test,linpack,B,1,normal test
1767,normal_test_linpack_B_1_9,141.04510498046875,204.11157989501953,1838.3672180175781,1918.0106506347656,2019-08-05 12:12:39.930,2019-08-05 12:13:08.946,9,4101.534553527832,8203.069107055664,optxDahu17xmix,29.016,136.71781845092772,normal,test,linpack,B,1,normal test
1864,normal_test_linpack_B_1_10,172.6382598876953,78.57076263427734,1563.4737854003906,1079.5569152832031,2019-08-05 12:13:12.953,2019-08-05 12:13:33.969,10,2894.2397232055664,5788.479446411133,optxDahu17xmix,21.016,131.55635105479848,normal,test,linpack,B,1,normal test
1934,normal_test_linpack_B_1_11,180.6145248413086,82.17700958251953,1637.3544616699219,1127.8154602050781,2019-08-05 12:13:36.973,2019-08-05 12:13:58.986,11,3027.961456298828,6055.922912597656,optxDahu17xmix,22.013,131.65049809994906,normal,test,linpack,B,1,normal test
2007,normal_test_linpack_B_1_12,116.5015869140625,168.9552764892578,1466.5134887695312,1617.3885803222656,2019-08-05 12:14:01.990,2019-08-05 12:14:26.005,12,3369.358932495117,6738.717864990234,optxDahu17xmix,24.015,134.77435729980468,normal,test,linpack,B,1,normal test
2086,normal_test_linpack_B_1_13,106.58085632324219,154.72622680664062,1257.339599609375,1501.147216796875,2019-08-05 12:14:29.010,2019-08-05 12:14:51.022,13,3019.793899536133,6039.587799072266,optxDahu17xmix,22.012,131.2953869363536,normal,test,linpack,B,1,normal test
2158,normal_test_linpack_B_1_14,180.5757598876953,82.42591857910156,1633.6235961914062,1128.5593566894531,2019-08-05 12:14:54.027,2019-08-05 12:15:16.039,14,3025.1846313476562,6050.3692626953125,optxDahu17xmix,22.012,131.52976658033288,normal,test,linpack,B,1,normal test
2232,normal_test_linpack_B_1_15,172.74083709716797,78.60112762451172,1574.5953674316406,1078.7784423828125,2019-08-05 12:15:19.044,2019-08-05 12:15:40.059,15,2904.715774536133,5809.431549072266,optxDahu17xmix,21.015,132.03253520618784,normal,test,linpack,B,1,normal test
2304,normal_test_linpack_B_1_16,121.8126220703125,176.22107696533203,1556.5006408691406,1664.9180297851562,2019-08-05 12:15:44.066,2019-08-05 12:16:09.082,16,3519.4523696899414,7038.904739379883,optxDahu17xmix,25.016,135.36355268038236,normal,test,linpack,B,1,normal test
2388,normal_test_linpack_B_1_17,172.9036102294922,78.65312194824219,1564.2323608398438,1079.3071594238281,2019-08-05 12:16:13.087,2019-08-05 12:16:34.102,17,2895.0962524414062,5790.1925048828125,optxDahu17xmix,21.015,131.5952842018821,normal,test,linpack,B,1,normal test
2458,normal_test_linpack_B_1_18,107.09747314453125,154.44317626953125,1290.5374450683594,1485.5220947265625,2019-08-05 12:16:37.106,2019-08-05 12:16:59.123,18,3037.6001892089844,6075.200378417969,optxDahu17xmix,22.017,132.06957344386888,normal,test,linpack,B,1,normal test
2533,normal_test_linpack_B_1_19,137.9132537841797,148.14041137695312,1566.8092041015625,1508.6648864746094,2019-08-05 12:17:03.133,2019-08-05 12:17:27.148,19,3361.5277557373047,6723.055511474609,optxDahu17xmix,24.015,134.4611102294922,normal,test,linpack,B,1,normal test
2614,normal_test_linpack_B_1_20,110.30551147460938,147.8960189819336,1257.5432434082031,1434.8928833007812,2019-08-05 12:17:31.152,2019-08-05 12:17:52.166,20,2950.6376571655273,5901.275314331055,optxDahu17xmix,21.014,134.11989350752398,normal,test,linpack,B,1,normal test
2754,optimized_test_pbzip_C_32_1,123.04114532470703,38.222137451171875,1259.906494140625,476.9429626464844,2019-08-05 12:23:41.709,2019-08-05 12:23:51.715,1,1898.1127395629883,3796.2254791259766,optxDahu17xmix,10.006,172.5557035966353,optimized,test,pbzip,C,32,optimized test
2793,optimized_test_pbzip_C_32_2,123.22200012207031,38.47395324707031,1259.1360168457031,472.525146484375,2019-08-05 12:23:55.720,2019-08-05 12:24:05.727,2,1893.3571166992188,3786.7142333984375,optxDahu17xmix,10.007,172.12337424538353,optimized,test,pbzip,C,32,optimized test
2830,optimized_test_pbzip_C_32_3,134.67794799804688,41.77674865722656,1375.4756469726562,505.43572998046875,2019-08-05 12:24:08.731,2019-08-05 12:24:19.739,3,2057.3660736083984,4114.732147216797,optxDahu17xmix,11.008,171.44717280069986,optimized,test,pbzip,C,32,optimized test
2870,optimized_test_pbzip_C_32_4,134.63697814941406,41.886741638183594,1379.1556701660156,498.716796875,2019-08-05 12:24:22.743,2019-08-05 12:24:33.750,4,2054.3961868286133,4108.792373657227,optxDahu17xmix,11.007,171.19968223571777,optimized,test,pbzip,C,32,optimized test
2910,optimized_test_pbzip_C_32_5,135.44515228271484,41.657501220703125,1384.5413208007812,494.5729675292969,2019-08-05 12:24:36.754,2019-08-05 12:24:47.767,5,2056.216941833496,4112.433883666992,optxDahu17xmix,11.013,171.351411819458,optimized,test,pbzip,C,32,optimized test
2951,optimized_test_pbzip_C_32_6,135.27163696289062,41.687889099121094,1385.5857543945312,491.19549560546875,2019-08-05 12:24:50.772,2019-08-05 12:25:01.779,6,2053.7407760620117,4107.481552124023,optxDahu17xmix,11.007,171.14506467183432,optimized,test,pbzip,C,32,optimized test
2990,optimized_test_pbzip_C_32_7,135.15225219726562,41.5687255859375,1385.4005737304688,489.0522766113281,2019-08-05 12:25:04.783,2019-08-05 12:25:15.790,7,2051.173828125,4102.34765625,optxDahu17xmix,11.007,170.93115234375,optimized,test,pbzip,C,32,optimized test
3030,optimized_test_pbzip_C_32_8,135.2313461303711,41.51447296142578,1387.6668395996094,489.96124267578125,2019-08-05 12:25:18.795,2019-08-05 12:25:29.802,8,2054.3739013671875,4108.747802734375,optxDahu17xmix,11.007,171.19782511393228,optimized,test,pbzip,C,32,optimized test
3070,optimized_test_pbzip_C_32_9,135.44486236572266,41.49763488769531,1386.6371459960938,486.27728271484375,2019-08-05 12:25:32.806,2019-08-05 12:25:43.813,9,2049.8569259643555,4099.713851928711,optxDahu17xmix,11.007,170.82141049702963,optimized,test,pbzip,C,32,optimized test
3110,optimized_test_pbzip_C_32_10,134.19290924072266,41.77455139160156,1378.357666015625,487.2744140625,2019-08-05 12:25:46.817,2019-08-05 12:25:57.825,10,2041.5995407104492,4083.1990814208984,optxDahu17xmix,11.008,170.1332950592041,optimized,test,pbzip,C,32,optimized test
3150,optimized_test_pbzip_C_32_11,133.7742691040039,41.76201629638672,1374.7010498046875,487.2521667480469,2019-08-05 12:26:00.829,2019-08-05 12:26:11.837,11,2037.489501953125,4074.97900390625,optxDahu17xmix,11.008,169.7907918294271,optimized,test,pbzip,C,32,optimized test
3192,optimized_test_pbzip_C_32_12,134.50958251953125,41.74687194824219,1373.3437194824219,481.972412109375,2019-08-05 12:26:15.842,2019-08-05 12:26:26.848,12,2031.5725860595703,4063.1451721191406,optxDahu17xmix,11.006,169.2977155049642,optimized,test,pbzip,C,32,optimized test
3232,optimized_test_pbzip_C_32_13,135.13124084472656,41.79155731201172,1383.1715698242188,482.36517333984375,2019-08-05 12:26:29.853,2019-08-05 12:26:40.860,13,2042.4595413208008,4084.9190826416016,optxDahu17xmix,11.007,170.2049617767334,optimized,test,pbzip,C,32,optimized test
3272,optimized_test_pbzip_C_32_14,135.59940338134766,41.87397766113281,1388.0110473632812,480.8340759277344,2019-08-05 12:26:43.864,2019-08-05 12:26:54.871,14,2046.318504333496,4092.637008666992,optxDahu17xmix,11.007,170.52654202779135,optimized,test,pbzip,C,32,optimized test
3312,optimized_test_pbzip_C_32_15,134.9864501953125,41.69757080078125,1383.9701843261719,481.4750061035156,2019-08-05 12:26:57.876,2019-08-05 12:27:08.891,15,2042.1292114257812,4084.2584228515625,optxDahu17xmix,11.015,170.17743428548178,optimized,test,pbzip,C,32,optimized test
3352,optimized_test_pbzip_C_32_16,133.9371566772461,41.85541534423828,1376.8218383789062,483.2235107421875,2019-08-05 12:27:11.896,2019-08-05 12:27:22.903,16,2035.8379211425781,4071.6758422851562,optxDahu17xmix,11.007,169.65316009521484,optimized,test,pbzip,C,32,optimized test
3394,optimized_test_pbzip_C_32_17,135.13053131103516,41.819236755371094,1381.0348510742188,479.360107421875,2019-08-05 12:27:26.908,2019-08-05 12:27:37.915,17,2037.3447265625,4074.689453125,optxDahu17xmix,11.007,169.77872721354166,optimized,test,pbzip,C,32,optimized test
3434,optimized_test_pbzip_C_32_18,135.38082885742188,41.747108459472656,1388.3424987792969,482.21441650390625,2019-08-05 12:27:40.919,2019-08-05 12:27:51.926,18,2047.6848526000977,4095.3697052001953,optxDahu17xmix,11.007,170.64040438334146,optimized,test,pbzip,C,32,optimized test
3475,optimized_test_pbzip_C_32_19,134.0643768310547,41.7498779296875,1379.459228515625,483.6592102050781,2019-08-05 12:27:54.931,2019-08-05 12:28:05.939,19,2038.9326934814453,4077.8653869628906,optxDahu17xmix,11.008,169.91105779012045,optimized,test,pbzip,C,32,optimized test
3517,optimized_test_pbzip_C_32_20,134.82688903808594,41.782264709472656,1380.2939758300781,479.1579284667969,2019-08-05 12:28:09.944,2019-08-05 12:28:20.951,20,2036.0610580444336,4072.122116088867,optxDahu17xmix,11.007,169.67175483703613,optimized,test,pbzip,C,32,optimized test
3560,optimized_test_sha_B_1_1,33.028900146484375,15.287910461425781,328.2439880371094,220.3050537109375,2019-08-05 12:28:25.956,2019-08-05 12:28:29.959,1,596.865852355957,1193.731704711914,optxDahu17xmix,4.003,119.3731704711914,optimized,test,sha,B,1,optimized test
3579,optimized_test_sha_B_1_2,32.907318115234375,15.2415771484375,320.1211242675781,221.16421508789062,2019-08-05 12:28:32.964,2019-08-05 12:28:36.965,2,589.4342346191406,1178.8684692382812,optxDahu17xmix,4.001,117.88684692382813,optimized,test,sha,B,1,optimized test
3599,optimized_test_sha_B_1_3,32.825965881347656,15.208755493164062,319.45965576171875,227.92355346679688,2019-08-05 12:28:39.970,2019-08-05 12:28:43.972,3,595.4179306030273,1190.8358612060547,optxDahu17xmix,4.002,119.08358612060547,optimized,test,sha,B,1,optimized test
3618,optimized_test_sha_B_1_4,32.658470153808594,15.325416564941406,312.0516357421875,222.12295532226562,2019-08-05 12:28:46.977,2019-08-05 12:28:50.979,4,582.1584777832031,1164.3169555664062,optxDahu17xmix,4.002,116.43169555664062,optimized,test,sha,B,1,optimized test
3636,optimized_test_sha_B_1_5,32.57024383544922,15.225448608398438,311.0267333984375,221.712890625,2019-08-05 12:28:53.983,2019-08-05 12:28:57.985,5,580.5353164672852,1161.0706329345703,optxDahu17xmix,4.002,116.10706329345703,optimized,test,sha,B,1,optimized test
3656,optimized_test_sha_B_1_6,32.581993103027344,15.321708679199219,310.62481689453125,221.83169555664062,2019-08-05 12:29:00.989,2019-08-05 12:29:04.992,6,580.3602142333984,1160.7204284667969,optxDahu17xmix,4.003,116.0720428466797,optimized,test,sha,B,1,optimized test
3675,optimized_test_sha_B_1_7,32.49315643310547,15.349220275878906,309.2000427246094,221.13787841796875,2019-08-05 12:29:07.996,2019-08-05 12:29:11.998,7,578.1802978515625,1156.360595703125,optxDahu17xmix,4.002,115.6360595703125,optimized,test,sha,B,1,optimized test
3695,optimized_test_sha_B_1_8,24.777496337890625,11.369735717773438,234.90005493164062,171.52261352539062,2019-08-05 12:29:16.003,2019-08-05 12:29:19.005,8,442.5699005126953,885.1398010253906,optxDahu17xmix,3.002,110.64247512817383,optimized,test,sha,B,1,optimized test
3711,optimized_test_sha_B_1_9,32.510650634765625,15.2701416015625,304.0096740722656,224.88427734375,2019-08-05 12:29:22.009,2019-08-05 12:29:26.011,9,576.6747436523438,1153.3494873046875,optxDahu17xmix,4.002,115.33494873046875,optimized,test,sha,B,1,optimized test
3731,optimized_test_sha_B_1_10,32.44783020019531,15.288864135742188,301.75714111328125,220.63998413085938,2019-08-05 12:29:29.016,2019-08-05 12:29:33.018,10,570.1338195800781,1140.2676391601562,optxDahu17xmix,4.002,114.02676391601562,optimized,test,sha,B,1,optimized test
3749,optimized_test_sha_B_1_11,32.67048645019531,15.234642028808594,305.0426025390625,222.77120971679688,2019-08-05 12:29:36.022,2019-08-05 12:29:40.024,11,575.7189407348633,1151.4378814697266,optxDahu17xmix,4.002,115.14378814697265,optimized,test,sha,B,1,optimized test
3769,optimized_test_sha_B_1_12,32.962921142578125,15.293167114257812,306.5177001953125,226.64398193359375,2019-08-05 12:29:43.029,2019-08-05 12:29:47.031,12,581.4177703857422,1162.8355407714844,optxDahu17xmix,4.002,116.28355407714844,optimized,test,sha,B,1,optimized test
3788,optimized_test_sha_B_1_13,32.90129089355469,15.210403442382812,306.05511474609375,224.4757080078125,2019-08-05 12:29:50.036,2019-08-05 12:29:54.038,13,578.6425170898438,1157.2850341796875,optxDahu17xmix,4.002,115.72850341796875,optimized,test,sha,B,1,optimized test
3806,optimized_test_sha_B_1_14,24.78559112548828,11.423416137695312,229.07150268554688,171.41555786132812,2019-08-05 12:29:57.042,2019-08-05 12:30:00.044,14,436.6960678100586,873.3921356201172,optxDahu17xmix,3.002,109.17401695251465,optimized,test,sha,B,1,optimized test
3824,optimized_test_sha_B_1_15,24.762100219726562,11.394577026367188,227.24725341796875,171.62667846679688,2019-08-05 12:30:04.049,2019-08-05 12:30:07.051,15,435.0306091308594,870.0612182617188,optxDahu17xmix,3.002,108.75765228271484,optimized,test,sha,B,1,optimized test
3840,optimized_test_sha_B_1_16,32.55418395996094,15.296249389648438,296.51385498046875,221.42269897460938,2019-08-05 12:30:10.055,2019-08-05 12:30:14.057,16,565.7869873046875,1131.573974609375,optxDahu17xmix,4.002,113.1573974609375,optimized,test,sha,B,1,optimized test
3860,optimized_test_sha_B_1_17,32.60889434814453,15.245109558105469,297.09307861328125,221.77908325195312,2019-08-05 12:30:17.061,2019-08-05 12:30:21.064,17,566.7261657714844,1133.4523315429688,optxDahu17xmix,4.003,113.34523315429688,optimized,test,sha,B,1,optimized test
3878,optimized_test_sha_B_1_18,32.76866912841797,15.227088928222656,298.84490966796875,222.93838500976562,2019-08-05 12:30:24.069,2019-08-05 12:30:28.071,18,569.779052734375,1139.55810546875,optxDahu17xmix,4.002,113.955810546875,optimized,test,sha,B,1,optimized test
3897,optimized_test_sha_B_1_19,32.89601135253906,15.280349731445312,300.1950378417969,226.92355346679688,2019-08-05 12:30:31.075,2019-08-05 12:30:35.078,19,575.2949523925781,1150.5899047851562,optxDahu17xmix,4.003,115.05899047851562,optimized,test,sha,B,1,optimized test
3916,optimized_test_sha_B_1_20,32.916297912597656,15.264350891113281,301.0171203613281,224.56393432617188,2019-08-05 12:30:38.082,2019-08-05 12:30:42.084,20,573.7617034912109,1147.5234069824219,optxDahu17xmix,4.002,114.7523406982422,optimized,test,sha,B,1,optimized test
4039,optimized_test_linpack_B_1_1,264.2681121826172,122.00296783447266,2397.1702880859375,1853.53173828125,2019-08-05 12:31:37.119,2019-08-05 12:32:09.140,1,4636.973106384277,9273.946212768555,optxDahu17xmix,32.021,140.5143365570993,optimized,test,linpack,B,1,optimized test
4143,optimized_test_linpack_B_1_2,271.6067199707031,125.12332153320312,2470.5467529296875,1906.5823974609375,2019-08-05 12:32:12.144,2019-08-05 12:32:45.164,2,4773.859191894531,9547.718383789062,optxDahu17xmix,33.02,140.40762329101562,optimized,test,linpack,B,1,optimized test
4248,optimized_test_linpack_B_1_3,263.7203674316406,120.8211898803711,2407.32470703125,1852.2885437011719,2019-08-05 12:32:48.169,2019-08-05 12:33:20.189,3,4644.154808044434,9288.309616088867,optxDahu17xmix,32.02,140.73196388013434,optimized,test,linpack,B,1,optimized test
4352,optimized_test_linpack_B_1_4,271.61842346191406,124.3056640625,2488.6112060546875,1906.4984741210938,2019-08-05 12:33:23.193,2019-08-05 12:33:56.209,4,4791.033767700195,9582.06753540039,optxDahu17xmix,33.016,140.91275787353516,optimized,test,linpack,B,1,optimized test
4458,optimized_test_linpack_B_1_5,263.7847595214844,120.51910400390625,2421.1600952148438,1852.7532958984375,2019-08-05 12:33:59.214,2019-08-05 12:34:31.234,5,4658.217254638672,9316.434509277344,optxDahu17xmix,32.02,141.1580986254143,optimized,test,linpack,B,1,optimized test
4563,optimized_test_linpack_B_1_6,263.94690704345703,120.93657684326172,2429.9866333007812,1855.0409545898438,2019-08-05 12:34:35.239,2019-08-05 12:35:07.259,6,4669.911071777344,9339.822143554688,optxDahu17xmix,32.02,141.51245672052556,optimized,test,linpack,B,1,optimized test
4668,optimized_test_linpack_B_1_7,263.74261474609375,120.828125,2445.44970703125,1844.4831848144531,2019-08-05 12:35:11.264,2019-08-05 12:35:43.284,7,4674.503631591797,9349.007263183594,optxDahu17xmix,32.02,141.6516251997514,optimized,test,linpack,B,1,optimized test
4770,optimized_test_linpack_B_1_8,263.65323638916016,121.00775909423828,2444.9835815429688,1851.1421203613281,2019-08-05 12:35:46.288,2019-08-05 12:36:18.303,8,4680.786697387695,9361.57339477539,optxDahu17xmix,32.015,141.84202113296047,optimized,test,linpack,B,1,optimized test
4873,optimized_test_linpack_B_1_9,271.5586700439453,124.96380615234375,2521.356231689453,1853.9784851074219,2019-08-05 12:36:21.307,2019-08-05 12:36:54.323,9,4771.857192993164,9543.714385986328,optxDahu17xmix,33.016,140.34874097038718,optimized,test,linpack,B,1,optimized test
