,target,RAPL_ENERGY_DRAM_0,RAPL_ENERGY_DRAM_1,RAPL_ENERGY_PKG_0,RAPL_ENERGY_PKG_1,begin,end,entryNumber,RAPL_ENERGY_PKG_all,RAPL_ENERGY_DRAM_all,Machine,time,powers_av_all,type,methode,bench,class,Nbprocess,y_ax
3691,optimized_test_sha_B_1_9,26.29827880859375,11.355087280273438,217.35479736328125,163.97799682617188,2019-08-05 13:16:41.956,2019-08-05 13:16:44.958,9,418.9861602783203,837.9723205566406,optxDahu2xmix,3.002,104.74654006958008,optimized,test,sha,B,1,optimized test
3708,optimized_test_sha_B_1_10,26.320106506347656,11.336585998535156,215.5819091796875,168.18673706054688,2019-08-05 13:16:48.963,2019-08-05 13:16:51.965,10,421.4253387451172,842.8506774902344,optxDahu2xmix,3.002,105.3563346862793,optimized,test,sha,B,1,optimized test
3724,optimized_test_sha_B_1_11,34.48332977294922,15.247062683105469,282.7652587890625,215.84829711914062,2019-08-05 13:16:54.969,2019-08-05 13:16:58.972,11,548.3439483642578,1096.6878967285156,optxDahu2xmix,4.003,109.66878967285156,optimized,test,sha,B,1,optimized test
3743,optimized_test_sha_B_1_12,34.71412658691406,15.180435180664062,283.09716796875,215.92630004882812,2019-08-05 13:17:01.977,2019-08-05 13:17:05.979,12,548.9180297851562,1097.8360595703125,optxDahu2xmix,4.002,109.78360595703126,optimized,test,sha,B,1,optimized test
3762,optimized_test_sha_B_1_13,26.310813903808594,11.366630554199219,215.1771240234375,164.9029541015625,2019-08-05 13:17:08.983,2019-08-05 13:17:11.985,13,417.7575225830078,835.5150451660156,optxDahu2xmix,3.002,104.43938064575195,optimized,test,sha,B,1,optimized test
3781,optimized_test_sha_B_1_14,26.2230224609375,11.337013244628906,215.0863037109375,164.050537109375,2019-08-05 13:17:15.990,2019-08-05 13:17:18.993,14,416.6968765258789,833.3937530517578,optxDahu2xmix,3.003,104.17421913146973,optimized,test,sha,B,1,optimized test
3799,optimized_test_sha_B_1_15,26.293731689453125,11.331947326660156,215.0557861328125,163.96157836914062,2019-08-05 13:17:22.997,2019-08-05 13:17:26.000,15,416.6430435180664,833.2860870361328,optxDahu2xmix,3.003,104.1607608795166,optimized,test,sha,B,1,optimized test
3814,optimized_test_sha_B_1_16,34.50006103515625,15.242210388183594,278.0948791503906,215.24020385742188,2019-08-05 13:17:29.004,2019-08-05 13:17:33.007,16,543.0773544311523,1086.1547088623047,optxDahu2xmix,4.003,108.61547088623047,optimized,test,sha,B,1,optimized test
3833,optimized_test_sha_B_1_17,34.884178161621094,15.142280578613281,279.8114318847656,217.16043090820312,2019-08-05 13:17:36.011,2019-08-05 13:17:40.013,17,546.9983215332031,1093.9966430664062,optxDahu2xmix,4.002,109.39966430664063,optimized,test,sha,B,1,optimized test
3852,optimized_test_sha_B_1_18,34.883758544921875,15.125785827636719,280.20416259765625,218.53274536132812,2019-08-05 13:17:43.018,2019-08-05 13:17:47.020,18,548.746452331543,1097.492904663086,optxDahu2xmix,4.002,109.7492904663086,optimized,test,sha,B,1,optimized test
3872,optimized_test_sha_B_1_19,26.172332763671875,11.354225158691406,210.1060791015625,164.04541015625,2019-08-05 13:17:50.025,2019-08-05 13:17:53.027,19,411.6780471801758,823.3560943603516,optxDahu2xmix,3.002,102.91951179504395,optimized,test,sha,B,1,optimized test
3889,optimized_test_sha_B_1_20,26.089340209960938,11.341255187988281,210.09341430664062,164.2498779296875,2019-08-05 13:17:57.032,2019-08-05 13:18:00.034,20,411.77388763427734,823.5477752685547,optxDahu2xmix,3.002,102.94347190856934,optimized,test,sha,B,1,optimized test
4010,optimized_test_linpack_B_1_1,278.08032989501953,119.65962219238281,2232.597900390625,1787.8304138183594,2019-08-05 13:18:55.067,2019-08-05 13:19:27.089,1,4418.168266296387,8836.336532592773,optxDahu2xmix,32.022,133.88388685746625,optimized,test,linpack,B,1,optimized test
4112,optimized_test_linpack_B_1_2,285.5004653930664,122.64775085449219,2305.244873046875,1799.0787048339844,2019-08-05 13:19:30.094,2019-08-05 13:20:03.116,2,4512.471794128418,9024.943588256836,optxDahu2xmix,33.022,132.71975865083581,optimized,test,linpack,B,1,optimized test
4219,optimized_test_linpack_B_1_3,285.23693084716797,122.60746002197266,2319.1004943847656,1800.4810791015625,2019-08-05 13:20:06.120,2019-08-05 13:20:39.139,3,4527.425964355469,9054.851928710938,optxDahu2xmix,33.019,133.15958718692556,optimized,test,linpack,B,1,optimized test
4325,optimized_test_linpack_B_1_4,275.9989929199219,118.87158203125,2263.667938232422,1755.5914306640625,2019-08-05 13:20:42.143,2019-08-05 13:21:14.166,4,4414.129943847656,8828.259887695312,optxDahu2xmix,32.023,133.76151344992897,optimized,test,linpack,B,1,optimized test
4428,optimized_test_linpack_B_1_5,283.9514465332031,122.7659912109375,2337.7045288085938,1839.402587890625,2019-08-05 13:21:17.170,2019-08-05 13:21:50.194,5,4583.824554443359,9167.649108886719,optxDahu2xmix,33.024,134.8183692483341,optimized,test,linpack,B,1,optimized test
4533,optimized_test_linpack_B_1_6,283.9928436279297,122.61114501953125,2344.6564331054688,1800.0108947753906,2019-08-05 13:21:53.199,2019-08-05 13:22:26.217,6,4551.27131652832,9102.54263305664,optxDahu2xmix,33.018,133.86092107436235,optimized,test,linpack,B,1,optimized test
4639,optimized_test_linpack_B_1_7,276.3446807861328,118.9529037475586,2267.6255493164062,1800.8433227539062,2019-08-05 13:22:29.221,2019-08-05 13:23:01.239,7,4463.766456604004,8927.532913208008,optxDahu2xmix,32.018,135.26565020012134,optimized,test,linpack,B,1,optimized test
4743,optimized_test_linpack_B_1_8,283.8392562866211,122.66202545166016,2308.1141357421875,1842.2536926269531,2019-08-05 13:23:04.244,2019-08-05 13:23:37.267,8,4556.869110107422,9113.738220214844,optxDahu2xmix,33.023,134.025562061983,optimized,test,linpack,B,1,optimized test
4848,optimized_test_linpack_B_1_9,275.25501251220703,118.74022674560547,2241.384307861328,1747.0679931640625,2019-08-05 13:23:40.271,2019-08-05 13:24:12.289,9,4382.447540283203,8764.895080566406,optxDahu2xmix,32.018,132.80144061464253,optimized,test,linpack,B,1,optimized test
4954,optimized_test_linpack_B_1_10,276.10853576660156,118.80044555664062,2271.7855834960938,1749.0970153808594,2019-08-05 13:24:16.293,2019-08-05 13:24:48.316,10,4415.791580200195,8831.58316040039,optxDahu2xmix,32.023,133.8118660666726,optimized,test,linpack,B,1,optimized test
5056,optimized_test_linpack_B_1_11,284.05033111572266,122.71764373779297,2343.4954528808594,1853.5538024902344,2019-08-05 13:24:51.320,2019-08-05 13:25:24.343,11,4603.817230224609,9207.634460449219,optxDahu2xmix,33.023,135.40638912425322,optimized,test,linpack,B,1,optimized test
5163,optimized_test_linpack_B_1_12,283.46302032470703,122.56501007080078,2342.1530151367188,1855.09423828125,2019-08-05 13:25:27.347,2019-08-05 13:26:00.365,12,4603.275283813477,9206.550567626953,optxDahu2xmix,33.018,135.39044952392578,optimized,test,linpack,B,1,optimized test
5269,optimized_test_linpack_B_1_13,275.2257843017578,118.72925567626953,2275.443084716797,1758.2728576660156,2019-08-05 13:26:03.369,2019-08-05 13:26:35.391,13,4427.67098236084,8855.34196472168,optxDahu2xmix,32.022,134.17184795032847,optimized,test,linpack,B,1,optimized test
5371,optimized_test_linpack_B_1_14,282.64735412597656,122.61204528808594,2305.0385131835938,1799.7463989257812,2019-08-05 13:26:38.396,2019-08-05 13:27:11.414,14,4510.0443115234375,9020.088623046875,optxDahu2xmix,33.018,132.64836210363052,optimized,test,linpack,B,1,optimized test
5478,optimized_test_linpack_B_1_15,273.28194427490234,118.76873779296875,2221.769500732422,1746.8699035644531,2019-08-05 13:27:14.418,2019-08-05 13:27:46.441,15,4360.690086364746,8721.380172729492,optxDahu2xmix,32.023,132.14212382923472,optimized,test,linpack,B,1,optimized test
5581,optimized_test_linpack_B_1_16,280.8346939086914,122.5208969116211,2269.965606689453,1842.4529113769531,2019-08-05 13:27:49.445,2019-08-05 13:28:22.469,16,4515.774108886719,9031.548217773438,optxDahu2xmix,33.024,132.81688555549172,optimized,test,linpack,B,1,optimized test
5686,optimized_test_linpack_B_1_17,280.30916595458984,122.41344451904297,2286.018585205078,1797.7014770507812,2019-08-05 13:28:25.474,2019-08-05 13:28:58.492,17,4486.442672729492,8972.885345458984,optxDahu2xmix,33.018,131.95419625674978,optimized,test,linpack,B,1,optimized test
5793,optimized_test_linpack_B_1_18,272.909912109375,118.73368072509766,2224.6620178222656,1747.5399475097656,2019-08-05 13:29:01.497,2019-08-05 13:29:33.520,18,4363.845558166504,8727.691116333008,optxDahu2xmix,32.023,132.23774418686375,optimized,test,linpack,B,1,optimized test
5895,optimized_test_linpack_B_1_19,280.2105484008789,122.51069641113281,2254.3443298339844,1851.0238952636719,2019-08-05 13:29:36.524,2019-08-05 13:30:09.542,19,4508.089469909668,9016.178939819336,optxDahu2xmix,33.018,132.59086676204905,optimized,test,linpack,B,1,optimized test
6002,optimized_test_linpack_B_1_20,270.6936492919922,118.80123901367188,2167.295440673828,1744.5038146972656,2019-08-05 13:30:12.546,2019-08-05 13:30:44.564,20,4301.294143676758,8602.588287353516,optxDahu2xmix,32.018,130.34224677808356,optimized,test,linpack,B,1,optimized test
