,target,RAPL_ENERGY_DRAM_0,RAPL_ENERGY_DRAM_1,RAPL_ENERGY_PKG_0,RAPL_ENERGY_PKG_1,begin,end,entryNumber,RAPL_ENERGY_PKG_all,RAPL_ENERGY_DRAM_all,machineName,time,powers_av_all,type,methode,bench,class,Nbprocess,y_ax
14441,cstates_split_CG_C_4_4,517.9801635742188,159.87276458740234,3898.736602783203,2486.2290649414062,2019-06-19 14:59:22.300,2019-06-19 15:00:05.331,4,7062.8185958862305,14125.637191772461,threadtest,43.031,160.5186044519598,cstates,split,CG,C,4,cstates split
14577,cstates_split_CG_C_4_5,515.9923248291016,159.85292053222656,3946.003173828125,2384.1436462402344,2019-06-19 15:00:08.335,2019-06-19 15:00:51.363,5,7005.9920654296875,14011.984130859375,threadtest,43.028,159.22709239612925,cstates,split,CG,C,4,cstates split
14716,cstates_split_CG_C_4_6,517.994499206543,159.76441955566406,3969.1866455078125,2406.3010864257812,2019-06-19 15:00:55.368,2019-06-19 15:01:38.397,6,7053.246650695801,14106.493301391602,threadtest,43.029,160.30106024308637,cstates,split,CG,C,4,cstates split
14852,cstates_split_CG_C_4_7,517.5890502929688,160.034423828125,4008.1146850585938,2395.3218383789062,2019-06-19 15:01:41.402,2019-06-19 15:02:24.432,7,7081.059997558594,14162.119995117188,threadtest,43.03,160.9331817626953,cstates,split,CG,C,4,cstates split
14988,cstates_split_CG_C_4_8,517.4863891601562,160.11544036865234,4026.707275390625,2388.5013122558594,2019-06-19 15:02:27.437,2019-06-19 15:03:10.471,8,7092.810417175293,14185.620834350586,threadtest,43.034,161.20023675398394,cstates,split,CG,C,4,cstates split
15125,cstates_split_CG_C_4_9,518.1528549194336,160.14614868164062,4035.2762756347656,2395.4711303710938,2019-06-19 15:03:14.475,2019-06-19 15:03:57.506,9,7109.046409606934,14218.092819213867,threadtest,43.031,161.56923658197576,cstates,split,CG,C,4,cstates split
15262,cstates_split_CG_C_4_10,518.1629486083984,160.1778793334961,4036.590850830078,2493.6153869628906,2019-06-19 15:04:00.510,2019-06-19 15:04:43.541,10,7208.547065734863,14417.094131469727,threadtest,43.031,163.8306151303378,cstates,split,CG,C,4,cstates split
15397,cstates_split_CG_C_4_11,517.3305282592773,160.68280029296875,4031.1527709960938,2394.4738159179688,2019-06-19 15:04:46.545,2019-06-19 15:05:29.574,11,7103.639915466309,14207.279830932617,threadtest,43.029,161.44636171514338,cstates,split,CG,C,4,cstates split
15534,cstates_split_CG_C_4_12,528.235481262207,164.14517211914062,4116.028717041016,2509.7677001953125,2019-06-19 15:05:32.579,2019-06-19 15:06:16.610,12,7318.177070617676,14636.354141235352,threadtest,44.031,162.62615712483725,cstates,split,CG,C,4,cstates split
15672,cstates_split_CG_C_4_13,517.0388259887695,159.9186553955078,4030.8877868652344,2420.7440795898438,2019-06-19 15:06:19.614,2019-06-19 15:07:02.644,13,7128.5893478393555,14257.178695678711,threadtest,43.03,162.01339426907626,cstates,split,CG,C,4,cstates split
15808,cstates_split_CG_C_4_14,517.3274917602539,159.88109588623047,4025.3851623535156,2438.858367919922,2019-06-19 15:07:05.649,2019-06-19 15:07:48.679,14,7141.452117919922,14282.904235839844,threadtest,43.03,162.3057299527255,cstates,split,CG,C,4,cstates split
15944,cstates_split_CG_C_4_15,516.5835952758789,160.10186004638672,4032.8318786621094,2403.1452026367188,2019-06-19 15:07:51.684,2019-06-19 15:08:34.713,15,7112.662536621094,14225.325073242188,threadtest,43.029,161.65142128684303,cstates,split,CG,C,4,cstates split
16081,cstates_split_CG_C_4_16,515.7618408203125,160.06356811523438,4026.573211669922,2469.9004516601562,2019-06-19 15:08:37.718,2019-06-19 15:09:20.747,16,7172.299072265625,14344.59814453125,threadtest,43.029,163.00679709694603,cstates,split,CG,C,4,cstates split
16218,cstates_split_CG_C_4_17,527.4787292480469,163.63670349121094,4125.15576171875,2516.769256591797,2019-06-19 15:09:24.752,2019-06-19 15:10:08.783,17,7333.040451049805,14666.08090209961,threadtest,44.031,162.95645446777343,cstates,split,CG,C,4,cstates split
16358,cstates_split_CG_C_4_18,515.6620559692383,160.24616241455078,4032.0806579589844,2481.2623291015625,2019-06-19 15:10:11.787,2019-06-19 15:10:54.816,18,7189.251205444336,14378.502410888672,threadtest,43.029,163.39207285100764,cstates,split,CG,C,4,cstates split
16494,cstates_split_CG_C_4_19,516.3783874511719,160.2257537841797,4025.0377502441406,2428.7835083007812,2019-06-19 15:10:57.821,2019-06-19 15:11:40.852,19,7130.425399780273,14260.850799560547,threadtest,43.031,162.05512272227895,cstates,split,CG,C,4,cstates split
16631,cstates_split_CG_C_4_20,517.8669815063477,160.1956024169922,4037.5479431152344,2489.678741455078,2019-06-19 15:11:44.856,2019-06-19 15:12:27.887,20,7205.289268493652,14410.578536987305,threadtest,43.031,163.75657428394663,cstates,split,CG,C,4,cstates split
16887,cstates_suite_CG_C_4_1,459.29551696777344,381.75304412841797,3421.1683044433594,3131.2671813964844,2019-06-19 15:13:30.915,2019-06-19 15:14:13.944,1,7393.484046936035,14786.96809387207,threadtest,43.029,168.03372833945534,cstates,suite,CG,C,4,cstates suite
17024,cstates_suite_CG_C_4_2,468.3884048461914,390.08436584472656,3556.2227172851562,3249.58740234375,2019-06-19 15:14:16.948,2019-06-19 15:15:00.977,2,7664.282890319824,15328.565780639648,threadtest,44.029,170.31739756266276,cstates,suite,CG,C,4,cstates suite
17163,cstates_suite_CG_C_4_3,459.21312713623047,382.61038970947266,3495.412109375,3189.2215270996094,2019-06-19 15:15:03.982,2019-06-19 15:15:47.009,3,7526.4571533203125,15052.914306640625,threadtest,43.027,171.05584439364347,cstates,suite,CG,C,4,cstates suite
17299,cstates_suite_CG_C_4_4,457.94092559814453,381.9995803833008,3486.8301391601562,3184.3392944335938,2019-06-19 15:15:50.014,2019-06-19 15:16:33.047,4,7511.109939575195,15022.21987915039,threadtest,43.033,170.70704408125445,cstates,suite,CG,C,4,cstates suite
17436,cstates_suite_CG_C_4_5,457.5988464355469,384.8294372558594,3497.0687255859375,3194.1236572265625,2019-06-19 15:16:37.052,2019-06-19 15:17:20.083,5,7533.620666503906,15067.241333007812,threadtest,43.031,171.2186515114524,cstates,suite,CG,C,4,cstates suite
17573,cstates_suite_CG_C_4_6,456.68531799316406,382.60693359375,3523.345184326172,3186.9043884277344,2019-06-19 15:17:23.087,2019-06-19 15:18:06.115,6,7549.54182434082,15099.08364868164,threadtest,43.028,171.58049600774592,cstates,suite,CG,C,4,cstates suite
17711,cstates_suite_CG_C_4_7,456.7397766113281,384.8571090698242,3548.991668701172,3195.175018310547,2019-06-19 15:18:10.119,2019-06-19 15:18:53.148,7,7585.763572692871,15171.527145385742,threadtest,43.029,172.4037175612016,cstates,suite,CG,C,4,cstates suite
17846,cstates_suite_CG_C_4_8,457.1473846435547,381.9393844604492,3556.877471923828,3186.847900390625,2019-06-19 15:18:56.152,2019-06-19 15:19:39.180,8,7582.812141418457,15165.624282836914,threadtest,43.028,172.3366395776922,cstates,suite,CG,C,4,cstates suite
17984,cstates_suite_CG_C_4_9,460.7453155517578,381.9084243774414,3570.498321533203,3199.8983764648438,2019-06-19 15:19:43.184,2019-06-19 15:20:26.212,9,7613.050437927246,15226.100875854492,threadtest,43.028,173.0238735892556,cstates,suite,CG,C,4,cstates suite
18120,cstates_suite_CG_C_4_10,456.8061294555664,383.04503631591797,3561.74267578125,3201.3384704589844,2019-06-19 15:20:29.217,2019-06-19 15:21:12.247,10,7602.932312011719,15205.864624023438,threadtest,43.03,172.79391618208453,cstates,suite,CG,C,4,cstates suite
18258,cstates_suite_CG_C_4_11,460.938232421875,382.89898681640625,3571.7757873535156,3212.9186401367188,2019-06-19 15:21:16.252,2019-06-19 15:21:59.281,11,7628.531646728516,15257.063293457031,threadtest,43.029,173.3757192438299,cstates,suite,CG,C,4,cstates suite
18395,cstates_suite_CG_C_4_12,459.4762649536133,380.9931640625,3565.2715454101562,3202.462432861328,2019-06-19 15:22:02.286,2019-06-19 15:22:45.314,12,7608.203407287598,15216.406814575195,threadtest,43.028,172.91371380199087,cstates,suite,CG,C,4,cstates suite
18533,cstates_suite_CG_C_4_13,458.8714370727539,384.06334686279297,3569.29052734375,3214.0145263671875,2019-06-19 15:22:49.319,2019-06-19 15:23:32.348,13,7626.239837646484,15252.479675292969,threadtest,43.029,173.32363267378375,cstates,suite,CG,C,4,cstates suite
18669,cstates_suite_CG_C_4_14,460.7906799316406,380.9556198120117,3567.3915100097656,3213.2689819335938,2019-06-19 15:23:35.353,2019-06-19 15:24:18.381,14,7622.406791687012,15244.813583374023,threadtest,43.028,173.23651799288663,cstates,suite,CG,C,4,cstates suite
18804,cstates_suite_CG_C_4_15,470.52174377441406,389.85106658935547,3647.4532470703125,3281.443634033203,2019-06-19 15:24:21.386,2019-06-19 15:25:05.416,15,7789.269691467285,15578.53938293457,threadtest,44.03,173.09488203260634,cstates,suite,CG,C,4,cstates suite
18944,cstates_suite_CG_C_4_16,459.39820861816406,382.52388763427734,3566.170166015625,3220.1427612304688,2019-06-19 15:25:08.420,2019-06-19 15:25:51.455,16,7628.235023498535,15256.47004699707,threadtest,43.035,173.3689778067849,cstates,suite,CG,C,4,cstates suite
19079,cstates_suite_CG_C_4_17,471.22352600097656,390.19029235839844,3645.9021606445312,3293.2178649902344,2019-06-19 15:25:54.460,2019-06-19 15:26:38.489,17,7800.533843994141,15601.067687988281,threadtest,44.029,173.34519653320314,cstates,suite,CG,C,4,cstates suite
19219,cstates_suite_CG_C_4_18,461.45130157470703,382.4891052246094,3572.3885498046875,3223.9513549804688,2019-06-19 15:26:41.493,2019-06-19 15:27:24.523,18,7640.280311584473,15280.560623168945,threadtest,43.03,173.64273435419256,cstates,suite,CG,C,4,cstates suite
19354,cstates_suite_CG_C_4_19,470.88838958740234,391.7228698730469,3650.475799560547,3295.99169921875,2019-06-19 15:27:27.527,2019-06-19 15:28:11.557,19,7809.078758239746,15618.157516479492,threadtest,44.03,173.5350835164388,cstates,suite,CG,C,4,cstates suite
19493,cstates_suite_CG_C_4_20,462.6758041381836,381.4577102661133,3575.4252014160156,3222.381317138672,2019-06-19 15:28:14.561,2019-06-19 15:28:57.592,20,7641.940032958984,15283.880065917969,threadtest,43.031,173.68045529452237,cstates,suite,CG,C,4,cstates suite
19750,cstates_split_CG_C_2_1,895.4723281860352,307.92645263671875,6393.771484375,4708.701171875,2019-06-19 15:30:00.624,2019-06-19 15:31:23.682,1,12305.871437072754,24611.742874145508,threadtest,83.058,146.49846948896135,cstates,split,CG,C,2,cstates split
20008,cstates_split_CG_C_2_2,890.9844665527344,307.8236389160156,6514.286560058594,4705.5040283203125,2019-06-19 15:31:27.687,2019-06-19 15:32:50.747,2,12418.598693847656,24837.197387695312,threadtest,83.06,147.84046064104353,cstates,split,CG,C,2,cstates split
20263,cstates_split_CG_C_2_3,889.445686340332,308.2537841796875,6540.777801513672,4697.338317871094,2019-06-19 15:32:53.752,2019-06-19 15:34:16.814,3,12435.815589904785,24871.63117980957,threadtest,83.062,148.04542368934267,cstates,split,CG,C,2,cstates split
20519,cstates_split_CG_C_2_4,887.4561614990234,308.31433868408203,6629.259826660156,4780.5347900390625,2019-06-19 15:34:19.818,2019-06-19 15:35:42.874,4,12605.565116882324,25211.13023376465,threadtest,83.056,150.06625139145623,cstates,split,CG,C,2,cstates split
20777,cstates_split_CG_C_2_5,890.1756439208984,308.6215133666992,6674.187347412109,4615.095947265625,2019-06-19 15:35:46.878,2019-06-19 15:37:09.940,5,12488.080451965332,24976.160903930664,threadtest,83.062,148.66762442815872,cstates,split,CG,C,2,cstates split
21033,cstates_split_CG_C_2_6,891.9584350585938,308.1618957519531,6673.837554931641,4762.972412109375,2019-06-19 15:37:12.945,2019-06-19 15:38:36.006,6,12636.930297851562,25273.860595703125,threadtest,83.061,150.43964640299478,cstates,split,CG,C,2,cstates split
21290,cstates_split_CG_C_2_7,891.9856262207031,308.1372299194336,6673.195831298828,4647.412292480469,2019-06-19 15:38:39.012,2019-06-19 15:40:02.068,7,12520.730979919434,25041.461959838867,threadtest,83.056,149.05632118951706,cstates,split,CG,C,2,cstates split
21547,cstates_split_CG_C_2_8,892.5168762207031,308.2292709350586,6680.260559082031,4711.122589111328,2019-06-19 15:40:06.073,2019-06-19 15:41:29.133,8,12592.129295349121,25184.258590698242,threadtest,83.06,149.90630113510858,cstates,split,CG,C,2,cstates split
21804,cstates_split_CG_C_2_9,892.578742980957,308.2521438598633,6682.826629638672,4786.690338134766,2019-06-19 15:41:32.138,2019-06-19 15:42:55.197,9,12670.347854614258,25340.695709228516,threadtest,83.059,150.83747445969354,cstates,split,CG,C,2,cstates split
22060,cstates_split_CG_C_2_10,893.0002746582031,308.45179748535156,6682.545928955078,4789.239044189453,2019-06-19 15:42:58.201,2019-06-19 15:44:21.258,10,12673.237045288086,25346.474090576172,threadtest,83.057,150.87186958676293,cstates,split,CG,C,2,cstates split
22315,cstates_split_CG_C_2_11,892.7318115234375,308.20279693603516,6674.688659667969,4796.279632568359,2019-06-19 15:44:24.263,2019-06-19 15:45:47.322,11,12671.9029006958,25343.8058013916,threadtest,83.059,150.85598691304526,cstates,split,CG,C,2,cstates split
22573,cstates_split_CG_C_2_12,891.9876022338867,308.1509475708008,6679.315246582031,4781.665802001953,2019-06-19 15:45:51.327,2019-06-19 15:47:14.387,12,12661.119598388672,25322.239196777344,threadtest,83.06,150.72761426653182,cstates,split,CG,C,2,cstates split
22829,cstates_split_CG_C_2_13,901.1724548339844,311.9809341430664,6756.569030761719,4841.037902832031,2019-06-19 15:47:17.391,2019-06-19 15:48:41.450,13,12810.7603225708,25621.5206451416,threadtest,84.059,150.71482732436237,cstates,split,CG,C,2,cstates split
23089,cstates_split_CG_C_2_14,890.5520553588867,308.00528717041016,6674.139862060547,4781.898742675781,2019-06-19 15:48:44.454,2019-06-19 15:50:07.513,14,12654.595947265625,25309.19189453125,threadtest,83.059,150.6499517531622,cstates,split,CG,C,2,cstates split
23346,cstates_split_CG_C_2_15,893.6143569946289,308.3873977661133,6685.571197509766,4800.817169189453,2019-06-19 15:50:11.518,2019-06-19 15:51:34.581,15,12688.390121459961,25376.780242919922,threadtest,83.063,151.05226335071382,cstates,split,CG,C,2,cstates split
23602,cstates_split_CG_C_2_16,893.1234664916992,308.28318786621094,6683.321044921875,4794.5982666015625,2019-06-19 15:51:37.585,2019-06-19 15:53:00.648,16,12679.325965881348,25358.651931762695,threadtest,83.063,150.94435673668272,cstates,split,CG,C,2,cstates split
23859,cstates_split_CG_C_2_17,892.650276184082,308.30369567871094,6679.0877685546875,4612.707977294922,2019-06-19 15:53:03.652,2019-06-19 15:54:26.708,17,12492.749717712402,24985.499435424805,threadtest,83.056,148.72321092514764,cstates,split,CG,C,2,cstates split
24116,cstates_split_CG_C_2_18,891.7825241088867,308.287841796875,6682.923095703125,4686.886047363281,2019-06-19 15:54:30.713,2019-06-19 15:55:53.770,18,12569.879508972168,25139.759017944336,threadtest,83.057,149.64142272585914,cstates,split,CG,C,2,cstates split
24372,cstates_split_CG_C_2_19,890.48193359375,308.24422454833984,6682.874328613281,4782.092712402344,2019-06-19 15:55:56.775,2019-06-19 15:57:19.834,19,12663.693199157715,25327.38639831543,threadtest,83.059,150.75825237092516,cstates,split,CG,C,2,cstates split
24629,cstates_split_CG_C_2_20,889.2715606689453,308.39732360839844,6674.508239746094,4778.687713623047,2019-06-19 15:57:22.838,2019-06-19 15:58:45.882,20,12650.864837646484,25301.72967529297,threadtest,83.044,150.60553378150576,cstates,split,CG,C,2,cstates split
25005,cstates_suite_CG_C_2_1,822.6016387939453,665.0915374755859,6074.99853515625,5592.706695556641,2019-06-19 15:59:48.912,2019-06-19 16:01:11.963,1,13155.398406982422,26310.796813964844,threadtest,83.051,156.6118857974098,cstates,suite,CG,C,2,cstates suite
25263,cstates_suite_CG_C_2_2,831.6381988525391,673.7051315307617,6259.041412353516,5777.955413818359,2019-06-19 16:01:15.968,2019-06-19 16:02:40.024,2,13542.340156555176,27084.68031311035,threadtest,84.056,159.32164890064914,cstates,suite,CG,C,2,cstates suite
25522,cstates_suite_CG_C_2_3,822.3445587158203,666.8022613525391,6294.507110595703,5735.8399658203125,2019-06-19 16:02:43.028,2019-06-19 16:04:06.084,3,13519.493896484375,27038.98779296875,threadtest,83.056,160.94635591052827,cstates,suite,CG,C,2,cstates suite
25778,cstates_suite_CG_C_2_4,824.5120468139648,666.7047882080078,6322.205322265625,5731.910919189453,2019-06-19 16:04:09.088,2019-06-19 16:05:32.143,4,13545.33307647705,27090.6661529541,threadtest,83.055,161.25396519615538,cstates,suite,CG,C,2,cstates suite
26034,cstates_suite_CG_C_2_5,823.3010330200195,665.8740768432617,6327.373748779297,5728.045745849609,2019-06-19 16:05:35.147,2019-06-19 16:06:58.203,5,13544.594604492188,27089.189208984375,threadtest,83.056,161.24517386300224,cstates,suite,CG,C,2,cstates suite
26290,cstates_suite_CG_C_2_6,832.7056884765625,673.8326034545898,6428.942657470703,5796.750823974609,2019-06-19 16:07:01.208,2019-06-19 16:08:25.263,6,13732.231773376465,27464.46354675293,threadtest,84.055,161.55566792207605,cstates,suite,CG,C,2,cstates suite
26549,cstates_suite_CG_C_2_7,823.2944793701172,667.4668502807617,6369.815673828125,5736.570495605469,2019-06-19 16:08:28.267,2019-06-19 16:09:51.323,7,13597.147499084473,27194.294998168945,threadtest,83.056,161.87080356052942,cstates,suite,CG,C,2,cstates suite
26805,cstates_suite_CG_C_2_8,824.1648025512695,667.9070129394531,6369.370056152344,5737.391693115234,2019-06-19 16:09:54.328,2019-06-19 16:11:17.384,8,13598.8335647583,27197.6671295166,threadtest,83.056,161.89087577093215,cstates,suite,CG,C,2,cstates suite
27060,cstates_suite_CG_C_2_9,825.1670532226562,666.6142120361328,6377.649261474609,5736.3162841796875,2019-06-19 16:11:20.388,2019-06-19 16:12:43.445,9,13605.746810913086,27211.493621826172,threadtest,83.057,161.9731763203939,cstates,suite,CG,C,2,cstates suite
27316,cstates_suite_CG_C_2_10,824.9050598144531,666.9003524780273,6371.062347412109,5733.707611083984,2019-06-19 16:12:46.450,2019-06-19 16:14:09.503,10,13596.575370788574,27193.15074157715,threadtest,83.053,161.8639925093878,cstates,suite,CG,C,2,cstates suite
27573,cstates_suite_CG_C_2_11,834.7440185546875,674.3114852905273,6398.083709716797,5801.174407958984,2019-06-19 16:14:12.507,2019-06-19 16:15:36.567,11,13708.313621520996,27416.627243041992,threadtest,84.06,161.274277900247,cstates,suite,CG,C,2,cstates suite
27831,cstates_suite_CG_C_2_12,825.2278060913086,667.4768981933594,6235.320983886719,5734.766571044922,2019-06-19 16:15:39.571,2019-06-19 16:17:02.630,12,13462.792259216309,26925.584518432617,threadtest,83.059,160.27133641924178,cstates,suite,CG,C,2,cstates suite
28088,cstates_suite_CG_C_2_13,842.10986328125,680.853157043457,6351.270416259766,5868.398468017578,2019-06-19 16:17:05.634,2019-06-19 16:18:30.688,13,13742.63190460205,27485.2638092041,threadtest,85.054,159.79804540234943,cstates,suite,CG,C,2,cstates suite
28351,cstates_suite_CG_C_2_14,824.5267181396484,666.7841949462891,6326.531036376953,5735.838623046875,2019-06-19 16:18:34.692,2019-06-19 16:19:57.747,14,13553.680572509766,27107.36114501953,threadtest,83.055,161.35334014892578,cstates,suite,CG,C,2,cstates suite
28608,cstates_suite_CG_C_2_15,823.8984451293945,667.3386306762695,6327.660064697266,5737.252593994141,2019-06-19 16:20:00.752,2019-06-19 16:21:23.807,15,13556.14973449707,27112.29946899414,threadtest,83.055,161.38273493448892,cstates,suite,CG,C,2,cstates suite
28863,cstates_suite_CG_C_2_16,823.9865646362305,667.5873718261719,6327.096466064453,5734.3985595703125,2019-06-19 16:21:26.811,2019-06-19 16:22:49.867,16,13553.068962097168,27106.137924194336,threadtest,83.056,161.34605907258532,cstates,suite,CG,C,2,cstates suite
29119,cstates_suite_CG_C_2_17,825.3466262817383,666.9466018676758,6329.226806640625,5733.377593994141,2019-06-19 16:22:52.871,2019-06-19 16:24:15.927,17,13554.89762878418,27109.79525756836,threadtest,83.056,161.36782891409737,cstates,suite,CG,C,2,cstates suite
29376,cstates_suite_CG_C_2_18,825.2396926879883,667.2959060668945,6333.743408203125,5732.031921386719,2019-06-19 16:24:18.931,2019-06-19 16:25:41.985,18,13558.310928344727,27116.621856689453,threadtest,83.054,161.40846343267532,cstates,suite,CG,C,2,cstates suite
29632,cstates_suite_CG_C_2_19,824.5786819458008,667.4751892089844,6328.035949707031,5733.924896240234,2019-06-19 16:25:44.990,2019-06-19 16:27:08.045,19,13554.01471710205,27108.0294342041,threadtest,83.055,161.3573180607387,cstates,suite,CG,C,2,cstates suite
29888,cstates_suite_CG_C_2_20,824.1420211791992,667.3650817871094,6334.078521728516,5729.999328613281,2019-06-19 16:27:11.050,2019-06-19 16:28:34.103,20,13555.584953308105,27111.16990661621,threadtest,83.053,161.37601134890602,cstates,suite,CG,C,2,cstates suite
